,2011-06-30,2011-09-30,2012-03-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,1400.000,,,,200.000,,,,13200.000
AdjustmentOfWarrantsGrantedForServices,,,0.000,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,72000.000,-54300.000,,,,11100.000,,,,58900.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-15100.000,600.000,,,,37000.000,,,,-49000.000
CostOfGoodsSold,48400.000,51100.000,47400.000,55600.000,88200.000,63300.000,48900.000,69100.000,49200.000,156900.000,72100.000,72200.000
CostOfRevenue,64200.000,67200.000,62800.000,73800.000,112000.000,82300.000,64900.000,88700.000,66100.000,193400.000,93900.000,93200.000
CostOfServicesLicensesAndServices,15800.000,16100.000,15400.000,18200.000,23800.000,19000.000,16000.000,19600.000,16900.000,36500.000,21800.000,21000.000
DepreciationDepletionAndAmortization,,,-900.000,1200.000,,,,1800.000,,,,1700.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
GeneralAndAdministrativeExpense,81100.000,81200.000,101600.000,83500.000,67900.000,101600.000,72600.000,87500.000,66800.000,69900.000,70600.000,90700.000
GrossProfit,123600.000,105500.000,104700.000,114600.000,204700.000,154100.000,144400.000,194100.000,137300.000,350300.000,259700.000,248200.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-19500.000,3200.000,,,,30000.000,,,,-67900.000
IncreaseDecreaseInAccountsReceivable,,,31700.000,-68100.000,,,,15000.000,,,,40100.000
IncreaseDecreaseInDeferredRevenue,,,138200.000,,,,,-6500.000,,,,-5600.000
IncreaseDecreaseInInventories,,,,11000.000,,,,-5400.000,,,,-9800.000
IncreaseDecreaseInOperatingCapital,,,-83400.000,-65900.000,,,,-29900.000,,,,107200.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-6900.000,-5600.000,,,,-16000.000,,,,3400.000
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,,,10500.000,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,1351.000,,,1143.000,,639.000,,157007.000
InterestAndDebtExpense,2400.000,2300.000,1700.000,,,,,,,,,
InterestExpense,,,,5200.000,5100.000,21900.000,3400.000,3400.000,3400.000,3300.000,3200.000,16200.000
InterestPaid,,,600.000,,,,,,,,,
LicenseAndServicesRevenue,107600.000,85800.000,104100.000,78100.000,78800.000,76700.000,105100.000,112800.000,98700.000,170300.000,183200.000,158800.000
NetCashProvidedByUsedInFinancingActivities,,,-3700.000,-11000.000,,,,-4000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3700.000,-11000.000,,,,-4000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,-700.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,-700.000
NetCashProvidedByUsedInOperatingActivities,,,-11400.000,11600.000,,,,41000.000,,,,-48300.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-11400.000,11600.000,,,,41000.000,,,,-48300.000
NetIncomeLoss,-32200.000,66100.000,-67300.000,-56900.000,45300.000,-49800.000,43400.000,9100.000,-12700.000,170600.000,91500.000,44000.000
NonoperatingIncomeExpense,-2400.000,109100.000,3900.000,-5200.000,-5100.000,-21900.000,52900.000,-3400.000,-3400.000,-3300.000,-3200.000,-16200.000
OperatingExpenses,153400.000,148500.000,175900.000,166300.000,154300.000,182000.000,153900.000,181600.000,146600.000,176400.000,165000.000,188000.000
OperatingIncomeLoss,-29800.000,-43000.000,-71200.000,-51700.000,50400.000,-27900.000,-9500.000,12500.000,-9300.000,173900.000,94700.000,60200.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,700.000
ProFormaWeightedAverageSharesOutstandingDiluted,,,,,,,,58600159.000,58599016.000,58599655.000,,58756023.000
ProceedsFromIssuanceOfCommonStock,,,-10000.000,,,,,,,,,
ProceedsFromOtherShortTermDebt,,,0.000,,,,,,,,,
RepaymentsOfLinesOfCredit,,,-6300.000,,,,,,,,,
RepaymentsOfOtherShortTermDebt,,,0.000,11000.000,,,,4000.000,,,,
ResearchAndDevelopmentExpense,28600.000,28400.000,28100.000,32900.000,31100.000,31300.000,32800.000,37600.000,32400.000,33700.000,35100.000,36400.000
Revenues,187800.000,172700.000,167500.000,188400.000,316700.000,236400.000,209300.000,282800.000,203400.000,543700.000,353600.000,341400.000
SalesRevenueGoodsGross,80200.000,86900.000,63400.000,110300.000,237900.000,159700.000,104200.000,170000.000,104700.000,373400.000,170400.000,182600.000
SalesRevenueNet,187800.000,172700.000,167500.000,188400.000,316700.000,236400.000,209300.000,282800.000,203400.000,543700.000,353600.000,341400.000
SellingAndMarketingExpense,43700.000,38900.000,46200.000,49900.000,55300.000,49100.000,48500.000,56500.000,47400.000,72800.000,59300.000,60900.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,58600367.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,58599016.000,,58599016.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,58599016.000,,,58599016.000,58599016.000,58599016.000,-117198032.000,58599016.000
