,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
GrossProfit,,,49000.000,,,,55600.000,,,,97300.000,,,,-17000.000,,,,-32600.000,
ImpairmentOfOilAndGasProperties,,,,0.000,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseDueFromAffiliates,,,-112500.000,,,,-87800.000,,,,40600.000,,,,-49600.000,,,,4700.000,
IncreaseDecreaseInAccruedLiabilities,,,4800.000,,,,2700.000,,,,10200.000,,,,2600.000,,,,5400.000,
IncreaseDecreaseInDueToAffiliates,,,,,,,,,,,,,,,,,,,141400.000,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,-11600.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-179200.000,,,,-65900.000,,,,-63800.000,,,,-1900.000,,,,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-179200.000,,,,-65900.000,,,,-63800.000,,,,-1900.000,,,,0.000,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,,,,,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,,,,,,0.000,
NetCashProvidedByUsedInOperatingActivities,,,156100.000,,,,124700.000,,,,23700.000,,,,-1900.000,,,,0.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,156100.000,,,,124700.000,,,,23700.000,,,,-1900.000,,,,0.000,
NetIncomeLoss,-104900.000,-111900.000,-102700.000,-88100.000,-33400.000,-100500.000,-103000.000,-43300.000,-69800.000,-23700.000,16400.000,42000.000,-101300.000,-1602700.000,-112500.000,-142600.000,-825700.000,-101800.000,-86900.000,-113500.000
NetIncomeLossAllocatedToGeneralPartners,-23500.000,-24700.000,-25700.000,-18100.000,3100.000,-60700.000,-30900.000,-9400.000,-19100.000,-18400.000,6600.000,15500.000,-34700.000,-738800.000,-42600.000,-51500.000,-359900.000,-37600.000,-31400.000,-38400.000
NetIncomeLossAllocatedToLimitedPartners,-81400.000,-87200.000,-77000.000,-70000.000,-36500.000,-39800.000,-72100.000,-33900.000,-50700.000,-5300.000,9800.000,26500.000,-66600.000,-863900.000,-69900.000,-91100.000,-465700.000,-64300.000,-55500.000,-75100.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-73.000,-79.000,-70.000,-63.000,-33.000,,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,-46.000,,9.000,24.000,-60.000,-781.000,-63.000,-82.000,-421.000,-58.000,-50.000,-68.000
OilAndGasProductionExpense,204100.000,215800.000,195500.000,191700.000,232700.000,213200.000,175400.000,184600.000,190100.000,164000.000,162300.000,195400.000,158600.000,147800.000,138800.000,114200.000,93800.000,107700.000,102600.000,118100.000
OilAndGasRevenue,414900.000,403400.000,244500.000,257500.000,379500.000,284700.000,231000.000,302600.000,293600.000,218200.000,259600.000,315700.000,140100.000,161700.000,121800.000,66000.000,51500.000,85900.000,72800.000,66800.000
OilAndGasSalesRevenue,,,,,,,,,,,,,,,,,,,70000.000,70100.000
OperatingCostsAndExpenses,519800.000,515300.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,-1800.000,-7600.000,,-3000.000,800.000,2000.000,900.000,-800.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,-500.000,2500.000,,-900.000,-900.000,-800.000,-600.000,-200.000,-300.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,4700.000,,7500.000,-700.000,0.000,-100.000,2200.000,2000.000,-1200.000,-700.000,200.000,100.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,,700.000,3400.000,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,-1800.000,-7600.000,,-10600.000,800.000,17600.000,-18400.000,-10400.000,,,,,,,,,
OtherNoncashExpense,,,34500.000,,,,19500.000,,,,3400.000,,,,,,,,,
PartnersCapitalAccountDistributions,,,179200.000,,,,65900.000,,,,63800.000,,,,1900.000,,,,,
PaymentsOfCapitalDistribution,,,,,,,,,,,63800.000,,,,1900.000,,,,0.000,
PriceRiskCashFlowHedgeGainOrLossReclassifiedToEarningsNet,,,-28300.000,-17800.000,-16600.000,-8600.000,-8900.000,-1100.000,,,,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,,,149100.000,,137400.000,141800.000,193600.000,,,,,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,23600.000,25000.000,,23100.000,,,,,,,,,,,,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,,,,,,,,,,,,,,0.000,0.000,705700.000,0.000,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities,414900.000,403400.000,244500.000,257500.000,379500.000,284700.000,231000.000,302600.000,293600.000,218200.000,259600.000,315700.000,140100.000,161700.000,124400.000,63600.000,57000.000,,,
