,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,13000.000,,,,5600.000,665.000,,
Assets,57443.000,24114.000,9400.000,13589.000,53591.000,366975.000,135519.000,197590.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,120510.000,,
CapitalUnits,,,,,,,17558985.000,
Cash,52286.000,17298.000,7300.000,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,11489.000,50841.000,359455.000,126072.000,184910.000
CashEquivalentsAtCarryingValue,,,,,,,0.000,0.000
DueToRelatedPartiesCurrentAndNoncurrent,757449.000,675486.000,546164.000,560653.000,469745.000,495501.000,7375.000,35829.000
GeneralPartnersCapitalAccount,2844126.000,2935617.000,2996163.000,3090355.000,3091608.000,3091734.000,1309314.000,1309650.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,0.000,,,,
Liabilities,770449.000,675486.000,546164.000,560653.000,475345.000,776166.000,7375.000,35829.000
LiabilitiesAndStockholdersEquity,57443.000,24114.000,9400.000,13589.000,53591.000,366975.000,135519.000,197590.000
LimitedPartnersCapitalAccount,-3557132.000,-3586989.000,-3532927.000,-3637419.000,-3513362.000,-3500925.000,-1181170.000,-1147889.000
LimitedPartnersCapitalAccountUnitsAuthorized,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
LimitedPartnersCapitalAccountUnitsIssued,18000.000,18000.000,18000.000,18000.000,18000.000,17946.000,17946.000,17946.000
LimitedPartnersCapitalAccountUnitsOutstanding,18000.000,18000.000,18000.000,18000.000,18000.000,17946.000,17946.000,17946.000
OtherAssets,5157.000,6816.000,2100.000,2100.000,2750.000,7520.000,9447.000,12680.000
PartnersCapital,-713006.000,-651372.000,-536764.000,-547064.000,-421754.000,-409191.000,128144.000,161761.000
PartnersCapitalAccountUnits,,,,,,,18000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-713006.000,-651372.000,-536764.000,-547064.000,-421754.000,-409191.000,128144.000,161761.000
