,2011-12-31,2012-12-31
GeneralPartnersCapitalAccountDistributionAmount,,25000.000
InvestmentIncomeInterest,7598.000,10640.000
InvestmentIncomeNet,-2289767.000,-1856635.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.010
NetIncomeLoss,-3149982.000,-1469775.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-210.330,-109.680
NoninterestExpenseRelatedToPerformanceFees,,8075.000
OperatingExpenses,2297365.000,1867275.000
OtherExpenses,68001.000,71713.000
PartnersCapitalAccountRedemptions,2799190.000,2864767.000
ProfessionalFees,118879.000,89168.000
RealizedInvestmentGainsLosses,192399.000,738660.000
SellingExpense,1598305.000,1288018.000
TradingActivityGainsAndLossesNet,-860215.000,386860.000
UnrealizedGainLossOnInvestments,-1052614.000,-351800.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,15305.802,13641.922
