,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31
CommonStockValue,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,155097355.000,157165783.000,157165783.000
ConstructionInProgressGross,6982668.000,7279109.000,7296943.000,7315916.000,7271855.000,7488107.000,7023322.000,7058393.000,7083472.000,6734887.000,6755701.000,6735750.000,6960289.000,6617632.000,7093278.000,29205254.000
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,,,,,,59434.000
IntangibleAssetsNetExcludingGoodwill,1007201871.000,1024789544.000,1051789820.000,1049298845.000,1035526918.000,1033037846.000,1044299426.000,1049203996.000,1057082947.000,1046094858.000,1040475470.000,1053310059.000,1097762161.000,1092756003.000,1118736935.000,100666123.000
InventoryFinishedGoods,,,,,104428704.000,119049524.000,138412603.000,154672302.000,167437526.000,175502312.000,183397353.000,193650071.000,179605652.000,180593123.000,186103717.000,
InventoryNet,101585361.000,120776114.000,140493163.000,139541208.000,199149593.000,227294252.000,260295386.000,289962192.000,318980143.000,331676149.000,344282627.000,362762433.000,341756253.000,339890437.000,384150524.000,1251007.000
InventoryRawMaterials,,,,,40465951.000,46131100.000,51098454.000,56719284.000,64583540.000,66141137.000,67449959.000,70899105.000,69104388.000,67463960.000,68136236.000,
Liabilities,98541151.000,99419973.000,98440600.000,90912969.000,85180417.000,79588394.000,59140054.000,58611277.000,68536051.000,63744714.000,62557945.000,61133499.000,58249587.000,53892656.000,53119904.000,45766030.000
LiabilitiesAndStockholdersEquity,1936762449.000,2009513231.000,2057503921.000,2072712129.000,2110094643.000,2159983247.000,2228283027.000,2275480733.000,2350835926.000,2357325829.000,2380708802.000,2422844750.000,2480030368.000,2489974725.000,2562549303.000,258325745.000
LiabilitiesCurrent,62122600.000,62778750.000,62186663.000,57872227.000,55039102.000,51463958.000,34399229.000,33917550.000,43962227.000,40968347.000,40149743.000,39203416.000,37175659.000,34218265.000,33749170.000,
LongTermDebtCurrent,6556494.000,6552284.000,6400318.000,5889494.000,5394011.000,4930826.000,4437913.000,4424766.000,4431287.000,4086625.000,3790957.000,3709282.000,3560394.000,3273627.000,3039246.000,
LongTermDebtPercentageBearingFixedInterestRate,,,,,,,,,0.072,,,,0.072,,,
LongTermInvestments,198503.000,202148.000,203880.000,204094.000,202591.000,204380.000,207913.000,208951.000,210703.000,208812.000,208788.000,208798.000,209941.000,209148.000,201945.000,
LongTermNotesPayable,34162229.000,34346151.000,33970092.000,30975179.000,30141314.000,28124436.000,24740725.000,24693727.000,24573824.000,22776366.000,22408202.000,21930083.000,21073928.000,19674391.000,19370734.000,
MachineryAndEquipmentGross,,,,,,12411226.000,,,13900573.000,,,,14873613.000,,,
OtherAssetsNoncurrent,318501989.000,347204497.000,,,,,,,,,,,,,,
OtherInventorySupplies,,,,,26952673.000,30926047.000,35420639.000,39316910.000,43296466.000,45052567.000,46755243.000,49146138.000,46327219.000,45953618.000,47230961.000,
OtherLiabilitiesCurrent,774088.000,779384.000,779448.000,736593.000,737590.000,726773.000,700272.000,696416.000,685982.000,657789.000,639906.000,627315.000,607853.000,581062.000,561835.000,22559.000
OtherLongTermDebtNoncurrent,2256322.000,2295071.000,2283845.000,2065563.000,,0.000,,,,,,,0.000,,,45666684.000
OtherReceivables,,,,,,,,,,,,,,,,111875965.000
PrepaidExpenseAndOtherAssetsCurrent,,,4276757.000,4067304.000,3884093.000,3962855.000,4347842.000,4280991.000,4400112.000,4220328.000,4082716.000,4071046.000,4070937.000,3924189.000,3787425.000,2829709.000
PropertyPlantAndEquipmentGross,,,,,852619203.000,875669700.000,898566769.000,912045271.000,952283209.000,959778748.000,976774741.000,992023014.000,1015408002.000,1030987009.000,1027930514.000,
PropertyPlantAndEquipmentNet,409384527.000,414610852.000,762293032.000,778693812.000,769849458.000,785135358.000,801581213.000,813426467.000,848678908.000,853959285.000,866737416.000,878766757.000,905268722.000,912687552.000,913205753.000,10223600.000
PropertyPlantAndEquipmentOtherNet,,,,,769849458.000,,801581213.000,813426467.000,,853959285.000,866737416.000,878766757.000,,912687552.000,905389666.000,
RetailRelatedInventoryPackagingAndOtherSupplies,,,,,17961457.000,20509061.000,23202335.000,25754592.000,28712685.000,29511743.000,30627082.000,32193240.000,30722573.000,30101978.000,30938701.000,
RetainedEarningsAccumulatedDeficit,1350133378.000,1388248643.000,1420848816.000,1441530445.000,1499291624.000,1536892568.000,1589377265.000,1633407381.000,1683759531.000,1704992809.000,1729820376.000,1773269230.000,1822694617.000,1843935309.000,1912386498.000,111875965.000
SalesAndExciseTaxPayableCurrent,943227.000,957062.000,962005.000,894705.000,849362.000,828517.000,798226.000,793782.000,789243.000,756807.000,743217.000,730354.000,701760.000,653433.000,653570.000,
ShortTermBorrowings,,,13014014.000,12312727.000,10723861.000,9545780.000,7283085.000,6750163.000,6560711.000,6095480.000,5850995.000,5526209.000,4902762.000,4558627.000,4402762.000,
StockholdersEquity,1838221298.000,1910093258.000,1959063321.000,1981799161.000,2024914227.000,2080394853.000,2169142973.000,2216869456.000,2282299875.000,2293581116.000,2318150857.000,2361711251.000,2421780781.000,2436082069.000,2509429399.000,212559715.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1838221298.000,1910093258.000,1959063321.000,1981799160.000,2024914226.000,2080394853.000,2169142973.000,2216869456.000,2282299875.000,2293581115.000,2318150857.000,2361711251.000,2421780781.000,2436082069.000,2509429399.000,212559715.000
