,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsNotesAndLoansReceivableNetCurrent,,,,3590742000.000,3581470000.000,3264759000.000,3916562000.000,3270311000.000,3059165000.000,2658922000.000,3481706000.000,2988563000.000,2991371000.000,2514849000.000,3073731000.000,2818110000.000,2992754000.000,2470006000.000,2845822000.000,2880763000.000,3052989000.000,2697699000.000,2722325000.000
AccountsPayableCurrent,2612963000.000,1838650000.000,1876851000.000,2355847000.000,3144314000.000,2049731000.000,2345068000.000,2416038000.000,2953048000.000,1865423000.000,2217916000.000,2208211000.000,2749166000.000,1615943000.000,1917428000.000,1690094000.000,2303441000.000,1718001000.000,1619905000.000,1819049000.000,2568533000.000,1877040000.000,1809868000.000
AccountsReceivableGrossCurrent,,,,2817817000.000,2634587000.000,2504716000.000,3115893000.000,2673169000.000,2203805000.000,1804831000.000,2511111000.000,2153929000.000,1926566000.000,1659243000.000,2049338000.000,1793147000.000,1786538000.000,1467313000.000,1717620000.000,1804646000.000,1663377000.000,1485693000.000,1739027000.000
AccountsReceivableNetNoncurrent,,,,37589000.000,,,,38704000.000,,,,40718000.000,,,,35191000.000,,,,29491000.000,,,
AccruedLiabilitiesCurrent,442138000.000,439766000.000,529510000.000,476589000.000,409750000.000,527364000.000,595968000.000,485070000.000,433789000.000,471156000.000,469581000.000,547781000.000,536279000.000,483411000.000,547130000.000,513578000.000,450451000.000,467607000.000,473958000.000,422494000.000,389321000.000,378318000.000,422371000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2259155000.000,,,,2367120000.000,,,,2578052000.000,,,,2943154000.000,,,,3341197000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-194230000.000,-192081000.000,-196934000.000,-232587000.000,-232342000.000,-230334000.000,-226735000.000,-156867000.000,-157302000.000,-165432000.000,-159235000.000,-156757000.000,-157844000.000,-162395000.000,-160267000.000,-214207000.000,-217760000.000,-228707000.000,-213794000.000,-211726000.000,-226220000.000,-211442000.000,-209700000.000
AdvancesOnInventoryPurchases,,,,,,,,,703817000.000,1036037000.000,640528000.000,331345000.000,623623000.000,841339000.000,514203000.000,391504000.000,749698000.000,849079000.000,600326000.000,347600000.000,480709000.000,701705000.000,431433000.000
AgriculturalRelatedInventoryFeedAndSupplies,,,,384178000.000,440050000.000,725974000.000,564424000.000,407023000.000,435168000.000,698816000.000,561975000.000,448454000.000,545191000.000,869425000.000,582900000.000,465744000.000,553563000.000,841505000.000,557813000.000,417431000.000,506514000.000,822975000.000,530081000.000
AgriculturalRelatedInventoryPlantMaterial,,,,401655000.000,331666000.000,471487000.000,237487000.000,293370000.000,261069000.000,417843000.000,207946000.000,374023000.000,377039000.000,479320000.000,298933000.000,369105000.000,310645000.000,360869000.000,194023000.000,217521000.000,235320000.000,353651000.000,181380000.000
Assets,12136689000.000,11366995000.000,11473354000.000,13423151000.000,14008197000.000,12953201000.000,12877809000.000,13504270000.000,14615896000.000,14304257000.000,14944947000.000,15146979000.000,16596079000.000,15973043000.000,15719259000.000,15228312000.000,16478760000.000,17825008000.000,18258094000.000,17317709000.000,18430461000.000,18558165000.000,17221797000.000
AssetsCurrent,8620226000.000,7619123000.000,7657492000.000,9445153000.000,9957830000.000,8827497000.000,8581295000.000,8910760000.000,9879459000.000,9263831000.000,9647797000.000,9397650000.000,10598610000.000,9786139000.000,9100129000.000,8008809000.000,9139286000.000,7652415000.000,7872915000.000,6935180000.000,8089015000.000,8278615000.000,7000193000.000
AssetsHeldForSaleCurrent,,,,,,,,46900000.000,,,,,,,,,,,,,,,
BankOverdrafts,,,,,,,,,,201913000.000,181333000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,,,,,,60577000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,,,,,,-60127000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,321018000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,,,,,,,,,,,,,16118000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,,,,,,,,,,,,,,,,-8261000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,312288000.000,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,125894000.000,,,,105708000.000,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,,222200000.000,,,,206300000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,41069000.000,,,,38357000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,6241000.000,,,,7095000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,14281000.000,,,,8285000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,25259000.000,,,,16542000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,34924000.000,,,,28064000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,14521000.000,,,,16395000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,,10401000.000,,,,9030000.000,,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,,,,,,,,,,,,136295000.000,,,,114738000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,,,101300000.000,,,,103300000.000,,,
CashAndCashEquivalentsAtCarryingValue,1795561000.000,508062000.000,689281000.000,314029000.000,1159601000.000,478341000.000,733960000.000,1808532000.000,2142652000.000,909169000.000,1549498000.000,2133207000.000,1668522000.000,1262360000.000,1101872000.000,953813000.000,1257260000.000,339537000.000,346401000.000,279313000.000,515484000.000,249801000.000,267229000.000
CostMethodInvestments,,,,,,,,,,,,,,,,,,,,127577000.000,129049000.000,130148000.000,130909000.000
CustomerAdvancesCurrent,557398000.000,905781000.000,514867000.000,685520000.000,767460000.000,1292887000.000,582940000.000,432097000.000,644616000.000,1310232000.000,887273000.000,602374000.000,722111000.000,1197480000.000,609075000.000,398341000.000,660271000.000,767174000.000,353005000.000,412823000.000,544266000.000,871370000.000,390576000.000
DebtWeightedAverageInterestRate,,,,0.052,,,,0.050,,,,0.056,,,,0.058,,,,,,,
DeferredIncomeTaxLiabilities,,,,619574000.000,,,,659266000.000,,,,703307000.000,,,,835051000.000,,,,854141000.000,,,
DeferredTaxAssetsGross,,,,347455000.000,,,,239764000.000,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,225722000.000,,,,352421000.000,,,,368844000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,30272000.000,,,,57174000.000,,,,53793000.000,,,,85860000.000,,,,155966000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,,81400000.000,,,,152100000.000,,,,293900000.000,,,,425700000.000,,,
DeferredTaxAssetsOther,,,,57429000.000,,,,40868000.000,,,,52956000.000,,,,68625000.000,,,,64669000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,,,,,,,,,70881000.000,,,,109756000.000,,,,143252000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,107817000.000,,,,57130000.000,,,,83346000.000,,,,89934000.000,,,,111983000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,89844000.000,,,,66973000.000,,,,76255000.000,,,,96270000.000,,,,87251000.000,,,
DeferredTaxAssetsValuationAllowance,,,,56659000.000,,,,79623000.000,,,,111509000.000,,,,98024000.000,,,,194277000.000,,,
DeferredTaxLiabilities,,,,272119000.000,,,,419502000.000,,,,477585000.000,,,,482630000.000,,,,485297000.000,,,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,,,9141000.000,,,,31960000.000,,,,26020000.000,,,,36135000.000,,,,4970000.000,,,
DeferredTaxLiabilitiesInvestments,,,,120879000.000,,,,91453000.000,,,,88425000.000,,,,98291000.000,,,,109610000.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,566647000.000,586769000.000,609916000.000,595004000.000,580835000.000,587702000.000,551179000.000,573782000.000,487762000.000,497283000.000,516681000.000,350966000.000
DeferredTaxLiabilitiesOther,,,,175000.000,,,,0.000,,,,,,,,25836000.000,,,,33779000.000,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,,,,,,12855000.000,,,,20732000.000,,,,26516000.000,,,
DeferredTaxLiabilitiesPrepaidPensionCosts,,,,35516000.000,,,,6752000.000,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,453863000.000,,,,529101000.000,,,,576007000.000,,,,654057000.000,,,,679266000.000,,,
DerivativeAssetCollateralObligationToReturnCashOffset,,,,,,,,,,,0.000,,,,,,,,,,,,
DerivativeAssetFairValueNet,,,,,,,,,347630000.000,,,,,,,,,,,,,,
