,2017-03-31
AccretionExpense,42000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,495000.000
AmortizationOfFinancingCosts,838000.000
AssetRetirementObligationAccretionExpense,150000.000
AssetRetirementObligationLiabilitiesIncurred,60000.000
AssetRetirementObligationRevisionOfEstimate,-285000.000
BusinessCombinationAcquisitionRelatedCosts,599000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,90227000.000
CostsAndExpenses,48086000.000
DeferredIncomeTaxExpenseBenefit,11700000.000
DepreciationDepletionAndAmortization,26293000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,31291000.000
EarningsPerShareBasic,0.220
EarningsPerShareDiluted,0.220
EffectiveIncomeTaxRateContinuingOperations,0.366
ExplorationAbandonmentAndImpairmentExpense,683000.000
ExplorationExpense,1615000.000
GainLossOnOilAndGasHedgingActivity,31291000.000
GainsLossesOnExtinguishmentOfDebt,11000.000
GasGatheringTransportationMarketingAndProcessingCosts,1700000.000
GeneralAndAdministrativeExpense,7482000.000
ImpairmentOfOilAndGasProperties,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,31952000.000
IncomeTaxExpenseBenefit,11700000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,8433000.000
IncreaseDecreaseInAccountsReceivable,8047000.000
IncreaseDecreaseInPrepaidExpense,735000.000
IncreaseDecreaseInRestrictedCash,-135000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,6000.000
InterestIncomeExpenseNonoperatingNet,-5571000.000
InterestPaidNet,656000.000
LeaseOperatingExpense,6928000.000
NaturalGasProductionRevenue,12145000.000
NetCashProvidedByUsedInFinancingActivities,127572000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,127572000.000
NetCashProvidedByUsedInInvestingActivities,-65164000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-65164000.000
NetCashProvidedByUsedInOperatingActivities,27819000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,27819000.000
NetIncomeLoss,20252000.000
NonoperatingIncomeExpense,25746000.000
OperatingIncomeLoss,6206000.000
OtherIncome,407000.000
OtherNonoperatingIncomeExpense,15000.000
PaymentsOfDebtIssuanceCosts,9016000.000
PaymentsToAcquireOilAndGasProperty,3019000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,1521000.000
PaymentsToExploreAndDevelopOilAndGasProperties,63345000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,347354000.000
ProceedsFromLinesOfCredit,15500000.000
ProceedsFromPreviousAcquisition,3905000.000
ProfitLoss,20252000.000
RepaymentsOfLinesOfCredit,258250000.000
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,26443000.000
Revenues,54292000.000
SalesRevenueNet,53885000.000
ShareBasedCompensation,495000.000
TaxesOther,3899000.000
WeightedAverageNumberOfDilutedSharesOutstanding,93216000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,93216000.000
WeightedAverageNumberOfSharesOutstandingBasic,93216000.000
