,2011-06-30,2011-09-30
DepreciationAndAmortization,1709000.000,1602000.000
EarlyRepaymentOfSeniorDebt,0.000,0.000
EarningsPerShareBasic,-0.120,-0.100
EarningsPerShareDiluted,-0.120,-0.100
ExplorationExpense,142000.000,96000.000
ForeignCurrencyTransactionGainLossBeforeTax,-266000.000,-171000.000
GainLossOnOilAndGasHedgingActivity,313000.000,515000.000
IncomeLossFromContinuingOperations,-332000.000,-2697000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,384000.000,-1986000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.010,-0.100
IncomeLossFromContinuingOperationsPerDilutedShare,-0.010,-0.100
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-2919000.000,-121000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.110,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.110,0.000
IncomeTaxExpenseBenefit,716000.000,711000.000
InterestExpense,331000.000,435000.000
LeaseOperatingExpense,3532000.000,2418000.000
NetIncomeLoss,-3251000.000,-2818000.000
NonoperatingIncomeExpense,-597000.000,-606000.000
OilAndGasSalesRevenue,8833000.000,8363000.000
OperatingExpenses,9372000.000,9803000.000
OperatingIncomeLoss,981000.000,-1380000.000
OtherSalesRevenueNet,1520000.000,60000.000
Revenues,10353000.000,8423000.000
SalesRevenueNet,10353000.000,8423000.000
SellingGeneralAndAdministrativeExpense,4154000.000,6063000.000
WeightedAverageNumberOfDilutedSharesOutstanding,25988000.000,26047000.000
WeightedAverageNumberOfSharesIssuedBasic,25988000.000,26047000.000
