,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AircraftMaintenanceMaterialsAndRepairs,,,,2692600.000,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,0.000,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,39393.000,,,0.000,,,
AssetImpairmentCharges,,,,,,,,,6800000.000,11718700.000,,,147500.000,0.000,,75000.000,246200.000,0.000,905600.000
AssetManagementCosts,908900.000,986700.000,1091600.000,1092100.000,1072400.000,1054000.000,1133900.000,1327300.000,1332600.000,1205000.000,0.000,1433300.000,1416400.000,1411100.000,1320600.000,1264000.000,1172500.000,1249100.000,1530800.000
CapitalLeasesIncomeStatementSalesTypeLeaseRevenue,,,,,,,,,,,,,,,,,187000.000,199800.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,707000.000,,806500.000,,,,2816500.000,,,,40200.000,,,,170500.000,,,
Depreciation,1445100.000,1486800.000,1546300.000,1746000.000,1803400.000,1790300.000,1972800.000,1865800.000,2012600.000,1731500.000,1689100.000,2327800.000,2322100.000,2281500.000,2130700.000,2079500.000,1871100.000,2332600.000,2856500.000
EarningsPerShareBasic,-0.160,0.860,0.720,2.630,0.580,-0.220,-0.910,0.240,-2.540,-5.340,0.320,0.490,0.880,0.810,1.990,0.280,0.190,0.340,-0.030
EarningsPerShareDiluted,-0.160,0.850,0.710,2.560,0.570,-0.220,-0.880,0.230,-2.540,-5.340,0.330,0.480,0.870,0.810,2.010,0.280,0.190,0.340,-0.030
GainLossOnDispositionOfAssets,0.000,,,218200.000,2001100.000,2023000.000,-434100.000,391900.000,762500.000,1809400.000,183400.000,1861900.000,2681900.000,1095400.000,1151500.000,5400.000,2146500.000,2800.000,-5100.000
GainLossOnSaleOfCapitalLeasesNet,,,,,,,,,,,,,,,,0.000,42000.000,1166100.000,8600.000
GeneralInsuranceExpense,197100.000,132700.000,292400.000,253700.000,298000.000,276300.000,338400.000,307200.000,313300.000,413600.000,221200.000,-14500.000,103200.000,242200.000,78700.000,76600.000,73400.000,79100.000,80100.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-349500.000,2016800.000,1761500.000,5890500.000,1363300.000,-226300.000,-2121600.000,524200.000,-5988100.000,-12564200.000,782300.000,1152200.000,2085500.000,1913200.000,4870400.000,684700.000,464700.000,814100.000,8500.000
IncomeTaxExpenseBenefit,-106800.000,691800.000,648600.000,1838200.000,461600.000,114300.000,-725700.000,154500.000,-2067700.000,-4317200.000,278600.000,400000.000,730200.000,658200.000,1795300.000,251000.000,166100.000,284400.000,48800.000
IncomeTaxesPaid,,0.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,1729500.000,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,21800.000,39070.000,45074.000,0.000,-40365.000,39807.000,0.000,0.000,-39807.000,9508.000,11751.000,5212.000,-26471.000,0.000,0.000,0.000,0.000
InterestAndFeeIncomeLoansLeaseFinancing,,,21800.000,30400.000,34600.000,37100.000,73600.000,83700.000,66200.000,0.000,100.000,0.000,91400.000,184000.000,214300.000,185100.000,,,
