,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,412000000.000,404000000.000,453300000.000,390800000.000,386000000.000,375700000.000,480700000.000,466400000.000,451000000.000,393000000.000,513000000.000,452000000.000,474000000.000,427000000.000,535000000.000,511000000.000,497000000.000,438000000.000,549000000.000,498000000.000,501000000.000,463000000.000,554000000.000,478000000.000,501000000.000
AccountsPayableTradeCurrent,,126000000.000,,,,120000000.000,,,,133000000.000,,,,134000000.000,,,,123000000.000,,,,121000000.000,,,,137000000.000
AccountsReceivableNetCurrent,530300000.000,496000000.000,523300000.000,641900000.000,568700000.000,475000000.000,524900000.000,681500000.000,633800000.000,548000000.000,542000000.000,729000000.000,679000000.000,569000000.000,547000000.000,761000000.000,631000000.000,583000000.000,505000000.000,727000000.000,630000000.000,559000000.000,501000000.000,660000000.000,611000000.000,557000000.000
AccruedAdvertisingCurrent,,72000000.000,,,,64000000.000,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,8200000.000,32000000.000,51800000.000,35700000.000,20300000.000,10000000.000,35500000.000,9000000.000,15000000.000,10000000.000,54000000.000,15000000.000,74000000.000,71000000.000,128000000.000,12000000.000,16000000.000,12000000.000,54000000.000,16000000.000,17000000.000,19000000.000,56000000.000,13000000.000,25000000.000,9000000.000
AccruedLiabilitiesCurrent,,286000000.000,,,,266000000.000,,,,318000000.000,,,,340000000.000,,,,374000000.000,,,,380000000.000,,,,364000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,450000000.000,,,,476000000.000,,,,506000000.000,,,,528000000.000,,,,554000000.000,,,,588000000.000,,,,620000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-14000000.000,-9600000.000,-5000000.000,-400000.000,-3000000.000,4100000.000,-4700000.000,-6600000.000,0.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,165000000.000,161200000.000,157900000.000,154600000.000,220000000.000,215400000.000,210600000.000,206100000.000,221000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,48000000.000,38800000.000,4500000.000,-5900000.000,-7000000.000,-20200000.000,-7700000.000,6300000.000,10000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-167600000.000,,-132000000.000,-158400000.000,-160900000.000,,,,,,-212000000.000,-201000000.000,-203000000.000,-188000000.000,-195000000.000,-191000000.000,-215000000.000,-300000000.000,-304000000.000,-306000000.000,-323000000.000,-350000000.000,-402000000.000,-407000000.000,-433000000.000,-390000000.000
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,,,7000000.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,57100000.000,55000000.000,57300000.000,58800000.000,53000000.000,49000000.000,59300000.000,67000000.000,70900000.000,71000000.000,77000000.000,80000000.000,80000000.000,81000000.000,97000000.000,99000000.000,99000000.000,99000000.000,111000000.000,115000000.000,114000000.000,114000000.000,74000000.000,74000000.000,74000000.000,65000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,18000000.000,17600000.000,9400000.000,10200000.000,9000000.000,9200000.000,10500000.000,10700000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,8000000.000,8000000.000,9000000.000,10000000.000,9000000.000,10000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,7000000.000
Assets,3522900000.000,3712000000.000,3749200000.000,3673600000.000,3676400000.000,3477000000.000,3583000000.000,3803900000.000,3832300000.000,3626000000.000,3686000000.000,3882000000.000,3993000000.000,4103000000.000,4191000000.000,4243000000.000,4161000000.000,4193000000.000,4334000000.000,4319000000.000,4333000000.000,4183000000.000,4755000000.000,4720000000.000,4600000000.000,4625000000.000
AssetsCurrent,1686700000.000,1976000000.000,2011600000.000,1945600000.000,1953100000.000,1749000000.000,1849500000.000,2055000000.000,2046400000.000,1821000000.000,1861000000.000,2033000000.000,2103000000.000,2177000000.000,2259000000.000,2299000000.000,2209000000.000,2254000000.000,2371000000.000,2348000000.000,2405000000.000,2233000000.000,2561000000.000,2530000000.000,2377000000.000,2351000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,48000000.000,,,,,
BuildingsAndImprovementsGross,,317000000.000,,,,330000000.000,,,,351000000.000,,,,381000000.000,,,,419000000.000,,,,468000000.000,,,,497000000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,,,,,,0.900,,,,
CashAndCashEquivalentsAtCarryingValue,278600000.000,567000000.000,552500000.000,380100000.000,494900000.000,338000000.000,361500000.000,368500000.000,386800000.000,204000000.000,217000000.000,192000000.000,287000000.000,437000000.000,460000000.000,235000000.000,250000000.000,370000000.000,494000000.000,195000000.000,317000000.000,263000000.000,459000000.000,211000000.000,197000000.000,182000000.000
CashAndCashEquivalentsFairValueDisclosure,,567000000.000,552500000.000,380100000.000,494900000.000,338000000.000,361500000.000,368500000.000,386800000.000,,,192000000.000,287000000.000,437000000.000,460000000.000,235000000.000,250000000.000,370000000.000,494000000.000,195000000.000,317000000.000,263000000.000,459000000.000,211000000.000,197000000.000,182000000.000
CommercialPaper,,,,,,,,,,,,,,,,119000000.000,,183000000.000,,295000000.000,506000000.000,269000000.000,285000000.000,335000000.000,307000000.000,208000000.000
CommonStockParOrStatedValuePerShare,,,,,,,0.150,,,,,,,,,,,,,,,,0.150,0.150,0.150,0.150
CommonStockSharesOutstanding,,,,,,142074000.000,,,,213707000.000,,,,213455000.000,,,,208700000.000,,,,197742000.000,,,,384086000.000
ConstructionInProgressGross,,11000000.000,,,,21000000.000,,,,48000000.000,,,,67000000.000,,,,88000000.000,,,,54000000.000,,,,96000000.000
DebtInstrumentUnamortizedDiscount,,2000000.000,,,,1000000.000,,,,3000000.000,,,,3000000.000,,,,2000000.000,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,254000000.000,,,,299000000.000,,,,317000000.000,,,,367000000.000
