,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedProfessionalFeesCurrentAndNoncurrent,,,69915.000,,,,35853.000,,,
Assets,27474066.000,26409584.000,24020391.000,23086398.000,21848305.000,21825881.000,20103937.000,19653675.000,18499387.000,17816058.000
AssetsFairValueDisclosure,,,,,21678337.000,21680492.000,19962825.000,19528472.000,18404108.000,17676947.000
Cash,131134.000,142508.000,152571.000,176388.000,169968.000,145389.000,141112.000,125203.000,95279.000,139111.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,125923.000,121044.000,110093.000,105813.000,100138.000,100035.000,92143.000,90079.000,84789.000,81657.000
GeneralPartnersCapitalAccount,314957.000,308467.000,291459.000,286196.000,282050.000,287950.000,221311.000,227860.000,222282.000,216858.000
GeneralPartnersCapitalAccountUnitsOutstanding,177.757,177.757,177.757,177.757,177.757,177.757,144.651,144.651,144.651,144.651
InvestmentOwnedAtFairValue,27342932.000,26267076.000,23867820.000,22910010.000,21678337.000,21680492.000,19962825.000,19528472.000,18404108.000,17676947.000
InvestmentOwnedPercentOfNetAssets,1.010,1.014,1.015,1.031,1.010,1.007,1.040,1.029,1.007,1.008
Liabilities,411903.000,512545.000,495281.000,862260.000,385961.000,292828.000,913369.000,674580.000,228395.000,275462.000
LiabilitiesAndStockholdersEquity,27474066.000,26409584.000,24020391.000,23086398.000,21848305.000,21825881.000,20103937.000,19653675.000,18499387.000,17816058.000
LimitedPartnersCapitalAccount,26747206.000,25588572.000,23233651.000,21937942.000,21180294.000,21245103.000,18969257.000,18751235.000,18048710.000,17323738.000
LimitedPartnersCapitalAccountUnitsOutstanding,15095.733,14745.647,14169.868,13625.709,13348.506,13115.007,12398.481,11903.764,11745.239,11555.465
OtherLiabilities,70808.000,74491.000,20652.000,116395.000,110168.000,76567.000,37230.000,81996.000,52006.000,94361.000
PartnersCapital,27062163.000,25897039.000,23525110.000,22224138.000,21462344.000,21533053.000,19190568.000,18979095.000,18270992.000,17540596.000
PartnersCapitalAccountUnits,15273.490,14923.404,,13803.466,13526.263,13292.764,,12048.415,11889.890,11700.116
PayablesToCustomers,172491.000,276271.000,257831.000,596499.000,142056.000,82444.000,717098.000,474409.000,65527.000,74283.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,27062163.000,25897039.000,23525110.000,22224138.000,21462344.000,21533053.000,19190568.000,18979095.000,18270992.000,17540596.000
