,2011-06-30,2011-09-29,2011-12-29,2012-03-29,2012-06-28,2012-09-27,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,,6357000.000,,,,5739000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,491000.000,,,,,,,,,,,,,
AdmissionsRevenue,478090000.000,475504000.000,384363000.000,439510000.000,453782000.000,426941000.000,382884000.000,515306000.000,466988000.000,482149000.000,409020000.000,478667000.000,417448000.000,460253000.000,418694000.000,533382000.000,441262000.000,498699000.000
AllocatedShareBasedCompensationExpense,,,,,491000.000,,,,,,6357000.000,1311000.000,,,5739000.000,1439000.000,2199000.000,1103000.000
AmortizationOfDebtDiscountPremium,,,,,,,-3126000.000,,,,,,,,-1566000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,13467000.000,,,,-70285000.000,,-26695000.000,,,,-193177000.000,,,,-73402000.000,,,
ComprehensiveIncomeNetOfTax,,,,,24178000.000,,-3204000.000,56630000.000,23177000.000,302557000.000,-2693000.000,31551000.000,5936000.000,17926000.000,-2478000.000,42803000.000,10216000.000,43275000.000
ConcessionsCosts,26256000.000,25606000.000,21844000.000,23530000.000,26796000.000,,23198000.000,30550000.000,,,,,,,,,,
ConcessionsRevenue,192564000.000,188236000.000,152666000.000,176406000.000,189461000.000,,167937000.000,219477000.000,,,,,,,,,,
CostsAndExpenses,650588000.000,656063000.000,579179000.000,620627000.000,620833000.000,,558260000.000,684816000.000,638137000.000,679201000.000,605219000.000,658176000.000,605390000.000,651533000.000,621071000.000,726906000.000,653301000.000,708565000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,-2890000.000,,,,3525000.000,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,,,-17917000.000,,,
DefinedBenefitPlanSpecialTerminationBenefits,,,,,,,,,,,,,,,4300000.000,,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,3092000.000,,,,,,,
DepreciationDepletionAndAmortization,51818000.000,51353000.000,53743000.000,57115000.000,48382000.000,,48462000.000,50370000.000,48603000.000,50102000.000,54777000.000,51750000.000,54327000.000,55467000.000,57777000.000,57249000.000,58008000.000,59927000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-287000.000,,,,426000.000,,-48000.000,,,,-9000.000,,,,58000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.200,,-0.025,,,,0.390,,,,0.390,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,,,759000.000,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,18636000.000,,9059000.000,65978000.000,71636000.000,74879000.000,-14589000.000,44545000.000,57157000.000,60501000.000,-21256000.000,58921000.000,54988000.000,50101000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,193624000.000,,193298000.000,208149000.000,211204000.000,191675000.000,166396000.000,210462000.000,196303000.000,235926000.000,117641000.000,161352000.000,154838000.000,388160000.000
FoodAndBeverageCostOfSales,,,,,,,,,26284000.000,,25123000.000,30341000.000,27209000.000,29318000.000,28508000.000,35807000.000,31080000.000,33174000.000
FoodAndBeverageRevenue,,,,,,,,,201612000.000,,181764000.000,211597000.000,189065000.000,215309000.000,200524000.000,250516000.000,216764000.000,242282000.000
GainLossOnDispositionOfAssets,,,,,1020000.000,,4991000.000,,,,460000.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,4383000.000,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,31951000.000,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,-72850000.000,,19855000.000,,-12437000.000,53538000.000,33872000.000,288131000.000,-4842000.000,31414000.000,7376000.000,29819000.000,6138000.000,43923000.000,12178000.000,41617000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,819000.000,-9660000.000,-72410000.000,1303000.000,20255000.000,,-12137000.000,66188000.000,37302000.000,8368000.000,-7942000.000,51504000.000,12086000.000,41589000.000,10068000.000,67273000.000,21258000.000,64932000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,294000.000,-10205000.000,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-9000.000,-18000.000,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,73000.000,,-1671000.000,,4979000.000,-282000.000,-407000.000,-2994000.000,334000.000,-21000.000,,,,,,
IncomeLossFromEquityMethodInvestments,496000.000,-4801000.000,6169000.000,10695000.000,8753000.000,,546000.000,23274000.000,14323000.000,9292000.000,-5384000.000,9597000.000,13087000.000,9315000.000,1324000.000,9362000.000,10850000.000,15595000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-1753000.000,,,,8244000.000,,5828000.000,,,,-14165000.000,,,,-7810000.000,,,
IncomeTaxExaminationInterestExpense,,,,,,,,,,,,,,,,,1900000.000,
IncomeTaxExpenseBenefit,525000.000,545000.000,440000.000,505000.000,400000.000,,300000.000,12650000.000,3430000.000,-279763000.000,-3100000.000,20090000.000,4710000.000,11770000.000,3930000.000,23350000.000,9080000.000,23315000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,300000.000,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-7950000.000,,4250000.000,,,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,7100000.000,,-4250000.000,,,,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,400000.000,,300000.000,,,,,,,,,,,
IncomeTaxReconciliationTaxContingencies,,,,,600000.000,,,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,,505000.000,,,
IncreaseDecreaseInAccountsPayable,41206000.000,,,,12205000.000,,-4897000.000,,,,-51710000.000,,,,-58998000.000,,,
IncreaseDecreaseInAccruedLiabilities,1150000.000,,,,-47452000.000,,-35378000.000,,,,-76595000.000,,,,-34385000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,,,,,,,17700000.000,
IncreaseDecreaseInOtherOperatingAssets,5274000.000,,,,5051000.000,,2498000.000,,,,2244000.000,,,,2277000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,1111000.000,,,,-80000.000,,2823000.000,,,,-8016000.000,,,,3718000.000,,,
IncreaseDecreaseInReceivables,17044000.000,,,,-200000.000,,-41325000.000,,,,-45241000.000,,,,-52836000.000,,,
InterestExpenseDebt,39851000.000,40171000.000,40243000.000,41380000.000,39759000.000,,33173000.000,32310000.000,32221000.000,32259000.000,29658000.000,27989000.000,26897000.000,26528000.000,26079000.000,24717000.000,22682000.000,23379000.000
InterestPaid,,,,,,,,,,,,,,,20289000.000,,,
InterestPaidCapitalized,,,,,,,,,,,,,,,37000.000,,,
InvestmentIncomeNonoperating,27000.000,13000.000,-17701000.000,32000.000,26000.000,,3619000.000,-282000.000,69000.000,-1322000.000,7857000.000,-172000.000,-181000.000,641000.000,5143000.000,59000.000,-163000.000,1076000.000
LeaseAndRentalExpense,117257000.000,118299000.000,116645000.000,116622000.000,113040000.000,,113806000.000,113542000.000,111865000.000,112615000.000,114944000.000,113861000.000,112258000.000,114176000.000,117921000.000,115022000.000,115861000.000,119018000.000
NetCashProvidedByUsedInFinancingActivities,-9819000.000,,,,-74600000.000,,-24228000.000,,,,-133362000.000,,,,-23645000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9819000.000,,,,-74600000.000,,-24228000.000,,,,-133362000.000,,,,-23645000.000,,,
NetCashProvidedByUsedInInvestingActivities,-51754000.000,,,,-17015000.000,,-38301000.000,,,,-58231000.000,,,,-71378000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-51754000.000,,,,-17015000.000,,-38301000.000,,,,-58231000.000,,,,-71378000.000,,,
NetCashProvidedByUsedInOperatingActivities,75327000.000,,,,20904000.000,,35882000.000,,,,-1575000.000,,,,21563000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,75327000.000,,,,20904000.000,,35882000.000,,,,-1575000.000,,,,21563000.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,-10223000.000,-72777000.000,,18184000.000,,-7458000.000,53256000.000,33465000.000,285137000.000,-4508000.000,31393000.000,7376000.000,29819000.000,6138000.000,43923000.000,12178000.000,41617000.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,,,,,,,,,,,,,6812000.000,,,
NonoperatingIncomeExpense,-38729000.000,-37020000.000,-50496000.000,-47840000.000,-32519000.000,,-31679000.000,-11661000.000,-20545000.000,-25408000.000,-25481000.000,-16893000.000,-16428000.000,-19033000.000,-21985000.000,,,
OperatingIncomeLoss,39548000.000,27360000.000,-21914000.000,49143000.000,52774000.000,,19542000.000,77849000.000,57847000.000,33776000.000,17539000.000,68397000.000,28514000.000,60622000.000,32053000.000,94173000.000,35539000.000,75292000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,,,,,,,,,,,,,,-1223000.000,,,
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,,,,-771000.000,,,,,,,,,,-746000.000,,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,,,,,,,,,,-1160000.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,,,,,,,,,,,1600000.000,-1139000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,2962000.000,,1634000.000,331000.000,-1624000.000,-162000.000,166000.000,-599000.000,1090000.000,321000.000,976000.000,-695000.000,700000.000,391000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,,,,,,,,700000.000,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,,,,,,,,,-624000.000,444000.000,,
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,,265000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,2153000.000,,,,2141000.000,,,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,,,,,,,,,,,,,-14125000.000,-1835000.000,-3215000.000,2717000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,5994000.000,,4254000.000,3374000.000,-10288000.000,17420000.000,1815000.000,158000.000,-1440000.000,-11893000.000,-8616000.000,-1120000.000,-1962000.000,1658000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,,,,,,,,,73000.000,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,,,,,,,45000.000,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,,,,,,,,,,,,,-28000.000,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,,,,,,,,,,,,,,,477000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,-26000.000,,-8000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,,,,,,6000.000,239000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,13000.000,280000.000,,4000.000,11000.000,10000.000,6000.000,4000.000,145000.000,5000.000,2000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,,,,,,-2000.000,-94000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,,,,,,,,,-200000.000,-192000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,247000.000,43000.000,,-131000.000,-132000.000,-134000.000,-131000.000,-122000.000,-117000.000,-112000.000,-106000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,,,,,,,78000.000,75000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,,,,,,,,,,,-7000.000,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,,,,,,,,,,,5509000.000,715000.000,-1253000.000,-11389000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,,,,,,,,,-592000.000,-34000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,293000.000,2175000.000,21000.000,-404000.000,-32000.000,-240000.000,408000.000,-195000.000,-361000.000,-21000.000,-465000.000,154000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,,,,,,,,,231000.000,13000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,,,,,,,,,,1352000.000,-626000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,1969000.000,,2354000.000,1147000.000,-8342000.000,3219000.000,2019000.000,1340000.000,-2597000.000,1865000.000,825000.000,-382000.000,-2311000.000,812000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,,,,,,,,,-527000.000,244000.000,,
OtherCostAndExpenseOperating,179730000.000,188788000.000,176682000.000,176226000.000,171902000.000,,164210000.000,187219000.000,182630000.000,192582000.000,179693000.000,189283000.000,177949000.000,186413000.000,187258000.000,205414000.000,195505000.000,207545000.000
OtherExpenses,,,,,121000.000,,,-294000.000,110000.000,,,,,,,,,
OtherGeneralAndAdministrativeExpense,14450000.000,13801000.000,7814000.000,15711000.000,15326000.000,,16313000.000,17034000.000,26450000.000,37491000.000,18220000.000,15149000.000,12961000.000,18543000.000,4941000.000,17737000.000,18706000.000,16828000.000
OtherIncome,,,,,,,,,,,4229000.000,4157000.000,11000.000,-53000.000,,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,,,,,,,,-9273000.000,,
OtherSalesRevenueNet,19482000.000,19683000.000,20236000.000,53854000.000,30364000.000,,26981000.000,27882000.000,27384000.000,32942000.000,31974000.000,36309000.000,27391000.000,36593000.000,33906000.000,37181000.000,30814000.000,42876000.000
PaymentsForProceedsFromOtherInvestingActivities,1180000.000,,,,536000.000,,956000.000,,,,1783000.000,,,,1636000.000,,,
PaymentsOfDividends,,,,,,,,,,,,,,,19821000.000,,,
PaymentsOfFinancingCosts,231000.000,,,,90000.000,,175000.000,,,,7568000.000,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,,,,,,,281000.000,,,,,,,
PaymentsToAcquireBusinessThreeNetOfCashAcquired,,,,,,,315000.000,,,,,,,,,,,
PaymentsToAcquireEquityMethodInvestments,19509000.000,,,,-1522000.000,,2671000.000,,,,721000.000,,,,152000.000,,,
