,2011-06-30,2011-09-29,2011-12-29,2012-03-29,2012-06-28,2012-09-27,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
PaymentsToAcquireProductiveAssets,32018000.000,,,,19070000.000,,39350000.000,,,,55599000.000,,,,69590000.000,,,
ProceedsFromIssuanceOfSubordinatedLongTermDebt,,,,,,,,,,,375000000.000,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,1069000.000,,4991000.000,,,,-128000.000,,,,,,,
ProfitLoss,285000.000,,,,,,,,,,,,,,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,,338000.000,,,,10757000.000,,,
RepaymentsOfSecuredDebt,1625000.000,,,,2001000.000,,2001000.000,,,,1938000.000,,,,1938000.000,,,
RepaymentsOfSubordinatedDebt,,,,,51035000.000,,,,,,496903000.000,,,,,,,
RestructuringReserveSettledWithCash,,,,,4002000.000,,2832000.000,,,,,,,,,,,
RestructuringReserveTranslationAdjustment,,,,,-762000.000,,-1087000.000,,,,-247000.000,,,,-1613000.000,,,
Revenues,690136000.000,683423000.000,557265000.000,669770000.000,673607000.000,,577802000.000,762665000.000,695984000.000,712977000.000,622758000.000,726573000.000,633904000.000,712155000.000,653124000.000,821079000.000,688840000.000,783857000.000
SaleLeasebackTransactionNetProceeds,953000.000,,,,,,,,,,,,,,,,,
SalesRevenueNet,690136000.000,683423000.000,557265000.000,669770000.000,673607000.000,,577802000.000,762665000.000,695984000.000,712977000.000,618529000.000,722416000.000,633893000.000,712208000.000,653124000.000,821079000.000,688840000.000,783857000.000
ShareBasedCompensation,,,,,,,,,,,6357000.000,,,,5739000.000,,,
SponsorFees,1250000.000,1250000.000,1250000.000,1250000.000,1250000.000,,,,,,,,,,,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,,600000.000,,,,,,,,,,,,,
UnrecognizedTaxBenefitsIncreasesResultingFromSettlementsWithTaxingAuthorities,,,,,,,,,,,,,,,,2900000.000,,
