,2011-06-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
InterestIncomeExpenseNonoperatingNet,,-7000.000,-5000.000,,-9000.000,-1000.000,,,2000.000,,,,,,,1000.000,,8000.000,,24000.000
InterestPaidNet,,9000.000,,5000.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,2000.000,,-11000.000,,,,,,,,,,,,133000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2000.000,,-11000.000,,,,,,,,,,,,133000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,-585000.000,,-277000.000,,,,,,,,,,,,,,,,3003000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-585000.000,,-277000.000,,,,,,,,,,,,,,,,3003000.000
NetCashProvidedByUsedInOperatingActivities,,-306000.000,,-1782000.000,,,,-277000.000,,,,-395000.000,,,,-202000.000,,,,-1051000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-306000.000,,-1782000.000,,,,-277000.000,,,,-395000.000,,,,-202000.000,,,,-1051000.000
NetIncomeLoss,-657000.000,-1197000.000,-1030000.000,-1594000.000,-1749000.000,2611000.000,-539000.000,-340000.000,-93000.000,-261000.000,-296000.000,-251000.000,-291000.000,-268000.000,-406000.000,-161000.000,-174000.000,-266000.000,-2430000.000,-1233000.000
OperatingExpenses,4753000.000,4385000.000,3625000.000,454000.000,3233000.000,427000.000,-2269000.000,340000.000,345000.000,261000.000,296000.000,251000.000,291000.000,268000.000,406000.000,162000.000,174000.000,274000.000,2449000.000,1257000.000
OperatingIncomeLoss,-642000.000,-1190000.000,-1715000.000,-454000.000,-1876000.000,-427000.000,912000.000,-340000.000,-345000.000,-261000.000,-296000.000,-251000.000,-291000.000,-268000.000,-406000.000,-162000.000,-174000.000,-274000.000,-2449000.000,-1257000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,22000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,25000.000,-49000.000,1000.000,-9000.000,0.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,,,-291000.000,,,,,,,,,,,,,,
PaymentsToAcquireAvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,7977000.000
PaymentsToAcquirePropertyPlantAndEquipment,,585000.000,,,,,,,,,,,,,,,,,,
ProceedsFromLinesOfCredit,,,,316000.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,100000.000,,,,,,,,,,,,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,,,,,,,,,,,,,,10980000.000
ProceedsFromStockPlans,,2000.000,,2000.000,,,,,,,,,,,,,,,,
RepaymentsOfDebt,,100000.000,,13000.000,,,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,842000.000,1098000.000,987000.000,,422000.000,,,,,,,,,,,,,,,
Revenues,7070000.000,5637000.000,3995000.000,,3630000.000,,,0.000,,,,,,,,,,,,
SaleLeasebackTransactionImputedInterestRate,,,,0.043,,,,,,,,,,,,,,,,
SalesRevenueNet,7070000.000,5637000.000,3995000.000,,3630000.000,,,0.000,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,3911000.000,3287000.000,2638000.000,454000.000,2811000.000,427000.000,-1847000.000,340000.000,345000.000,261000.000,296000.000,251000.000,291000.000,268000.000,406000.000,162000.000,174000.000,274000.000,2449000.000,1257000.000
ShareBasedCompensation,,134000.000,95000.000,120000.000,149000.000,1169000.000,-1410000.000,,,,,1000.000,,,,,,,,1000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,32800.000,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,81200.000,,,,,,,,,,,,,,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,6000.000,,,,,,,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,0.000,0.000,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,20418363.000,20488242.000,20536745.000,20619165.000,20664944.000,21061547.000,-41502332.000,21027640.000,21027640.000,21027640.000,-42055280.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,21027640.000,21027640.000,,21035140.000,21035140.000,21037640.000,-42071530.000,21037640.000
WeightedAverageNumberOfSharesIssuedBasic,,,20536745.000,20619165.000,20664944.000,21061547.000,-41502332.000,21027640.000,21027640.000,21027640.000,-42055280.000,21027640.000,,,,21035140.000,21035140.000,21037640.000,-42071530.000,21037640.000
WeightedAverageNumberOfSharesOutstandingBasic,20418363.000,20488242.000,20536745.000,20619165.000,20664944.000,21061547.000,-41502332.000,21027640.000,21027640.000,21027640.000,-42055280.000,21027640.000,,,,,,,,
