,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-564756.000,-1157356.000,1250237.000,-367793.000,-391938.000,-384905.000
ComprehensiveIncomeNetOfTax,-322941.000,,-1567626.000,-973411.000,,
Depreciation,87630.000,87792.000,78971.000,3638.000,,
EarningsPerShareBasicAndDiluted,,-0.010,-0.020,-0.010,,
EffectOfExchangeRateOnCashAndCashEquivalents,-519.000,-21573.000,-141.000,-1031.000,74.000,-1106.000
GainLossOnInvestments,769748.000,,,,,
GainLossOnSaleOfInvestments,,,-108837.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,25799.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4802.000,-1415528.000,-1745430.000,-972380.000,-397017.000,-387241.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-1745430.000,-972380.000,-397017.000,-387241.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2815385.000,160789.000,385873.000,600319.000,1469.000,-170.000
IncreaseDecreaseInDeposits,,,-780.000,9046.000,-799.000,5.000
IncreaseDecreaseInDepositsOutstanding,,-21281.000,,,,
IncreaseDecreaseInInterestAndDividendsReceivable,51952.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-23684.000,18869.000,-7385.000,4335.000,3607.000
IncreaseDecreaseInPrepaidExpense,14787.000,,,,,
IncreaseDecreaseInReceivables,2871397.000,,,,,
InterestIncomeExpenseNet,,,,74.000,15.000,7.000
InvestmentIncomeInterest,102750.000,60.000,,,,
NetCashProvidedByUsedInFinancingActivities,,76670.000,-76728.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,76670.000,-76728.000,,,
NetCashProvidedByUsedInInvestingActivities,-68.000,-541.000,2480766.000,,25799.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-68.000,-541.000,2480766.000,,25799.000,
NetCashProvidedByUsedInOperatingActivities,-564169.000,-1211912.000,-1153660.000,-366762.000,-417811.000,-383799.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-564169.000,-1211912.000,-1153660.000,-366762.000,-417811.000,-383799.000
NetIncomeLoss,-4802.000,-1415528.000,-1745430.000,-972380.000,-397017.000,-387241.000
OperatingExpenses,877300.000,1415588.000,1636600.000,972454.000,422831.000,387248.000
OperatingIncomeLoss,,-1415588.000,-1636600.000,-972454.000,-422831.000,-387248.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-318138.000,-7440.000,-2036.000,-1031.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,-1106.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-2036.000,-1031.000,74.000,-1106.000
OtherComprehensiveIncomeLossNetOfTax,-318138.000,,,,,
OtherComprehensiveIncomeLossTax,,-1283727.000,,,-396943.000,-388347.000
PaymentsToAcquirePropertyPlantAndEquipment,-68.000,-541.000,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,76670.000,,,,
ProceedsFromSaleOfOtherInvestments,,,2480766.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,25799.000,
ProfitLoss,-4802.000,-1415528.000,-1745430.000,-972380.000,-397017.000,-387241.000
RepaymentOfNotesReceivableFromRelatedParties,,,-76728.000,,,
SellingGeneralAndAdministrativeExpense,789670.000,1327796.000,1557629.000,968816.000,422831.000,387248.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,94915852.000,94915852.000
