,2011-12-29,2012-12-27,2013-12-26,2015-01-01
AdmissionsRevenue,141200000.000,140400000.000,134400000.000,124000000.000
AssetImpairmentCharges,,0.000,800000.000,0.000
ConcessionsCosts,7100000.000,7000000.000,6700000.000,6400000.000
ConcessionsRevenue,53100000.000,53000000.000,50900000.000,48400000.000
CostsAndExpenses,191200000.000,186900000.000,179700000.000,164000000.000
CurrentFederalTaxExpenseBenefit,,3800000.000,4700000.000,4200000.000
CurrentStateAndLocalTaxExpenseBenefit,,1200000.000,1300000.000,1200000.000
DeferredFederalIncomeTaxExpenseBenefit,,-100000.000,-200000.000,1200000.000
DeferredIncomeTaxExpenseBenefit,-800000.000,2800000.000,-300000.000,1300000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,2900000.000,-100000.000,100000.000
DepreciationDepletionAndAmortization,9300000.000,8100000.000,6900000.000,6300000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350
FederalIncomeTaxExpenseBenefitContinuingOperations,,3700000.000,4500000.000,5400000.000
GeneralAndAdministrativeExpense,6100000.000,6100000.000,5900000.000,5500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10000000.000,14600000.000,13900000.000,16800000.000
IncomeTaxExpenseBenefit,4500000.000,7800000.000,5700000.000,6700000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,5100000.000,4900000.000,5900000.000
IncomeTaxReconciliationOtherReconcilingItems,,0.000,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,2700000.000,800000.000,800000.000
IncomeTaxesPaidNet,-300000.000,-900000.000,1200000.000,1600000.000
IncreaseDecreaseInAccountsPayable,1300000.000,-4500000.000,3000000.000,1600000.000
IncreaseDecreaseInAccruedLiabilities,-2300000.000,-800000.000,600000.000,-1300000.000
IncreaseDecreaseInDeferredRevenue,-400000.000,-300000.000,-700000.000,-700000.000
IncreaseDecreaseInDueFromRelatedParties,6200000.000,8400000.000,-6600000.000,-10500000.000
IncreaseDecreaseInReceivables,100000.000,100000.000,400000.000,-400000.000
InterestIncomeExpenseNonoperatingNet,,0.000,0.000,200000.000
InterestPaid,100000.000,-100000.000,100000.000,100000.000
MinorityInterestPeriodIncreaseDecrease,,,,-100000.000
NetCashProvidedByUsedInContinuingOperations,2400000.000,-100000.000,20300000.000,21200000.000
NetCashProvidedByUsedInFinancingActivities,-6500000.000,-8500000.000,6300000.000,10200000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6500000.000,-8500000.000,6300000.000,10200000.000
NetCashProvidedByUsedInInvestingActivities,-2600000.000,-5600000.000,-3500000.000,-7500000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2600000.000,-5600000.000,-3500000.000,-7500000.000
NetCashProvidedByUsedInOperatingActivities,11500000.000,14000000.000,17500000.000,18500000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11500000.000,14000000.000,17500000.000,18500000.000
NetIncomeLossAttributableToNoncontrollingInterest,100000.000,100000.000,100000.000,100000.000
NetIncomeLossAvailableToCommonStockholdersBasic,5400000.000,6700000.000,8100000.000,10000000.000
NoncontrollingInterestDecreaseFromDeconsolidation,,-100000.000,-100000.000,
NonoperatingIncomeExpense,,0.000,0.000,200000.000
OperatingIncomeLoss,10000000.000,14600000.000,13900000.000,16600000.000
OperatingLeasesRentExpenseContingentRentals,,1000000.000,1100000.000,800000.000
OperatingLeasesRentExpenseMinimumRentals,,35600000.000,34900000.000,33200000.000
OtherCostAndExpenseOperating,82300000.000,76600000.000,74900000.000,66500000.000
OtherOperatingIncome,6900000.000,8100000.000,8300000.000,8200000.000
PaymentsForProceedsFromLimitedPartnership,100000.000,100000.000,100000.000,100000.000
PaymentsToAcquirePropertyPlantAndEquipment,4300000.000,5500000.000,3500000.000,7400000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,1800000.000,0.000,100000.000,0.000
ProfitLoss,5500000.000,6800000.000,8200000.000,10100000.000
RepaymentsOfLongTermCapitalLeaseObligations,300000.000,100000.000,300000.000,300000.000
Revenues,201200000.000,201500000.000,193600000.000,180600000.000
SaleLeasebackTransactionRentExpense,15100000.000,15100000.000,15100000.000,15200000.000
SalesRevenueNet,194300000.000,193400000.000,185300000.000,172400000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,4100000.000,1200000.000,1300000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,200000.000,,-300000.000
