,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1026135.000,-631897.000,-1306415.000,-5308868.000,-795819.000,753712.000,-801548.000,-1114431.000,-497071.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-4793337.000,-795819.000,,-801548.000,-1114431.000,-497071.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.320,-0.050,,-0.050,-0.070,-0.030
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-73747.000,-601634.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-73747.000,-601634.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,-0.040,,,,
IncomeTaxExpenseBenefit,-8129.000,-7547.000,1159.000,-515531.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,470560.000,,,,103930.000,,
IncreaseDecreaseInAccountsReceivable,,,-298611.000,,,,-154852.000,,
IncreaseDecreaseInDeferredRevenue,,,137978.000,,,,-45537.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,20460.000,,,,-63913.000,,
InterestExpense,,106348.000,134776.000,142560.000,-100662.000,213605.000,122463.000,100324.000,114857.000
InterestIncomeExpenseNet,-81623.000,,,,,,,,
InterestPaid,,,115731.000,,,,103767.000,,
InvestmentIncomeDividend,,,,57500.000,70000.000,,,,
LaborAndRelatedExpense,485427.000,437195.000,378794.000,240928.000,169959.000,-29985.000,184257.000,186214.000,154767.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,-8289.000,,
NetCashProvidedByUsedInFinancingActivities,,,-101032.000,,,,-54081.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-101032.000,,,,-54081.000,,
NetCashProvidedByUsedInInvestingActivities,,,-30478.000,,,,187375.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-30478.000,,,,187375.000,,
NetCashProvidedByUsedInOperatingActivities,,,30587.000,,,,-141583.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,30587.000,,,,-141583.000,,
NetIncomeLoss,-1016030.000,-621515.000,-1305688.000,-4864107.000,-1395567.000,-2426566.000,-799728.000,-1112611.000,
NetIncomeLossAttributableToNoncontrollingInterest,-1976.000,-2835.000,-1886.000,-2977.000,-1886.000,-922.000,-1820.000,-1820.000,-1820.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,-495251.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,,,,,,302000.000,,
NonoperatingIncomeExpense,417264.000,491712.000,-13856.000,-88188.000,-55744.000,-508693.000,-254991.000,-167128.000,6808.000
OperatingExpenses,6668881.000,4543860.000,2548873.000,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,56902.000,-37801.000,-1310.000,-68591.000,,,-870.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,-2382.000,-322.000,
OtherNonoperatingIncome,,,,,-51763.000,,13771.000,10505.000,24945.000
OtherNonoperatingIncomeExpense,498887.000,598060.000,120920.000,-230748.000,-156406.000,1118032.000,-132528.000,-66804.000,121665.000
OtherOperatingActivitiesCashFlowStatement,,,40660.000,,,,204.000,,
PaymentsToAcquireOtherProductiveAssets,,,45525.000,,,,,,
PaymentsToAcquireProductiveAssets,,,1189.000,,,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,75000.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,16236.000,,,,112375.000,,
ProfessionalFees,96870.000,102025.000,78963.000,91309.000,97255.000,143324.000,49282.000,19224.000,51110.000
ProfitLoss,-1018006.000,-624350.000,-1307574.000,-4867084.000,-1397453.000,-2427488.000,-801548.000,-1114431.000,-497071.000
RentalIncomeNonoperating,,,,102417.000,34643.000,,88015.000,75543.000,83878.000
RepaymentsOfLongTermDebt,,,101032.000,,,,54081.000,,
ResearchAndDevelopmentExpense,330087.000,27936.000,100263.000,139988.000,94637.000,78750.000,74625.000,36000.000,52500.000
Revenues,5225482.000,3420251.000,1256314.000,1883610.000,190416.000,-2799506.000,151308.000,94461.000,168420.000
SalesRevenueNet,5225482.000,3420251.000,1256314.000,1883610.000,190416.000,-2799506.000,151308.000,94461.000,168420.000
SellingAndMarketingExpense,52883.000,114070.000,66206.000,30885.000,5499.000,-31506.000,19312.000,6239.000,34987.000
ShareBasedCompensation,,,98471.000,,,,40791.000,,
SubscriptionRevenue,670237.000,521120.000,512643.000,148750.000,190416.000,,,,
TradingSecuritiesRealizedGain,,,,,,,,-48852.000,
TradingSecuritiesRealizedGainLoss,,,,,,,-25000.000,-49000.000,
TradingSecuritiesUnrealizedHoldingGainLoss,,,,,,,327000.000,,
UnrealizedGainLossOnDerivatives,,,,,,,23000.000,,12842.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,15458040.000,,16150952.000,16150952.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,15174780.000,15458040.000,,16150952.000,16150952.000,16150952.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,15174780.000,15458040.000,,16150952.000,16150952.000,
