,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,1178388.000,,
ComprehensiveIncomeNetOfTax,37082.000,32988.000,5432.000,7752.000
EarningsPerShareBasic,0.010,0.010,,
EarningsPerShareDiluted,0.010,0.010,,
GeneralAndAdministrativeExpense,31280.000,-19574.000,-18921.000,-15967.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,49320.000,26604.000,-6472.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,46298.000,,,
IncomeTaxExpenseBenefit,16941.000,-15042.000,-9329.000,-1059.000
IncomeTaxesPaid,,16941.000,,
IncreaseDecreaseInAccountsReceivable,,97497.000,,
IncreaseDecreaseInAccruedTaxesPayable,,2892.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,55000.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,-45078.000,,
IncreaseDecreaseInPrepaidExpense,,1031815.000,,
NetCashProvidedByUsedInFinancingActivities,,55000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,55000.000,,
NetCashProvidedByUsedInOperatingActivities,,1121404.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1121404.000,,
NetIncomeLoss,29357.000,34278.000,17275.000,-7530.000
NonoperatingIncomeExpense,0.000,,,
OperatingIncomeLoss,46298.000,49320.000,26604.000,-6472.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,7725.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,-1290.000,-11844.000,15282.000
Revenues,77578.000,68894.000,45525.000,9495.000
SalesRevenueNet,77578.000,68894.000,45525.000,9495.000
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease,,1984.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,4000000.000,4000000.000,4000000.000,
WeightedAverageNumberOfSharesIssuedBasic,,4000000.000,4000000.000,4000000.000
WeightedAverageNumberOfSharesOutstandingBasic,4000000.000,,,
