,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,8962000.000,,,,,,8899000.000,,,,10643000.000,,,,10840000.000,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,0.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,5539000.000,,3412000.000,,,,2247000.000,,,,1776000.000,,,,1779000.000,,,,1682000.000
AllocatedShareBasedCompensationExpense,,,,,4501000.000,,,,4368000.000,,,,,,,,,,,,
AmortizationOfAcquisitionCosts,,,2675000.000,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,559000.000,,5653000.000,,,,619000.000,,,,1494000.000,,,,7021000.000,,,,742000.000
AmortizationOfIntangibleAssets,,,5655000.000,,4841000.000,,,,6693000.000,,,,7763000.000,,,,6192000.000,,,,5298000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,4073502.000,3812325.000,3781879.000,3698058.000,-9803304.000,1113210.000,,1111055.000,,944835.000,918074.000,942574.000,-1858018.000,1498535.000,789926.000,918260.000,-1815265.000,1263635.000
BasicEarningsPerShareProForma,,,,,,,,,,,,,,,,,,,-410.000,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,724000.000,,,,,573.000,1073.000,,,,-21295000.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,5662000.000,,,,,3182.000,4615.000,,,,349254000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,811000.000,536000.000,556000.000,427000.000,555000.000,1071000.000,984000.000,1658000.000,2420000.000,874000.000,842000.000,728000.000,468000.000,553000.000,907000.000,806000.000,374000.000,234000.000
CapitalLeaseObligationsIncurred,,,134000.000,,0.000,,,,,,,,42000.000,,,,156000.000,,,,393000.000
CashAcquiredFromAcquisition,,,,,0.000,,,,-39951000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,27861000.000,,11030000.000,,,,-84510000.000,,,,-102155000.000,,,,-39618000.000,,,,-4735000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,-40000.000,,,,0.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,-7000.000,,,,0.000,,,,-153000.000,,,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,115000.000,,-986000.000,,,,-106000.000,,,,-1294000.000,,,,0.000,,,,
ComprehensiveIncomeNetOfTax,,,-24419000.000,-11288000.000,-44187000.000,9256000.000,-20462000.000,-86822000.000,-6852000.000,14130000.000,-1438000.000,-36852000.000,-24379000.000,27448000.000,-933000.000,-25484000.000,-33774000.000,-830000.000,-30709000.000,9290000.000,-10763000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,1363000.000,1121000.000,973000.000,1502000.000,1929000.000,2046000.000,1110000.000,3106000.000,-202000.000,1164000.000,-151000.000,3216000.000,344000.000,777000.000,2515000.000,1397000.000,569000.000,1131000.000,1148000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-23056000.000,-10167000.000,-43214000.000,10758000.000,-18533000.000,-84776000.000,-5742000.000,-983000.000,1597000.000,-20706000.000,-24530000.000,30664000.000,-589000.000,-24707000.000,-31259000.000,567000.000,-30140000.000,10421000.000,-9615000.000
CostOfServices,162408000.000,175421000.000,177260000.000,180888000.000,179007000.000,190695000.000,189219000.000,195573000.000,191693000.000,200182000.000,216505000.000,190138000.000,210419000.000,225042000.000,212925000.000,231330000.000,211446000.000,228835000.000,235659000.000,260193000.000,237563000.000
CostsAndExpenses,225921000.000,241894000.000,247633000.000,266491000.000,256634000.000,261663000.000,287671000.000,374905000.000,281162000.000,289470000.000,306796000.000,258335000.000,297027000.000,292124000.000,304797000.000,360198000.000,300494000.000,312980000.000,360005000.000,363875000.000,336301000.000
DeferredIncomeTaxExpenseBenefit,,,1100000.000,,-14570000.000,,,,-579000.000,,,,-3929000.000,,,,-2266000.000,,,,1906000.000
Depreciation,,,4346000.000,,4781000.000,,,,4602000.000,,,,4537000.000,,,,5028000.000,,,,5600000.000
DepreciationAndAmortization,9736000.000,9882000.000,10001000.000,12435000.000,9622000.000,9615000.000,9476000.000,10887000.000,11295000.000,10730000.000,12480000.000,12667000.000,12300000.000,14007000.000,13086000.000,12830000.000,11220000.000,11436000.000,11412000.000,12378000.000,10898000.000
DilutedEarningsPerShareProForma,,,,,,,,,,,,,,,,,,,-410.000,,
DilutiveSecurities,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,-1388000.000,-85000.000,-6448000.000,-378000.000,0.000,0.000,0.000,-16098000.000,-4670000.000,1109000.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-630000.000,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,-14000.000,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,-644000.000,-140000.000,-179000.000,-981000.000,-1622000.000,0.000,-136000.000,-40000.000,-4528000.000,-1552000.000,903000.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,4000.000,17000.000,,106000.000,16000.000,0.000,336000.000,72000.000,683000.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,1964000.000,539000.000,158000.000,294000.000,1338000.000,0.000,0.000,0.000,70041000.000,15524000.000,11501000.000,,,,,,,
EarningsPerShareBasic,0.050,-0.670,,,,0.310,,,,0.340,-0.100,,-0.650,0.600,-0.170,,,0.020,-0.640,,
EarningsPerShareBasicAndDiluted,,,-0.880,-0.470,-1.380,,-0.680,,-0.180,,,,,,,,-0.470,,,,-210.000
EarningsPerShareDiluted,0.040,-0.670,,,,0.290,,,,0.330,-0.100,,,0.590,-0.170,,,0.020,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-73000.000,,-59000.000,,,,27000.000,,,,711000.000,,,,-1517000.000,,,,-58000.000
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,,,,,,,15454000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,,,,,330000.000,-5916000.000,,2439000.000
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,,,,,,,,,,,,,-16541000.000
ForeignCurrencyTransactionGainLossUnrealized,,,-898000.000,,-443000.000,,,,-5145000.000,,,,-15219000.000,,,,14134000.000,,,,1370000.000
GainLossOnDispositionOfAssets,,,23000.000,-19000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,-21000.000
GainLossOnInvestments,,,,,,,,,,,,,,,,,,,682000.000,,
GainLossOnRepurchaseOfDebtInstrument,,,,,-55588000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,-33298000.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,-800000.000,,
GeneralAndAdministrativeExpense,53777000.000,56591000.000,60372000.000,73168000.000,68005000.000,61353000.000,88976000.000,168445000.000,78174000.000,78558000.000,77811000.000,55530000.000,74308000.000,53075000.000,78786000.000,116038000.000,77828000.000,72709000.000,83303000.000,72411000.000,87840000.000
GoodwillImpairmentLoss,,,,,,,,,,,,,,,,,,,29631000.000,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,,,,,,,,,764000.000,,
IncomeLossAttributableToNoncontrollingInterest,,,,,984000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,3850000.000,-17618000.000,-24624000.000,-12745000.000,-40617000.000,11611000.000,-11844000.000,-90168000.000,-7378000.000,18371000.000,-3197000.000,-3703000.000,-23417000.000,28231000.000,-7288000.000,-28602000.000,-23293000.000,1173000.000,-33530000.000,7708000.000,-11073000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4361000.000,-17540000.000,-23633000.000,-10631000.000,-54908000.000,13256000.000,-7583000.000,-86355000.000,-7775000.000,21670000.000,-3541000.000,4755000.000,-27822000.000,35647000.000,-6529000.000,-18712000.000,-24635000.000,7122000.000,-33081000.000,878000.000,-5575000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-24624000.000,,,,,,,,,,-23417000.000,31072000.000,-5166000.000,-24511000.000,-22434000.000,2427000.000,-32471000.000,9754000.000,-10566000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.870,-0.450,-1.330,,-0.440,,-0.180,,,,,,,,-0.470,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.050,-0.670,,-0.450,-1.330,0.320,,,,0.340,-0.100,,-0.520,0.570,-0.150,,-0.470,0.020,-0.640,,-0.210
IncomeLossFromContinuingOperationsPerDilutedShare,0.040,-0.670,,-0.450,-1.330,0.300,,,,0.330,-0.100,,-0.520,0.560,-0.150,,-0.470,0.020,-0.640,,-0.210
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-300000.000,-630000.000,-1557000.000,-279000.000,-7446000.000,-2102000.000,-106000.000,-152000.000,-40000.000,-20962000.000,-6294000.000,1329000.000,-1316000.000,0.000,0.000,0.000,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,42000.000,11000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,300000.000,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,-0.010,-0.020,-0.050,,-0.240,,0.000,,,,,,,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,-0.010,,,,0.000,0.000,,-0.130,0.030,-0.020,,,0.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,-0.010,,,,0.000,0.000,,,0.030,-0.020,,,0.000,,,
IncomeLossFromEquityMethodInvestments,79000.000,-120000.000,272000.000,93000.000,41000.000,82000.000,73000.000,85000.000,63000.000,79000.000,81000.000,1183000.000,351000.000,104000.000,172000.000,431000.000,229000.000,-290000.000,70000.000,-318000.000,-139000.000
IncomeTaxExpenseBenefit,590000.000,-42000.000,1263000.000,2207000.000,-14250000.000,1727000.000,4334000.000,3898000.000,-334000.000,3378000.000,-263000.000,9641000.000,-4054000.000,4679000.000,-1191000.000,6230000.000,-1972000.000,4405000.000,-540000.000,-9194000.000,3969000.000
IncomeTaxesPaid,,,24000.000,,67000.000,,,,83000.000,,,,540000.000,,,,143000.000,,,,1293000.000
IncreaseDecreaseInAccountsReceivable,,,17409000.000,,41379000.000,,,,54462000.000,,,,97760000.000,,,,31586000.000,,,,39855000.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,36466000.000,,13057000.000,,,,29406000.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,30496000.000,,,,17016000.000,,,,14754000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,1118000.000,,-1222000.000,,,,12188000.000,,,,-733000.000,,,,1482000.000,,,,5658000.000
IncreaseDecreaseInOtherReceivables,,,17433000.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-405000.000,,5887000.000,,,,9245000.000,,,,12211000.000,,,,13030000.000,,,,4270000.000
InterestAndDebtExpense,,,,,12428000.000,10375000.000,10589000.000,11842000.000,12754000.000,13882000.000,14019000.000,14610000.000,15096000.000,13288000.000,14638000.000,14881000.000,15575000.000,17174000.000,16540000.000,16569000.000,16768000.000
InterestAndOtherIncome,28000.000,24000.000,41000.000,70000.000,36000.000,33000.000,37000.000,124000.000,109000.000,1000.000,43000.000,265000.000,119000.000,105000.000,114000.000,129000.000,178000.000,203000.000,218000.000,209000.000,227000.000
InterestExpense,10666000.000,10800000.000,10996000.000,11594000.000,,,,,,,,,,,,,,,,,
InterestExpenseOther,,,,11524000.000,67980000.000,10342000.000,10552000.000,11718000.000,12645000.000,13881000.000,13976000.000,14345000.000,14977000.000,13183000.000,14524000.000,14752000.000,15397000.000,16971000.000,16322000.000,49658000.000,
InterestPaid,,,674000.000,,18342000.000,,,,334000.000,,,,367000.000,,,,25703000.000,,,,999000.000
MinorityInterestChangeInRedemptionValue,,,50000.000,,1542000.000,,,,-9336000.000,,,,-4290000.000,,,,1423000.000,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,1387000.000,,,,2276000.000,,,,2839000.000,,,,,,,,
MinorityInterestDecreaseFromRedemptions,,,,,1059000.000,,,,,,,,,,,,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-17718000.000,,45068000.000,,,,-491000.000,,,,26046000.000,,,,98714000.000,,,,37089000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-17718000.000,,45068000.000,,,,-491000.000,,,,26086000.000,,,,98714000.000,,,,37089000.000
NetCashProvidedByUsedInInvestingActivities,,,33133000.000,,-1021000.000,,,,-44743000.000,,,,-9066000.000,,,,-8128000.000,,,,-11090000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,33133000.000,,-1014000.000,,,,-44743000.000,,,,-8913000.000,,,,-8128000.000,,,,-11090000.000
NetCashProvidedByUsedInOperatingActivities,,,12519000.000,,-32958000.000,,,,-39303000.000,,,,-119846000.000,,,,-128687000.000,,,,-30676000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,12404000.000,,-31972000.000,,,,-39197000.000,,,,-118552000.000,,,,-128687000.000,,,,-30676000.000
NetIncomeLoss,1323000.000,-19574000.000,-26281000.000,-14496000.000,-43158000.000,9816000.000,-21200000.000,-94321000.000,-8846000.000,16470000.000,-4922000.000,-26759000.000,-32091000.000,29560000.000,-8604000.000,-26222000.000,-23293000.000,1173000.000,-33530000.000,7708000.000,-10566000.000
NetIncomeLossAttributableToNoncontrollingInterest,2527000.000,1956000.000,1357000.000,1121000.000,984000.000,1516000.000,1910000.000,2051000.000,1362000.000,1749000.000,1685000.000,2094000.000,2380000.000,2841000.000,2122000.000,1711000.000,859000.000,1254000.000,1059000.000,2046000.000,883000.000
NetIncomeLossAttributableToParentDiluted,,,,-13866000.000,-41601000.000,10095000.000,-13754000.000,-92219000.000,-8740000.000,16622000.000,-4882000.000,-5797000.000,-25797000.000,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-13866000.000,-41601000.000,10095000.000,-13754000.000,-92219000.000,-8740000.000,16622000.000,-4882000.000,-5797000.000,-25797000.000,,,,,,,,-11073000.000
NoncontrollingInterestIncreaseFromBusinessCombination,,,37630000.000,,,,,,61517000.000,,,,,,,,0.000,,,,63000.000
NonoperatingIncomeExpense,-10194000.000,-13892000.000,-11978000.000,-11957000.000,-65288000.000,-13218000.000,-8819000.000,-16273000.000,-19182000.000,-6579000.000,-23635000.000,-23244000.000,-33017000.000,-8835000.000,-30147000.000,-17527000.000,-33183000.000,-16945000.000,-22330000.000,-25689000.000,-13974000.000
NumberOfBusinessesAcquired,,,,,,,,,,,,,,,,,,,,,0.000
OperatingIncomeLoss,14555000.000,-3648000.000,-11655000.000,1326000.000,10380000.000,26474000.000,1236000.000,-70082000.000,11407000.000,28249000.000,20094000.000,27999000.000,5195000.000,44482000.000,23618000.000,-1185000.000,8548000.000,24067000.000,-10751000.000,26567000.000,8399000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,1868000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,10000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,3208000.000,-1040000.000,-574000.000,757000.000,558000.000,1742000.000,-983000.000,1597000.000,-620000.000,5181000.000,-1737000.000,5893000.000,227000.000,-8825000.000,-1860000.000,2331000.000,3768000.000,68000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-1040000.000,,,,1742000.000,,,,5181000.000,-1737000.000,5893000.000,-196000.000,-8825000.000,-1860000.000,2331000.000,667000.000,68000.000
OtherNonoperatingIncomeExpense,444000.000,-3116000.000,-1023000.000,-433000.000,2692000.000,-2876000.000,1733000.000,982000.000,-6537000.000,7302000.000,-9659000.000,9583000.000,-18040000.000,4348000.000,-15623000.000,36553000.000,15512000.000,26000.000,-6008000.000,-9116000.000,2567000.000
PaymentsForProceedsFromOtherInvestingActivities,,,1039000.000,,1202000.000,,,,2077000.000,,,,2318000.000,,,,822000.000,,,,50000.000
PaymentsForProceedsFromPreviousAcquisition,,,,,,,,,,,,,,,,,30479000.000,,,,5183000.000
PaymentsForRepurchaseOfCommonStock,,,2146000.000,,3380000.000,,,,3103000.000,,,,876000.000,,,,902000.000,,,,51000.000
PaymentsOfDividends,,,4669000.000,,210000.000,,,,9724000.000,,,,10636000.000,,,,10636000.000,,,,22000.000
PaymentsOfDividendsMinorityInterest,,,,,,,,,4243000.000,,,,,,,,,,,,
PaymentsOfFinancingCosts,,,74000.000,,15971000.000,,,,0.000,,,,,,,,18091000.000,,,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,-39261000.000,,,,,,,,,,1310000.000,,,,1774000.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,,5111000.000,4755000.000,2919000.000,6688000.000,4365000.000,5577000.000,3016000.000,3829000.000,13789000.000,5782000.000,5656000.000,3848000.000,8161000.000,5910000.000,5539000.000,7909000.000,6275000.000,9709000.000,9413000.000
PaymentsToMinorityShareholders,,,1646000.000,,1387000.000,,,,2276000.000,,,,2839000.000,,,,2399000.000,,,,2471000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,550000000.000,,,,0.000,,,,,,,,,,,,
ProceedsFromLongTermLinesOfCredit,,,,,,,,,32292000.000,,,,,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,-1925000.000,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,6921000.000,,-5756000.000,,,,-6853000.000,,,,32103000.000,,,,6271000.000,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,-14133000.000,,,,,,,,,,19602000.000,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,22000.000,,11000.000,,,,20000.000,,,,29000.000,,,,0.000,,,,
ProfitLoss,3850000.000,-17618000.000,-24924000.000,-13375000.000,-42174000.000,11332000.000,-19290000.000,-92270000.000,-7484000.000,18219000.000,-3237000.000,-24665000.000,-29711000.000,32401000.000,-6482000.000,-24511000.000,-22434000.000,2427000.000,-32471000.000,9754000.000,-9683000.000
RepaymentsOfLongTermDebt,,,46000.000,,618000.000,,,,112000.000,,,,126000.000,,,,156000.000,,,,135000.000
RepaymentsOfLongTermLinesOfCredit,,,,,0.000,,,,,,,,,,,,,,,,
RepaymentsOfSeniorDebt,,,,,425000000.000,,,,0.000,,,,,,,,,,,,
SalesRevenueServicesNet,240476000.000,238246000.000,235978000.000,267817000.000,267014000.000,288137000.000,288907000.000,304823000.000,292569000.000,317719000.000,326890000.000,286334000.000,302222000.000,336606000.000,328415000.000,359013000.000,309042000.000,337047000.000,349254000.000,390442000.000,344700000.000
ShareBasedCompensation,5775000.000,7771000.000,5884000.000,5133000.000,4501000.000,4754000.000,27435000.000,63715000.000,4368000.000,4428000.000,3437000.000,5463000.000,4445000.000,5314000.000,3266000.000,4771000.000,4685000.000,5530000.000,5228000.000,5560000.000,4950000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,201739.000,,,,125578.000,,,,0.000,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,,,,,,,4153000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,0.000,,,,,,,,,,,,,,,,
StockRepurchasedAndRetiredDuringPeriodValue,,,2146000.000,,3380000.000,,,,3103000.000,,,,876000.000,,,,902000.000,,,,51000.000
TemporaryEquityAccretionToRedemptionValue,,,,,,,,,,,,,,,,,-1423000.000,,,,-195000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,0.000,0.000,2717363.000,0.000,-2717363.000,0.000,649259.000,0.000,-649259.000,0.000,540636.000,0.000,-540636.000,0.000,380791.000,0.000,-380791.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,32301722.000,29158703.000,,31051561.000,31233893.000,34116291.000,31470466.000,-49712244.000,49338332.000,50195321.000,49630532.000,-99618835.000,49754961.000,50399936.000,49915807.000,-100195422.000,50002552.000,50703548.000,52244819.000,-101605112.000,52998244.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,31051561.000,31233893.000,,31470466.000,,49338332.000,,,,,,,,50002552.000,,,,52998244.000
WeightedAverageNumberOfSharesOutstandingBasic,29016384.000,29158703.000,,31051561.000,31233893.000,31398928.000,31470466.000,-46994881.000,49338332.000,49546062.000,49630532.000,-98969576.000,49754961.000,49859300.000,49915807.000,-99654786.000,50002552.000,50322757.000,52244819.000,-101224321.000,52998244.000
