,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllowanceForFundsUsedDuringConstructionInvestingActivities,,,2726000.000,,,,5923000.000,,,,11430000.000,,,,2806000.000,,,,4318000.000,,,,4608000.000,
AmortizationOfRegulatoryAsset,,,1392000.000,,,,1257000.000,,,,1144000.000,,,,1022000.000,,,,733000.000,,,,336000.000,
CapitalExpendituresIncurredButNotYetPaid,,,60020000.000,,,,81470000.000,,,,93872000.000,,,,65289000.000,,,,68817000.000,,,,69885000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2594000.000,,,,13571000.000,,,,-2969000.000,,,,-4542000.000,,,,1730000.000,,,,359000.000,
ComprehensiveIncomeNetOfTax,,,105930000.000,76274000.000,188565000.000,76813000.000,116494000.000,97161000.000,166158000.000,73103000.000,118280000.000,89680000.000,154023000.000,92665000.000,110856000.000,98402000.000,173083000.000,84503000.000,115917000.000,87612000.000,173872000.000,86926000.000,111793000.000,100838000.000
CostOfDomesticRegulatedElectric,352216000.000,413093000.000,310899000.000,294698000.000,315319000.000,314427000.000,319881000.000,322787000.000,355727000.000,337423000.000,334470000.000,349070000.000,368860000.000,353098000.000,322758000.000,296002000.000,311347000.000,316559000.000,295930000.000,275955000.000,318624000.000,305908000.000,288827000.000,279522000.000
CostOfDomesticRegulatedGasRevenue,94022000.000,51104000.000,256877000.000,57091000.000,24662000.000,193787000.000,249620000.000,109697000.000,43881000.000,217922000.000,309805000.000,117281000.000,60073000.000,238595000.000,228744000.000,81128000.000,44953000.000,146999000.000,168476000.000,59327000.000,42379000.000,155228000.000,196402000.000,70258000.000
CostsAndExpenses,779924000.000,797512000.000,887146000.000,677191000.000,676896000.000,878841000.000,905158000.000,782754000.000,754559000.000,931398000.000,995106000.000,830267000.000,788038000.000,967368000.000,920050000.000,757345000.000,729530000.000,856887000.000,834651000.000,729223000.000,743572000.000,850729000.000,868112000.000,738105000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,1760000.000,1798000.000,1790000.000,1790000.000,1803000.000,1705000.000,1648000.000,1723000.000,1747000.000,1748000.000,1720000.000,1532000.000,1546000.000,1542000.000,1505000.000,1555000.000,1611000.000,1614000.000,1739000.000,1725000.000,1271000.000,1554000.000,1521000.000,1543000.000
DeferredIncomeTaxExpenseBenefit,,,49182000.000,,,,66372000.000,,,,41863000.000,,,,37771000.000,,,,64562000.000,,,,61726000.000,
