,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,8377000.000,3765000.000
CostOfGoodsSold,12753000.000,10246000.000
DepreciationAndAmortization,1396000.000,1513000.000
EarningsPerShareBasic,0.360,0.030
EarningsPerShareDiluted,0.360,0.030
GeneralAndAdministrativeExpense,800000.000,1002000.000
GrossProfit,24918000.000,16337000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8538000.000,1339000.000
IncomeTaxExpenseBenefit,2436000.000,808000.000
InvestmentIncomeInterest,55000.000,49000.000
NetIncomeLoss,6102000.000,531000.000
NonoperatingIncomeExpense,269000.000,59000.000
OperatingExpenses,16649000.000,15057000.000
OperatingIncomeLoss,8269000.000,1280000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,2275000.000,3234000.000
ResearchAndDevelopmentExpense,5923000.000,4778000.000
SalesRevenueGoodsNet,37671000.000,26583000.000
SellingExpense,8530000.000,7764000.000
UnrealizedGainLossOnDerivatives,214000.000,10000.000
WeightedAverageNumberOfDilutedSharesOutstanding,16940539.000,16940539.000
WeightedAverageNumberOfSharesOutstandingBasic,16940539.000,16940539.000
