,2011-06-28,2011-09-27
CostOfGoodsSoldDirectLabor,67219000.000,66841000.000
CostOfGoodsSoldDirectMaterials,68766000.000,70695000.000
CostsAndExpenses,226215000.000,228731000.000
DepreciationAndAmortization,2940000.000,3078000.000
GeneralAndAdministrativeExpense,13511000.000,13102000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6213000.000,2989000.000
IncomeTaxExpenseBenefit,1063000.000,-480000.000
InterestExpense,6195000.000,6131000.000
NetIncomeLoss,5150000.000,3469000.000
OperatingIncomeLoss,12408000.000,9120000.000
OtherCostAndExpenseOperating,73190000.000,74113000.000
OtherGeneralExpense,589000.000,902000.000
Revenues,238623000.000,237851000.000
SalesRevenueGoodsNet,228083000.000,228021000.000
SalesRevenueNet,238623000.000,237851000.000
