,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-407156.000,-582978.000,-219143.000,-111560.000
ComprehensiveIncomeNetOfTax,,-1124769.000,-580827.000,-426052.000
CostMethodInvestmentsRealizedGains,,,52159.000,
CostOfGoodsSold,2728433.000,1883714.000,1132053.000,1257494.000
CurrentForeignTaxExpenseBenefit,,-7008.000,5701.000,-3256.000
CurrentIncomeTaxExpenseBenefit,,6208.000,,
CurrentStateAndLocalTaxExpenseBenefit,,800.000,907.000,-800.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,0.032,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,0.032,,
Depreciation,,43026.000,42913.000,31611.000
DepreciationDepletionAndAmortization,33660.000,46257.000,44017.000,40061.000
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,-132631.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-88307.000,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,64286.000,-50317.000,8585.000
EquityMethodInvestmentOtherThanTemporaryImpairment,,671094.000,,
ForeignCurrencyTransactionGainBeforeTax,45254.000,-44088.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,27062.000,42750.000
GainLossOnInvestments,,-40648.000,,
GainLossOnSaleOfInvestments,0.000,,,
GainLossOnSaleOfOtherInvestments,97210.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-197.000,
GrossProfit,1084219.000,852752.000,567558.000,199464.000
ImpairmentOfInvestments,136803.000,,,
IncomeLossFromContinuingOperations,-175082.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-370526.000,-315254.000,-197231.000,-100349.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-413605.000,-359469.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-921918.000,-216374.000,-259120.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-1237172.000,,
IncomeLossFromEquityMethodInvestments,,,-173570.000,-54606.000
IncomeTaxExpenseBenefit,-66890.000,-6208.000,95608.000,4056.000
IncomeTaxExpenseBenefitContinuingOperations,,6208.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,288457.000,89000.000,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,92191.000,-21637.000,46258.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-433010.000,144761.000,-125069.000
IncomeTaxReconciliationNondeductibleExpense,,,-39992.000,16934.000
IncomeTaxReconciliationTaxContingenciesForeign,,58570.000,,
IncomeTaxReconciliationTaxContingenciesStateAndLocal,,,907.000,-800.000
IncomeTaxReconciliationTaxExemptIncome,,,77431.000,-58621.000
IncomeTaxesPaidNet,,24645.000,929.000,810.000
IncreaseDecreaseInAccountsPayable,,-158799.000,-118412.000,216876.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-118643.000,,,
IncreaseDecreaseInAccountsReceivable,-96215.000,-76941.000,-29478.000,330216.000
IncreaseDecreaseInAccruedLiabilities,-24842.000,-21497.000,-6665.000,453.000
IncreaseDecreaseInDeferredIncomeTaxes,-89000.000,,-89000.000,
IncreaseDecreaseInInventories,-32382.000,-18251.000,-9513.000,-128891.000
IncreaseDecreaseInOtherCurrentLiabilities,-2299.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,104436.000,-42477.000,-58645.000,17453.000
InterestExpense,,12109.000,11970.000,8849.000
InterestIncomeExpenseNet,-11756.000,,,
InterestPaid,,12608.000,12177.000,8956.000
InventoryWriteDown,,,,184592.000
LeaseAndRentalExpense,,124024.000,113158.000,99527.000
NetCashProvidedByUsedInFinancingActivities,100000.000,-100000.000,,135439.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,100000.000,-100000.000,,135439.000
NetCashProvidedByUsedInInvestingActivities,-132631.000,-67505.000,86991.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-132631.000,-67505.000,86991.000,
NetCashProvidedByUsedInOperatingActivities,-286218.000,-479759.000,-255817.000,-255584.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-286218.000,-479759.000,-255817.000,-255584.000
NetIncomeLoss,-303636.000,-1230964.000,-509213.000,-363525.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,-303636.000,,,
OperatingExpenses,1259301.000,1333227.000,883046.000,540998.000
OperatingIncomeLoss,,-480475.000,-315488.000,-341534.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-115214.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,106195.000,-71614.000,-62527.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,106195.000,-71614.000,-62527.000
OtherIncome,5070.000,,,
OtherNonoperatingIncome,,11242.000,8202.000,2770.000
PaymentsToAcquireLongtermInvestments,0.000,,,
PaymentsToAcquireMachineryAndEquipment,,67505.000,22779.000,
ProceedsFromBankDebt,,,,135439.000
ProceedsFromRelatedPartyDebt,100000.000,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,-100000.000,,
ProceedsFromSaleOfOtherInvestments,0.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,3930.000,
ProvisionForDoubtfulAccounts,12694.000,32641.000,33965.000,6538.000
ResearchAndDevelopmentExpense,59198.000,106984.000,81391.000,11165.000
Revenues,3817722.000,2736466.000,1699611.000,1456958.000
SalesRevenueNet,3812652.000,2736466.000,1699611.000,1456958.000
SellingGeneralAndAdministrativeExpense,1200103.000,1226243.000,801655.000,529833.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,67448890.000,67448890.000,67448890.000
