,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-44317.000,,,,-6233.000,,,
Depreciation,3348.000,,,,3648.000,,,
EarningsPerShareBasicAndDiluted,,,,,,0.000,0.000,
IncomeLossFromContinuingOperations,-76975.000,-55596.000,-55041.000,-36071.000,-50910.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-76975.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,0.000,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000,0.000,0.000,0.000,,,
IncreaseDecreaseInAccountsPayable,26634.000,,,,12516.000,,,
IncreaseDecreaseInAccountsReceivable,-1800.000,,,,,,,
IncreaseDecreaseInAccruedLiabilities,-15654.000,,,,2906.000,,,
IncreaseDecreaseInDueFromRelatedParties,3125.000,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,-223.000,,,,,,,
IncreaseDecreaseInOtherReceivables,750.000,,,,,,,
IncreaseDecreaseInPrepaidExpense,-10000.000,,,,,,,
InterestExpense,,,3205.000,,,,3589.000,
InterestPaid,,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,44735.000,,,,25607.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,44735.000,,,,25607.000,,,
NetCashProvidedByUsedInInvestingActivities,-18257.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18257.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-70795.000,,,,-31840.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-70795.000,,,,-31840.000,,,
NetIncomeLoss,-76975.000,-55596.000,-55041.000,-36071.000,,,-17965.000,
OperatingExpenses,85975.000,62796.000,51836.000,48276.000,50910.000,21949.000,14376.000,19073.000
OperatingIncomeLoss,,,-51836.000,,-50910.000,-21949.000,-14376.000,
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,223.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,18257.000,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,44735.000,,,,,,,
RevenueFromRelatedParties,9000.000,,,,,,,
Revenues,,7200.000,0.000,,,,,
SalesRevenueNet,,7200.000,0.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,49111813.000,49105907.000,49105907.000,-98220690.000,49100000.000,49105907.000,49105907.000,-98211814.000
