,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,-224000.000,,,,0.000,,,,,,,,
AmortizationOfAboveAndBelowMarketLeases,,,,,,,0.000,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,0.000,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,492000.000,,,,502000.000,,,,262000.000,,,,289000.000,,,,318000.000,,,,310000.000
AmortizationOfIntangibleAssets,,,72000.000,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,0.000,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-11479000.000,,,,-36347000.000,,,,1793000.000,,,,20931000.000,,,,4360000.000,,,,8254000.000
ComprehensiveIncomeNetOfTax,-5863000.000,-15898000.000,17347000.000,-1972000.000,6230000.000,18152000.000,-1339000.000,1293000.000,3382000.000,100393000.000,-3639000.000,7530000.000,-2396000.000,-3898000.000,-19034000.000,-350000.000,-12310000.000,-99507000.000,-7120000.000,-9543000.000,-6304000.000,1733000.000,-12557000.000
CostOfRevenue,39000.000,13000.000,97000.000,151000.000,104000.000,112000.000,39000.000,63000.000,188000.000,185000.000,126000.000,127000.000,29000.000,22000.000,100000.000,27000.000,37000.000,31000.000,22000.000,11000.000,22000.000,21000.000,10000.000
DeferredIncomeTaxExpenseBenefit,,,1065000.000,,,,523000.000,,,,631000.000,,,,-5374000.000,,,,-1445000.000,,,,-612000.000
DepreciationAndAmortization,23246000.000,34052000.000,39384000.000,29837000.000,37703000.000,32830000.000,29338000.000,27829000.000,32085000.000,32346000.000,37858000.000,29771000.000,18309000.000,35085000.000,23080000.000,20407000.000,24627000.000,12809000.000,15101000.000,24805000.000,18933000.000,16239000.000,22263000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-240000.000,,,,-144000.000,,,,-155000.000,,,,-1065000.000,,,,177000.000,,,,60000.000
FairValueOfAssetsAcquired,,,709000.000,,,,2716000.000,,,,177000.000,,,,129000.000,,,,222000.000,,,,250000.000
ForeignCurrencyTransactionGainLossBeforeTax,225000.000,-1631000.000,411000.000,-426000.000,1051000.000,-355000.000,-647000.000,-1171000.000,714000.000,-1118000.000,-1274000.000,831000.000,-901000.000,-630000.000,-1459000.000,38000.000,-138000.000,-91000.000,173000.000,-10000.000,-20000.000,-34000.000,-51000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,-647000.000,,,,-1274000.000,,,,-1459000.000,,,,173000.000,,,,-51000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,,,,,6000.000,,,,0.000
GainsLossesOnExtinguishmentOfDebt,,-7912000.000,,,0.000,,-1504000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4610000.000,-6191000.000,18247000.000,1288000.000,2916000.000,21381000.000,3122000.000,6089000.000,753000.000,13777000.000,4149000.000,5236000.000,8578000.000,2008000.000,-12934000.000,-1544000.000,-5234000.000,-10373000.000,-15309000.000,-11484000.000,-6832000.000,5805000.000,-13585000.000
IncomeTaxExpenseBenefit,416000.000,-1080000.000,3541000.000,18000.000,1787000.000,1436000.000,1384000.000,-279000.000,516000.000,-91561000.000,2257000.000,2661000.000,4092000.000,1283000.000,-5288000.000,732000.000,-1179000.000,85640000.000,-1445000.000,-2249000.000,-1389000.000,1687000.000,-206000.000
IncomeTaxesPaidNet,,,-1462000.000,,,,3770000.000,,,,714000.000,,,,246000.000,,,,0.000,,,,309000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-7534000.000,,,,-15092000.000,,,,7140000.000,,,,4582000.000,,,,6333000.000,,,,3067000.000
IncreaseDecreaseInDeferredRevenue,,,985000.000,,,,-1146000.000,,,,-9732000.000,,,,-1843000.000,,,,-2098000.000,,,,2188000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,543000.000,,,,-287000.000,,,,785000.000,,,,273000.000,,,,232000.000,,,,243000.000
IncreaseDecreaseInReceivables,,,1092000.000,,,,-17520000.000,,,,8265000.000,,,,-30856000.000,,,,-6734000.000,,,,-780000.000
InterestExpense,10265000.000,7198000.000,7219000.000,7253000.000,7266000.000,7405000.000,9315000.000,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,9315000.000,-6138000.000,-6202000.000,-24826000.000,-6207000.000,-6211000.000,-6306000.000,-6305000.000,-6307000.000,-6332000.000,-6381000.000,-6370000.000,-6356000.000,-6334000.000,-6298000.000,-5979000.000,-6210000.000
InterestPaid,,,-13475000.000,,,,18253000.000,,,,71000.000,,,,106000.000,,,,116000.000,,,,34000.000
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,980000.000,,0.000,230000.000,0.000,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-58000.000,,,,-30901000.000,,,,-61000.000,,,,-59000.000,,,,-48000.000,,,,-53000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-58000.000,,,,-30901000.000,,,,-61000.000,,,,-59000.000,,,,-48000.000,,,,-53000.000
NetCashProvidedByUsedInInvestingActivities,,,-56674000.000,,,,-40714000.000,,,,-28057000.000,,,,-23010000.000,,,,-6458000.000,,,,-5887000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-56674000.000,,,,-40714000.000,,,,-28057000.000,,,,-23010000.000,,,,-6458000.000,,,,-5887000.000
NetCashProvidedByUsedInOperatingActivities,,,45493000.000,,,,35412000.000,,,,30066000.000,,,,45065000.000,,,,10689000.000,,,,14134000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,45493000.000,,,,35412000.000,,,,30066000.000,,,,45065000.000,,,,10689000.000,,,,14134000.000
NetIncomeLoss,-5026000.000,-5111000.000,14706000.000,1270000.000,1129000.000,19945000.000,1738000.000,6368000.000,237000.000,105338000.000,1892000.000,2575000.000,4486000.000,725000.000,-7646000.000,-2276000.000,-4055000.000,-96013000.000,-13864000.000,-9235000.000,-5443000.000,4118000.000,-13379000.000
OperatingExpenses,31210000.000,41702000.000,47573000.000,37693000.000,42652000.000,41388000.000,36764000.000,34146000.000,38185000.000,38949000.000,45409000.000,36791000.000,25519000.000,43407000.000,29494000.000,25977000.000,29957000.000,17874000.000,21082000.000,29484000.000,24341000.000,24366000.000,27919000.000
OperatingIncomeLoss,4335000.000,10506000.000,24974000.000,8335000.000,8904000.000,28939000.000,14587000.000,13398000.000,6225000.000,20620000.000,11644000.000,10543000.000,15780000.000,8944000.000,-5168000.000,4745000.000,1285000.000,-3912000.000,-9132000.000,-5144000.000,-1086000.000,10635000.000,-7324000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1143000.000,-10503000.000,2556000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,-2895000.000,5101000.000,,-3077000.000,-5075000.000,3145000.000,-4945000.000,-5531000.000,4955000.000,-6882000.000,-4623000.000,-11388000.000,1926000.000,-8255000.000,-3494000.000,6744000.000,-308000.000,-861000.000,-2385000.000,822000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,-230000.000,0.000,,,0.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,0.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,980000.000,,0.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-1000000.000,-284000.000,85000.000,-117000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
OtherNoncashExpense,,,,,,,,,,,,,,,0.000,,,,,,,,
OtherNoncashIncome,,,0.000,,,,,,,,,,,,,,,,,,,,
OtherNoncashIncomeExpense,,,,,,,,,,,-14000.000,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,115000.000,44000.000,81000.000,402000.000,227000.000,70000.000,1000.000,0.000,16000.000,471000.000,-14000.000,73000.000,5000.000,-1000.000,0.000,5000.000,0.000,0.000,6000.000,4000.000,572000.000,1183000.000,0.000
PaymentOfFinancingAndStockIssuanceCosts,,,,,,,5822000.000,,,,0.000,,,,,,,,,,,,
PaymentsForAdvanceToAffiliate,,,4000.000,,,,246000.000,,,,3000.000,,,,3000.000,,,,11000.000,,,,3000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,250000.000,,,,336000.000,,,,983000.000,,,,107000.000,,,,75000.000,,,,136000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,,,250000000.000,,,,0.000,,,,,,,,,,,,
ProceedsFromLinesOfCredit,,,0.000,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,0.000,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,0.000,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,14000.000,,,,0.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,42000.000,,,,62000.000,,,,61000.000,,,,59000.000,,,,48000.000,,,,53000.000
RepaymentsOfLinesOfCredit,,,0.000,,,,,,,,,,,,,,,,,,,,
RepaymentsOfNotesPayable,,,16000.000,,,,17000.000,,,,0.000,,,,,,,,,,,,
RepaymentsOfSeniorDebt,,,,,,,275000000.000,,,,0.000,,,,,,,,,,,,
Revenues,35545000.000,52208000.000,72547000.000,46028000.000,51556000.000,70327000.000,51351000.000,47544000.000,44410000.000,59569000.000,57053000.000,47334000.000,41299000.000,52351000.000,24326000.000,30722000.000,31242000.000,13962000.000,11950000.000,24340000.000,23255000.000,35001000.000,20595000.000
SalesRevenueNet,35545000.000,52208000.000,72547000.000,46028000.000,51556000.000,70327000.000,51351000.000,47544000.000,44410000.000,59569000.000,57053000.000,47334000.000,41299000.000,52351000.000,24326000.000,30722000.000,31242000.000,13962000.000,11950000.000,24340000.000,23255000.000,35001000.000,20595000.000
SellingGeneralAndAdministrativeExpense,7925000.000,7637000.000,8092000.000,7705000.000,4845000.000,8446000.000,7387000.000,6254000.000,5912000.000,6418000.000,7425000.000,6893000.000,7181000.000,8300000.000,6314000.000,5543000.000,5293000.000,5034000.000,5959000.000,4668000.000,5386000.000,8106000.000,5646000.000
StockOptionPlanExpense,,,73000.000,,,,226000.000,,,,178000.000,,,,114000.000,,,,22000.000,,,,-2000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,,,,,,,,,,,,,,,,,300000.000,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,-2065000.000,-864000.000,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,,,,,,,,,,,,,,,,,,,600000.000,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,,,,,,,,,,,,4035000.000,1692000.000,,
