,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AmortizationOfFinancingCosts,,10000.000,,,,10000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,12000.000,,,,-89000.000,,
Depreciation,147000.000,161000.000,166000.000,165000.000,164000.000,164000.000,163000.000,163000.000
DistributionsPerLimitedPartnershipUnitOutstanding,0.000,,,,,,,
GainLossOnSaleOfProperties,0.000,,,,,,,
GeneralAndAdministrativeExpense,83000.000,83000.000,91000.000,84000.000,83000.000,65000.000,78000.000,63000.000
ImpairmentLossesRelatedToRealEstatePartnerships,0.000,,0.000,0.000,,,,
IncomeLossFromContinuingOperations,-118000.000,-159000.000,-111000.000,-90000.000,-113000.000,,,0.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-0.130,,,-0.100,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,-0.080,
IncomeLossFromDiscontinuedOperationsNetOfTax,265000.000,,,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.290,,,0.000,,,,
IncomeLossFromEquityMethodInvestments,0.000,0.000,0.000,0.000,0.000,,,
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,0.000,,,,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,3000.000,,,,3000.000,,
IncreaseDecreaseInAccountsReceivable,,15000.000,,,,-17000.000,,
IncreaseDecreaseInAccruedTaxesPayable,,81000.000,,,,116000.000,,
IncreaseDecreaseInDueToAffiliates,,57000.000,,,,-65000.000,,
IncreaseDecreaseInOtherCurrentAssets,,-34000.000,,,,-16000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,-19000.000,,,,-53000.000,,
IncreaseDecreaseInSecurityDeposits,,5000.000,,,,5000.000,,
InterestExpenseBorrowings,176000.000,179000.000,181000.000,181000.000,183000.000,179000.000,179000.000,179000.000
InterestPaid,,163000.000,,,,175000.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,-67000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,-67000.000,,
NetCashProvidedByUsedInInvestingActivities,,-66000.000,,,,-39000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-66000.000,,,,-39000.000,,
NetCashProvidedByUsedInOperatingActivities,,120000.000,,,,17000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,120000.000,,,,17000.000,,
NetIncomeLoss,147000.000,-135000.000,-111000.000,-90000.000,-113000.000,-157000.000,-69000.000,-85000.000
NetIncomeLossAllocatedToGeneralPartners,1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-2000.000,0.000,-1000.000
NetIncomeLossAllocatedToLimitedPartners,146000.000,-134000.000,-110000.000,-89000.000,-112000.000,-155000.000,-69000.000,-84000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.160,-0.150,-0.120,-0.100,-0.120,-0.170,,
OperatingExpenses,243000.000,257000.000,229000.000,228000.000,264000.000,278000.000,235000.000,276000.000
OperatingIncomeLoss,,,,,,-157000.000,-69000.000,-85000.000
OtherIncome,97000.000,70000.000,104000.000,98000.000,106000.000,109000.000,90000.000,124000.000
OtherMaterialNoncashItems,,10000.000,,,,4000.000,,
OtherNoncashExpense,,,,,,27000.000,,
ProfitLoss,,-135000.000,,,,-157000.000,,
PropertyPlantAndEquipmentAdditions,,-90000.000,,,,-39000.000,,
RealEstateRevenueNet,511000.000,532000.000,543000.000,551000.000,555000.000,536000.000,579000.000,559000.000
RealEstateTaxExpense,77000.000,81000.000,91000.000,81000.000,80000.000,116000.000,83000.000,87000.000
RepaymentsOfDebt,,-42000.000,,,,45000.000,,
RepaymentsOfRelatedPartyDebt,,,,,,22000.000,,
Revenues,608000.000,602000.000,647000.000,649000.000,661000.000,645000.000,669000.000,683000.000
SalesRevenueNet,511000.000,532000.000,543000.000,551000.000,555000.000,536000.000,579000.000,559000.000
