,2011-12-31,2013-06-30,2014-06-30,2015-06-30,2016-06-30
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,6700000.000,-8300000.000,-26700000.000,-4900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-8600000.000,-11300000.000,-19200000.000,-25400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-15300000.000,-3000000.000,7500000.000,-20500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-9531000.000,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-7513000.000,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.180,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.180,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,2982000.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.070,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.070,,,,
IncomeTaxExpenseBenefit,-2018000.000,100000.000,-300000.000,-100000.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,4200000.000,4100000.000,800000.000,9400000.000
IncomeTaxReconciliationDeductionsOther,,3000000.000,-100000.000,-400000.000,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,1300000.000,400000.000,-400000.000,1000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-3300000.000,-4000000.000,-6700000.000,-8900000.000
IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,,1100000.000,-100000.000,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,500000.000,,,300000.000
IncomeTaxReconciliationOtherAdjustments,,100000.000,-200000.000,200000.000,-500000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,300000.000,-300000.000,-1000000.000,-200000.000
IncomeTaxReconciliationTaxCreditsForeign,,,,200000.000,200000.000
IncomeTaxReconciliationTaxCreditsResearch,,1100000.000,300000.000,100000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,2800000.000,10600000.000,-15800000.000,-700000.000
IncreaseDecreaseInAccountsReceivable,,4200000.000,7100000.000,-6200000.000,-11900000.000
IncreaseDecreaseInDeferredIncomeTaxes,,-1500000.000,,,
IncreaseDecreaseInDeferredRevenue,-7797000.000,-100000.000,-300000.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-5858000.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1080000.000,600000.000,-1400000.000,-100000.000,2100000.000
IncreaseDecreaseInReceivables,-35000.000,,,,
InterestIncomeExpenseNonoperatingNet,,1300000.000,200000.000,,
InvestmentIncomeInterest,194000.000,,,,
LeaseAndRentalExpense,,1100000.000,700000.000,700000.000,200000.000
NetCashProvidedByUsedInFinancingActivities,663000.000,,26800000.000,-100000.000,17800000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,663000.000,,26800000.000,-100000.000,17800000.000
NetCashProvidedByUsedInInvestingActivities,55249000.000,31700000.000,-10100000.000,-19400000.000,1300000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,55249000.000,31700000.000,-10100000.000,-19400000.000,1300000.000
NetCashProvidedByUsedInOperatingActivities,-15166000.000,-13900000.000,-3300000.000,-9600000.000,-14100000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19621000.000,-13900000.000,-3300000.000,-9600000.000,-14100000.000
NetIncomeLoss,-4531000.000,-8700000.000,-11000000.000,-19100000.000,-25400000.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,,7500000.000,
NonoperatingIncomeExpense,,,200000.000,300000.000,-200000.000
NumberOfOperatingSegments,,,1.000,,
OperatingCostsAndExpenses,,55700000.000,80200000.000,44100000.000,34500000.000
OperatingExpenses,24600000.000,,,,
OperatingIncomeLoss,-9762000.000,-22100000.000,-11500000.000,-19500000.000,-25200000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-4200000.000,1500000.000,-7800000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,3000.000,,,,
OtherIncome,,13500000.000,,,
OtherNoncashIncomeTaxExpense,-2018000.000,,,,
OtherNonoperatingIncome,,,,300000.000,100000.000
OtherNonoperatingIncomeExpense,37000.000,,,,
OtherOperatingIncome,,200000.000,100000.000,100000.000,
PaymentsForRestructuring,,,100000.000,2000000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,8900000.000,
PaymentsToAcquireInvestments,,,,17700000.000,15300000.000
PaymentsToAcquireLongtermInvestments,,,10000000.000,,
PaymentsToAcquireMarketableSecurities,11598000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,1000.000,1000000.000,100000.000,100000.000,200000.000
ProceedsFromIssuanceOfCommonStock,663000.000,27000000.000,26800000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfLongtermInvestments,,,,6900000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,,,16100000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,66624000.000,,,,
ProceedsFromSaleOfLongtermInvestments,,,,,700000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,224000.000,,,400000.000,
ProceedsFromStockOptionsExercised,,,0.000,0.000,
RepaymentsOfNotesPayable,,,,100000.000,300000.000
ResearchAndDevelopmentExpense,17765000.000,19200000.000,17500000.000,19800000.000,26300000.000
ResearchAndDevelopmentInProcess,,,,17600000.000,
RestructuringCharges,,,2100000.000,,
RevenueFromGrants,,600000.000,,,
Revenues,14838000.000,33600000.000,68700000.000,24600000.000,9300000.000
RoyaltyRevenue,,9600000.000,15100000.000,16100000.000,9100000.000
SalesRevenueNet,14838000.000,19900000.000,68600000.000,24500000.000,9300000.000
SalesRevenueServicesGross,,,53600000.000,8400000.000,
SalesRevenueServicesNet,,23800000.000,53500000.000,8400000.000,
ShareBasedCompensation,2166000.000,2600000.000,1700000.000,2100000.000,2000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000,0.000,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.791,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.015,0.017,0.014
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,0.006,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,0.003,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,0.008,0.008,0.007
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,108135.000,531252.000,249361.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,34.360,13.370,12.770
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,1166590.000,912975.000,1432000.000,1636667.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,2.390,2.470,1.650,1.260
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,3.950,2.420,2.170
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,36000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,26800000.000,7500000.000,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,200000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,2166000.000,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,627000.000,,,,
UnrealizedGainLossOnInvestments,,,,-100000.000,100000.000
WeightedAverageNumberOfDilutedSharesOutstanding,42336000.000,28217515.000,31347888.000,35367117.000,38635452.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,31347888.000,35360841.000,38635452.000
WeightedAverageNumberOfSharesOutstandingBasic,42336000.000,28217515.000,,35367117.000,38635452.000
