,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,1400000.000,491000.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,5569000.000,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,276000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,,0.000,1442000.000,491000.000
AmortizationOfFinancingCosts,,,,80000.000
AmortizationOfIntangibleAssets,,,80994.000,217247.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1919186.000,1120333.000,-1887976.000,-1175779.000
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,,36600000.000,36900000.000,27400000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,36913582.000,37590342.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,3187805.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,27878859.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,-1552450.000,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,36217790.000,,
DistributionsPerLimitedPartnershipUnitOutstanding,1.940,1.950,1.950,1.950
EarningsPerShareBasic,,,,2.210
EarningsPerShareBasicAndDiluted,2.090,2.040,1.940,
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,,,,-491000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,0.000
GeneralPartnersCapitalAccountDistributionAmount,-5854122.000,-5977668.000,-4256277.000,
IncreaseDecreaseInAccountsPayable,17513.000,-74753.000,16991.000,112355.000
IncreaseDecreaseInAccruedInterestReceivableNet,379683.000,-2489298.000,2600218.000,3221197.000
IncreaseDecreaseInAccruedLiabilities,40526.000,-1246.000,-31706.000,-15937.000
IncreaseDecreaseInDueFromRelatedParties,456849.000,,,
IncreaseDecreaseInDueToRelatedParties,-171646.000,-1452318.000,-657362.000,1239672.000
IncreaseDecreaseInOtherOperatingAssets,-479.000,169317.000,17983.000,340215.000
IncreaseDecreaseInRestrictedCash,15813.000,16111.000,-160108.000,8617.000
InterestExpenseDebt,1500000.000,1468836.000,1181507.000,729808.000
InterestIncomeOperating,34101550.000,35779392.000,37249385.000,40486936.000
InterestIncomeRelatedParty,,,15162053.000,9855596.000
InterestPaid,1500000.000,1479452.000,1213356.000,787781.000
LimitedPartnersCapitalAccountDistributionAmount,-35098089.000,-36217790.000,-36913582.000,
NetCashProvidedByUsedInFinancingActivities,-30080055.000,-33425707.000,-38834479.000,-29342016.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-30080055.000,-33425707.000,-38834479.000,-29342016.000
NetCashProvidedByUsedInInvestingActivities,-13401985.000,-14054314.000,-6787329.000,-18091584.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13401985.000,-14054314.000,-6787329.000,-18091584.000
NetCashProvidedByUsedInOperatingActivities,45401226.000,48600354.000,43733832.000,46257821.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,45401226.000,48600354.000,43733832.000,46257821.000
NetIncomeLoss,42174553.000,42300733.000,41003217.000,47600999.000
NetIncomeLossAllocatedToLimitedPartners,37796687.000,37909769.000,36746939.000,42659849.000
OriginationOfNotesReceivableFromRelatedParties,6181595.000,6754674.000,1382470.000,1155732.000
OtherDeferredCostAmortizationExpense,161165.000,128103.000,,
PartnersCapitalAccountContributions,,,390.000,
PartnersCapitalAccountDistributions,-37968994.000,40643008.000,41169859.000,38875499.000
PartnersCapitalAccountRedemptions,,349000.000,3917043.000,1428000.000
PartnersCapitalAccountUnitsRedeemed,,17450.000,,
PaymentsOfOrdinaryDividends,,-25849039.000,-26911549.000,
PaymentsOfStockIssuanceCosts,0.000,,,
PaymentsToAcquireMortgageNotesReceivable,25343522.000,27226942.000,27976274.000,42008561.000
ProceedsFromLinesOfCredit,,,,15000000.000
ProceedsFromRepaymentsOfLinesOfCredit,0.000,-1250000.000,-3750000.000,
ProceedsFromSaleAndCollectionOfMortgageNotesReceivable,17661122.000,19220508.000,7658019.000,16429940.000
ProfessionalFees,,266000.000,268000.000,528000.000
ProvisionForLoanAndLeaseLosses,,,4513000.000,
ProvisionForLoanLeaseAndOtherLosses,,,,-184000.000
ProvisionForLoanLossesExpensed,4015168.000,5569266.000,4512684.000,-184001.000
RelatedPartyTransactionAmountsOfTransaction,,8960000.000,6515000.000,1936000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,1690000.000
RepaymentOfNotesReceivableFromRelatedParties,8776854.000,9760839.000,10399935.000,12502900.000
RepaymentsOfLinesOfCredit,,,,13750000.000
Revenues,51426947.000,53159213.000,53057846.000,51244608.000
SalesRevenueNet,51426947.000,53159213.000,53057846.000,51244608.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,19316696.000
