,2011-12-31,2012-12-31,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,707000.000,1081000.000
AmortizationOfAdvanceRoyalty,1423000.000,1450000.000,311000.000
AssetImpairmentCharges,35000.000,338000.000,819000.000
CapitalExpendituresIncurredButNotYetPaid,247000.000,76000.000,
CashPeriodIncreaseDecrease,-23861000.000,1219000.000,-943000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,1727000.000
ComprehensiveIncomeNetOfTax,,-24293000.000,-1769000.000
Depreciation,,1624000.000,391000.000
DepreciationAndAmortization,4123000.000,3075000.000,391000.000
DevelopmentCosts,,1229000.000,114000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,8159000.000
EarningsPerShareBasicAndDiluted,-0.200,-0.100,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-35000.000,77000.000,163000.000
ExplorationExpense,15119000.000,7849000.000,2788000.000
FinancialServicesCosts,,6489000.000,151000.000
ForeignCurrencyTransactionGainLossBeforeTax,-46000.000,-18000.000,-314000.000
ForeignCurrencyTransactionLossBeforeTax,,18000.000,314000.000
GainLossOnInvestments,-445000.000,,
GainLossOnSaleOfOtherAssets,-171000.000,98000.000,24000.000
GainLossOnSaleOfOtherInvestments,-378000.000,,
GainLossOnSaleOfPropertyPlantEquipment,-171000.000,98000.000,24000.000
GeneralAndAdministrativeExpense,7940000.000,8284000.000,2614000.000
ImpairmentOfInvestments,5752000.000,718000.000,
ImpairmentOfLongLivedAssetsHeldForUse,,260000.000,
IncomeLossFromContinuingOperations,,,-8201000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-39884000.000,-26282000.000,-8848000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTax,,,6432000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,1022000.000
