,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,79259.000,101811.000,115696.000,84893.000,88418.000,65309.000,72695.000,76303.000,51033.000,79234.000
AdditionalPaidInCapital,2251751.000,2779374.000,2779373.000,2779373.000,2779373.000,2779373.000,2779373.000,2779373.000,2779373.000,2779373.000
Assets,2869586.000,4226150.000,3310944.000,2478916.000,2675925.000,2169292.000,2096330.000,1576467.000,1230639.000,950391.000
Cash,17475.000,0.000,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,-154489.000,28959.000,-83958.000,,-48780.000,34876.000
DueFromRelatedParties,39886.000,20970.000,,,,,1647.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,2500.000,5419.000,7981.000,17084.000,1640.000,49359.000,1630.000,7600.000,2217.000,538.000
InvestmentOwnedAtCost,25315.000,57880.000,1039440.000,925524.000,807318.000,764575.000,645406.000,494916.000,376851.000,319019.000
InvestmentOwnedAtFairValue,25315.000,57880.000,1039440.000,925524.000,807318.000,764575.000,645406.000,494916.000,376851.000,319019.000
Investments,,,,,652829.000,793534.000,561448.000,,328071.000,353895.000
Liabilities,328005.000,107230.000,241869.000,356877.000,244547.000,125762.000,158283.000,128986.000,123875.000,79772.000
LiabilitiesAndStockholdersEquity,2869586.000,4226150.000,3310944.000,2478916.000,2675925.000,2169292.000,2096330.000,1576467.000,1230639.000,950391.000
OtherPrepaidExpenseCurrent,,,,,,,,60500.000,38002.000,18904.000
PrepaidExpenseCurrent,,,,10216.000,9506.000,7376.000,1950.000,10519.000,6553.000,3277.000
PrepaidExpenseCurrentAndNoncurrent,,,464.000,,,,,,,
RatioOfIndebtednessToNetCapital,,,,,4.000,,,,,
RatioOfIndebtednessToNetCapital1,,,,,,4.000,4.000,4.000,4.000,4.000
RestrictedCashAndCashEquivalents,2786910.000,3716947.000,2226540.000,1543176.000,1859101.000,1357288.000,1447327.000,999578.000,787388.000,574315.000
RetainedEarningsAccumulatedDeficit,289830.000,1339546.000,289702.000,-657334.000,-347995.000,-735843.000,-841326.000,-1331892.000,-1672609.000,-1908754.000
SharesOutstanding,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000
StockholdersEquity,2541581.000,4118920.000,3069075.000,2122039.000,2431378.000,2043530.000,1938047.000,1447481.000,1106764.000,870619.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2541581.000,4118920.000,3069075.000,2122039.000,2431378.000,2043530.000,1938047.000,1447481.000,1106764.000,870619.000
