,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,22147995.000
ComprehensiveIncomeNetOfTax,-2070029.000
Depreciation,43447.000
DepreciationDepletionAndAmortization,46873.000
EarningsPerShareBasicAndDiluted,-0.240
EffectOfExchangeRateOnCashAndCashEquivalents,-1212.000
GainLossOnSaleOfPropertyPlantEquipment,0.000
GeneralAndAdministrativeExpense,1120788.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-287597.000
IncreaseDecreaseInInventories,101046.000
IncreaseDecreaseInOtherReceivables,-72445.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,191015.000
InterestExpense,5280.000
InterestExpenseDebt,5270.000
InterestPaid,5280.000
NetCashProvidedByUsedInFinancingActivities,25110452.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,25110452.000
NetCashProvidedByUsedInInvestingActivities,-457223.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-457223.000
NetCashProvidedByUsedInOperatingActivities,-2504022.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2504022.000
NetIncomeLoss,-2055743.000
NonoperatingIncomeExpense,-6645.000
OperatingExpenses,2049098.000
OperatingIncomeLoss,-2049098.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-14286.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-14286.000
OtherNonoperatingIncomeExpense,-1365.000
PaymentsToAcquireIntangibleAssets,0.000
PaymentsToAcquirePropertyPlantAndEquipment,457223.000
ProceedsFromConvertibleDebt,0.000
ProceedsFromIssuanceOfCommonStock,24989257.000
ProceedsFromIssuanceOfLongTermDebt,125758.000
ProceedsFromSaleOfPropertyPlantAndEquipment,0.000
RepaymentsOfSecuredDebt,4563.000
ResearchAndDevelopmentExpense,720022.000
SellingAndMarketingExpense,208288.000
ShareBasedCompensation,12061.000
StockIssuedDuringPeriodValueNewIssues,24989257.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,12061.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8400795.000
