,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,241370.000,13109000.000,15800000.000,18068000.000,24391000.000,28852000.000,45134000.000,47223000.000,51457000.000
AccountsReceivableNet,,4858000.000,4152000.000,4676000.000,8029000.000,7541000.000,12768000.000,12627000.000,21735000.000
AccumulatedDistributionsInExcessOfNetIncome,,6923000.000,7450000.000,15109000.000,22718000.000,27831000.000,41563000.000,59115000.000,66523000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-536383.000,-37000.000,-87000.000,-94000.000,-1281000.000,-1886000.000,-1199000.000,896000.000,1067000.000
AdditionalPaidInCapital,199978.000,16091000.000,86775000.000,228401000.000,370851000.000,433157000.000,495881000.000,573135000.000,760704000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,100000.000,100000.000,,,,,,
AssetRetirementObligation,,,,,,,,100000.000,
Assets,2245666.000,270154000.000,319187000.000,479791000.000,740017000.000,840380000.000,1124426000.000,1407717000.000,1526256000.000
AssetsNeededForImmediateSettlementAggregateFairValue,,,,,1300000.000,2000000.000,1200000.000,,
CashAndCashEquivalentsAtCarryingValue,500050.000,27036000.000,60038000.000,51081000.000,119615000.000,151253000.000,64492000.000,63245000.000,180411000.000
ConstructionInProgressGross,,2504000.000,3889000.000,5061000.000,10469000.000,14988000.000,12858000.000,15988000.000,5296000.000
ContractualObligation,,,,22710000.000,17898000.000,21808000.000,31096000.000,25346000.000,18431000.000
CreditDerivativeMaximumExposureUndiscounted,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,1000000.000,1200000.000
DeferredFinanceCostsCurrentNet,,600000.000,500000.000,800000.000,,,,,
DeferredFinanceCostsNet,,,,,1776000.000,2232000.000,3863000.000,3565000.000,3441000.000
DeferredOfferingCosts,,100000.000,300000.000,1100000.000,1300000.000,3000000.000,3900000.000,5000000.000,1000000.000
DeferredTaxAssetsDeferredIncome,,,,11000.000,,,,12000.000,
DeferredTaxAssetsGross,,,,2962000.000,,,,5463000.000,
DeferredTaxAssetsLiabilitiesNet,,,,1005000.000,,,,1356000.000,
DeferredTaxAssetsNet,,,,1009000.000,,,1900000.000,1361000.000,1500000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,621000.000,,,,1114000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,1100000.000,,,,,
DeferredTaxAssetsOther,,,,323000.000,,,,395000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,30000.000,,,,972000.000,
DeferredTaxAssetsValuationAllowance,,,,1953000.000,,,,4102000.000,
DeferredTaxLiabilitiesOther,,,,4000.000,,,,5000.000,
DerivativeAssetCollateralObligationToReturnCashOffset,,,,,,,0.000,0.000,0.000
DerivativeNetLiabilityPositionAggregateFairValue,,0.000,0.000,0.000,1200000.000,1800000.000,1100000.000,,
DividendsPayableCurrentAndNoncurrent,,46000.000,577000.000,1846000.000,3908000.000,5565000.000,6314000.000,7192000.000,8446000.000
DueToRelatedPartiesCurrentAndNoncurrent,2040679.000,103911000.000,79773000.000,4985000.000,8508000.000,11717000.000,11307000.000,231258000.000,21429000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,200000.000,500000.000,,
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,1900000.000,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationAssets,,,,331647000.000,,,,338657000.000,
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,15170000.000,,,,20004000.000,
EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,,,,147106000.000,,,,128614000.000,
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,,,,184541000.000,,,,210043000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,279492000.000,,,,291015000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,169371000.000,,,,190039000.000,
EquityMethodInvestments,,37890000.000,38672000.000,37599000.000,38000000.000,38817000.000,35743000.000,35712000.000,35731000.000
EscrowDeposit,,,,9607000.000,,,,,
FurnitureAndFixturesGross,,13142000.000,13326000.000,16496000.000,28263000.000,32904000.000,57321000.000,67541000.000,69009000.000
InvestmentBuildingAndBuildingImprovements,,141000.000,183000.000,815000.000,886000.000,1002000.000,9430000.000,10279000.000,23436000.000
Land,,34900000.000,34900000.000,47900000.000,67400000.000,76567000.000,112881000.000,211278000.000,211278000.000
Liabilities,2282049.000,225766000.000,204850000.000,233599000.000,355031000.000,398902000.000,634392000.000,857608000.000,796391000.000
LiabilitiesAndStockholdersEquity,2245666.000,270154000.000,319187000.000,479791000.000,740017000.000,840380000.000,1124426000.000,1407717000.000,1526256000.000
LiabilityForUncertainTaxPositionsNoncurrent,,0.000,0.000,0.000,,,,,
