,2011-06-30
CostOfGoodsSold,176000.000
Depreciation,12000.000
EarningsPerShareBasic,-0.070
EarningsPerShareDiluted,-0.070
GeneralAndAdministrativeExpense,839000.000
GrossProfit,312000.000
InvestmentIncomeInterest,0.000
NetIncomeLoss,-1044000.000
NonoperatingIncomeExpense,9000.000
OccupancyNet,132000.000
OperatingExpenses,1365000.000
OperatingIncomeLoss,-1053000.000
OtherNonoperatingIncome,9000.000
ResearchAndDevelopmentExpense,254000.000
SalesRevenueGoodsNet,488000.000
SellingAndMarketingExpense,128000.000
WeightedAverageNumberOfDilutedSharesOutstanding,15601601.000
WeightedAverageNumberOfSharesOutstandingBasic,15601601.000
