,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-595000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-867000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,446000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,27683000.000
ComprehensiveIncomeNetOfTax,,1028000.000,33000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1169000.000,,
DeferredIncomeTaxExpenseBenefit,,,-100000.000
DepreciationAmortizationAndAccretionNet,,,331000.000
EarningsPerShareBasicAndDiluted,0.020,0.230,0.340
FederalDepositInsuranceCorporationPremiumExpense,352000.000,359000.000,139000.000
FeesAndCommissionsDepositorAccounts,797000.000,830000.000,781000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,722000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-64000.000,377000.000,
IncomeTaxExpenseBenefit,-94000.000,-3000.000,165000.000
IncomeTaxesPaidNet,,,244000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-85000.000
IncreaseDecreaseInDeposits,,,14074000.000
IncreaseDecreaseInFederalFundsSold,,,-3000000.000
IncreaseDecreaseInOtherOperatingAssets,,,-301000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-176000.000
InterestAndDividendIncomeOperating,9104000.000,8871000.000,8337000.000
InterestAndDividendIncomeSecurities,,,33000.000
InterestAndFeeIncomeLoansAndLeases,7903000.000,7721000.000,7227000.000
InterestExpense,1423000.000,1291000.000,1067000.000
InterestExpenseDeposits,1359000.000,1227000.000,1012000.000
InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase,64000.000,64000.000,55000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,4616000.000,5284000.000,5187000.000
InterestIncomeExpenseNet,7681000.000,7580000.000,7270000.000
InterestIncomeSecuritiesTaxExempt,286000.000,301000.000,315000.000
InterestIncomeSecuritiesTaxable,859000.000,802000.000,756000.000
InterestPaid,,,1473000.000
LaborAndRelatedExpense,3196000.000,3570000.000,3464000.000
NetCashProvidedByUsedInFinancingActivities,,,16489000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,16489000.000
NetCashProvidedByUsedInInvestingActivities,,,7670000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,7670000.000
NetCashProvidedByUsedInOperatingActivities,,,3524000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,3524000.000
NetIncomeLoss,,380000.000,557000.000
NoninterestExpense,6191000.000,6667000.000,6297000.000
NoninterestIncome,1511000.000,1760000.000,1832000.000
NoninterestIncomeOther,714000.000,930000.000,605000.000
OccupancyNet,825000.000,820000.000,828000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-524000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,-294000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,1139000.000,648000.000,-230000.000
OtherInterestAndDividendIncome,14000.000,4000.000,6000.000
OtherNoninterestExpense,971000.000,1057000.000,1095000.000
PaymentsForProceedsFromLoansAndLeases,,,-11066000.000
PaymentsForRepurchaseOfCommonStock,,,49000.000
PaymentsToAcquireAvailableForSaleSecurities,,,41458000.000
PaymentsToAcquireHeldToMaturitySecurities,,,19486000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,125000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,47945000.000
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,,,2464000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,11815000.000
ProceedsFromSaleOfForeclosedAssets,,,913000.000
ProfessionalFees,291000.000,237000.000,240000.000
ProfitLoss,30000.000,,
ProfitLossFromRealEstateOperations,-556000.000,-624000.000,-531000.000
ProvisionForLoanAndLeaseLosses,,,2083000.000
ProvisionForLoanLossesExpensed,3065000.000,2296000.000,2083000.000
WeightedAverageNumberOfDilutedSharesOutstanding,1664614.000,1664344.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1661636.000
