,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesAmountPaid,,6540116.000,,,,
AssetManagementCosts,26123720.000,23063055.000,16673886.000,11605429.000,10471750.000,9109377.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-322828576.000,137369685.000,-221254536.000,-54514888.000,-90916959.000,-60890208.000
CostsAndExpenses,,,53810139.000,53435119.000,42969595.000,35522528.000
DerivativeGainLossOnDerivativeNet,,,,,,5265762.000
DistributionFees,,,,-628.000,,
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,,,,,21977.000,29837.000
FloorBrokerageExchangeAndClearanceFees,4371804.000,5325660.000,4142902.000,4832579.000,5697454.000,5138660.000
GainLossOnInvestments,-14508604.000,604877.000,-5227361.000,-3923772.000,-519478.000,-929506.000
GainLossOnSaleOfCommodityContracts,,5625612.000,,,,
GainLossOnSaleOfDerivatives,,,,,50926606.000,24891752.000
GainLossOnSaleOfInvestments,-2289037651.000,-2548622673.000,-1631677633.000,-992150314.000,-866151335.000,-1388094718.000
GeneralAndAdministrativeExpense,6824331.000,6540116.000,5011567.000,2723743.000,2084094.000,1741461.000
IncomeLossAttributableToParent,,,,53290730.000,-26938191.000,-9776304.000
IncreaseDecreaseInAccruedInterestReceivableNet,-63131.000,,,,,
IncreaseDecreaseInAccruedLiabilities,44474.000,-85531.000,,,,
IncreaseDecreaseInOtherAccountsPayable,-13050625.000,0.000,177898.000,10799168.000,-10760210.000,1364323.000
IncreaseDecreaseInOtherAccruedLiabilities,131891.000,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,364930.000,-57487.000,,,,
IncreaseDecreaseInPayablesToBrokerDealers,60594.000,76104.000,-133511.000,1491.000,-8205.000,-15486.000
InvestmentAdvisoryFees,,,,-554872.000,,
InvestmentIncomeInterest,11686695.000,14949610.000,9881356.000,6215802.000,3317092.000,5047602.000
InvestmentIncomeInvestmentExpense,84954757.000,,,,,
InvestmentIncomeNet,-87776666.000,-63558515.000,-49156144.000,-51143089.000,-39652503.000,-30474926.000
InvestmentIncomeNonoperating,-2821909.000,15554487.000,,,,
MarketableSecuritiesRealizedGainLoss,,,,,-338953.000,-871127.000
MarketableSecuritiesUnrealizedGainLoss,,,,,-180525.000,-58379.000
MarketingExpense,19182712.000,18152168.000,,,,
NetCashProvidedByUsedInFinancingActivities,217927238.000,-122659559.000,-367104625.000,-218036135.000,-69824121.000,-63465448.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,217927238.000,-122659559.000,-367104625.000,-218036135.000,-69824121.000,-63465448.000
NetCashProvidedByUsedInOperatingActivities,-540755814.000,260029244.000,145850089.000,163521267.000,-21092838.000,2575240.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-540755814.000,260029244.000,145850089.000,163521267.000,-21092838.000,2575240.000
NetIncomeLoss,-134312843.000,-83902956.000,-28053231.000,53442352.000,-28790728.000,-8543415.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,151622.000,-1852537.000,1232889.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-14508604.000,604877.000,,,,
NoninterestExpenseInvestmentAdvisoryFees,,,,,1011765.000,1428562.000
NonoperatingGainsLosses,,,4653995.000,2292030.000,,
PartnersCapitalAccountContributions,347400211.000,144267130.000,71291565.000,46712384.000,68298890.000,44919032.000
PartnersCapitalAccountRedemptions,132058958.000,279141338.000,-426707569.000,-239010228.000,-137230683.000,-116760688.000
PaymentsOfDividendsMinorityInterest,,,,,2818342.000,69109.000
ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,,,,,2572536.000,67579.000
ProceedsFromIssuanceOrSaleOfEquity,323789875.000,128390810.000,62230923.000,36935294.000,40025835.000,27306759.000
ProceedsFromOtherEquity,15876320.000,9060642.000,,,,
ProceedsFromPaymentsToMinorityShareholders,,,,7168316.000,25819976.000,16228805.000
ProfessionalFees,23433566.000,21972275.000,16692370.000,10863419.000,9602774.000,8297973.000
ReimbursementRevenue,,0.000,,,,
ServicingFees,,,,-221949.000,,
TradingGainsLosses,-46536177.000,-20344441.000,21102913.000,104585441.000,10861775.000,21931511.000
TradingSecuritiesRealizedGainLoss,-19473968.000,5921868.000,4337000.000,107984227.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,-22690405.000,-20940649.000,20908815.000,1433793.000,,
UnrealizedGainLossOnCommodityContracts,,-20940649.000,20908815.000,1433793.000,-33847899.000,3512299.000
UnrealizedGainLossOnDerivatives,,,,,-33847899.000,3107925.000
UnrealizedGainLossOnDerivativesAndCommodityContracts,-22690405.000,-20940649.000,,,,
