,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,294500000.000,372500000.000,297400000.000,388000000.000,304800000.000,274500000.000,280700000.000,396700000.000,409500000.000,219600000.000,171100000.000,251000000.000,209600000.000,174300000.000,143100000.000,179100000.000,151900000.000,145800000.000,125700000.000,262500000.000,172700000.000,159700000.000,129400000.000,205400000.000,244300000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,1400000.000,,,
AccountsReceivableNetCurrent,269800000.000,324900000.000,396400000.000,322500000.000,269200000.000,302600000.000,390600000.000,295300000.000,286900000.000,186700000.000,257200000.000,179400000.000,191900000.000,187400000.000,238200000.000,188800000.000,169200000.000,185900000.000,222600000.000,173100000.000,135100000.000,163100000.000,224300000.000,173000000.000,136600000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,9100000.000,9000000.000,12400000.000,10300000.000,7400000.000,6900000.000,5600000.000,6600000.000,2400000.000,5100000.000,1700000.000,2900000.000,0.000,2400000.000,2500000.000,5800000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,5800000.000,,,,6200000.000,,,,7500000.000,,,,10000000.000,,,,13900000.000,
AccumulatedDeferredInvestmentTaxCredit,8500000.000,7700000.000,6900000.000,6100000.000,5500000.000,5000000.000,4500000.000,3900000.000,3400000.000,2900000.000,2400000.000,1900000.000,1600000.000,1400000.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3231500000.000,3255100000.000,3295200000.000,3340900000.000,3394400000.000,3455700000.000,3490100000.000,3547100000.000,3620000000.000,2888200000.000,2935000000.000,2978800000.000,3010900000.000,3046300000.000,3093000000.000,3119000000.000,3156200000.000,3209400000.000,3262800000.000,3274400000.000,3328300000.000,3372200000.000,3431100000.000,3488900000.000,3503800000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-46900000.000,-41800000.000,-35500000.000,-40600000.000,-42100000.000,-41500000.000,-41000000.000,-49100000.000,-48300000.000,-53300000.000,-51900000.000,-28200000.000,-27900000.000,-27600000.000,-27300000.000,-41400000.000,-41200000.000,-40500000.000,-36100000.000,-35100000.000,-34700000.000,-29400000.000,-29000000.000,-29300000.000,-28700000.000
AdditionalPaidInCapitalCommonStock,,,,1034300000.000,,,,1046400000.000,,,,1071600000.000,,,,1085600000.000,,,,1099300000.000,,,,1103800000.000,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,2600000.000,1700000.000,1500000.000,0.000,1900000.000,1100000.000,900000.000,1500000.000,1600000.000,1200000.000,1200000.000,1500000.000,1400000.000,,1400000.000,2000000.000,1500000.000,1100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1400000.000,1700000.000,2400000.000,3800000.000,2500000.000,1500000.000,2800000.000,,,,,,,,,,,,,,,,,,
AssetRetirementObligation,,,,,51900000.000,52400000.000,53400000.000,54000000.000,54500000.000,54700000.000,54600000.000,55200000.000,55800000.000,56500000.000,58600000.000,58600000.000,58900000.000,59400000.000,61700000.000,63300000.000,64000000.000,64700000.000,65200000.000,69600000.000,70300000.000
Assets,7690600000.000,8135500000.000,8378800000.000,8906000000.000,9074500000.000,9351400000.000,9706000000.000,9922200000.000,9981800000.000,8848500000.000,9144200000.000,9134700000.000,9250700000.000,9324300000.000,9462700000.000,9527800000.000,9502200000.000,9593600000.000,9617800000.000,9597400000.000,9523300000.000,9659200000.000,9784000000.000,9939600000.000,10134900000.000
AssetsCurrent,596400000.000,705200000.000,726500000.000,652700000.000,601400000.000,727800000.000,856500000.000,794200000.000,626500000.000,607000000.000,758000000.000,694600000.000,702500000.000,696700000.000,740000000.000,705800000.000,653300000.000,682000000.000,753100000.000,570200000.000,455900000.000,527200000.000,547100000.000,549500000.000,538100000.000
AssetsHeldForSaleCurrent,,,,,,,,25500000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,136300000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,5400000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,39400000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,-5000000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,24300000.000,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred,,,,200400000.000,,,,,,,,,,,,,,,,,,,,,
CapitalizationLongtermDebtAndEquity,,,,5556400000.000,,,,5921000000.000,,,,5437200000.000,,,,5999700000.000,,,,6081600000.000,,,,6074300000.000,
CapitalizedComputerSoftwareNet,,,,,,,,33100000.000,,,,24000000.000,,,,38100000.000,,,,36700000.000,,,,37500000.000,
CashAndCashEquivalentsAtCarryingValue,4000000.000,5100000.000,5600000.000,4600000.000,1600000.000,1700000.000,10200000.000,1800000.000,7100000.000,0.000,0.000,6800000.000,2400000.000,2200000.000,0.000,5500000.000,1500000.000,0.000,43300000.000,75200000.000,0.000,0.000,0.000,300000.000,0.000
CollateralAlreadyPostedAggregateFairValue,,,,,,,,,100000.000,,,,,,,,,,,,,,,,
