,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,82245.000,,,,98945.000,,,,143944.000,,,,213996.000,,,,300743.000,,,,-226119.000,,
AllocatedShareBasedCompensationExpense,,,,,99000.000,,,,144000.000,,,,214000.000,,,,301000.000,,446000.000,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,23000.000,24000.000,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,292330.000,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,690780.000,1922905.000,1862079.000,-2745773.000,1898079.000,543080.000,166800.000,-2295329.000,302000.000,2000.000,92000.000,-139000.000,1764229.000,257000.000,1813599.000,-2044604.000,,,145750.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-674238.000,,,,389652.000,,,,-1152924.000,,,,557931.000,,,,121732.000,,,,-448506.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-60034.000,,,,6318.000,,,,4975.000,,,,4975.000,,,,0.000,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,428770.000,,383197.000,901197.000,454340.000,3832437.000,-219740.000,174584.000,-679244.000,-447746.000,,,
CostOfGoodsSold,1817477.000,1281561.000,1491225.000,1876863.000,1843899.000,1626965.000,1482329.000,2474054.000,1345330.000,1229409.000,1431766.000,1927362.000,1586105.000,1767175.000,1670359.000,2256637.000,1769565.000,1944101.000,1850838.000,2046736.000,1912007.000,1818672.000,2112099.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,-149000.000,,,,-26000.000,,
DepreciationAndAmortization,,,,,,,,,231271.000,,,,324188.000,,,,457309.000,,,,226012.000,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,,200000.000,,253515.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,0.000,250000.000,,,,250000.000,,,,250000.000,,0.000,0.000,250000.000,,,,
