,2011-06-30,2011-12-31,2012-03-31
AdjustmentForAmortization,,11400000.000,
AmortizationOfDebtDiscountPremium,,400000.000,
AmortizationOfFinancingCosts,,1400000.000,
BusinessCombinationAcquisitionRelatedCosts,400000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-77800000.000,
ComprehensiveIncomeNetOfTax,,,7100000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,275300000.000,214300000.000,261300000.000
CostsAndExpenses,322800000.000,258400000.000,296800000.000
Depreciation,,10100000.000,
DepreciationDepletionAndAmortization,22700000.000,21500000.000,21700000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,100000.000,
ForeignCurrencyTransactionGainLossUnrealized,,500000.000,
GainLossOnSaleOfPropertyPlantEquipment,,,9800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5700000.000,-10000000.000,12900000.000
IncomeTaxExpenseBenefit,3600000.000,-4400000.000,5400000.000
IncreaseDecreaseInAccountsPayable,,-54900000.000,
IncreaseDecreaseInAccountsReceivable,,-700000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-9200000.000,
IncreaseDecreaseInIncomeTaxes,,-4500000.000,
IncreaseDecreaseInInventories,,8100000.000,
IncreaseDecreaseInOtherOperatingAssets,,-100000.000,
InterestExpense,17300000.000,17500000.000,17500000.000
NetCashProvidedByUsedInFinancingActivities,,-18100000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-18100000.000,
NetCashProvidedByUsedInInvestingActivities,,-6000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-6000000.000,
NetCashProvidedByUsedInOperatingActivities,,-53800000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-53800000.000,
NetIncomeLoss,2100000.000,-5600000.000,7500000.000
OtherNoncashIncomeExpense,,-200000.000,
OtherOperatingIncomeExpenseNet,-400000.000,700000.000,1000000.000
PaidInKindInterest,,4400000.000,
PaymentsForRepurchaseOfCommonStock,,300000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,6000000.000,
ProceedsFromLinesOfCredit,,35000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,-100000.000,
RepaymentsOfLinesOfCredit,,17500000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,200000.000,
RepaymentsOfSecuredDebt,,35000000.000,
RestructuringCharges,600000.000,200000.000,900000.000
Revenues,328500000.000,248400000.000,309700000.000
SalesRevenueNet,328500000.000,248400000.000,309700000.000
SellingGeneralAndAdministrativeExpense,6100000.000,5600000.000,6200000.000
ShareBasedCompensation,,300000.000,
