,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,167000.000,,,,1101000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-111000.000,137000.000,-40000.000,-46000.000,111000.000,-10000.000,-128000.000
OtherComprehensiveIncomeLossNetOfTax,,,,1567000.000,-1258000.000,244000.000,2032000.000,-1214000.000,30000.000,1772000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,632000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,971000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,,-2091000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,,-766000.000,,
OtherDepreciationAndAmortization,,,,24633000.000,24902000.000,,,,,
PaymentsForPreviousAcquisition,,,,,,,,3200000.000,,
PaymentsOfDividends,,,769000.000,,,0.000,,,,11688000.000
PaymentsOfFinancingCosts,,,38000.000,,,49000.000,,,,43000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,4637000.000,,,5071000.000,,,,8779000.000
ProceedsFromIssuanceOfLongTermDebt,,,0.000,,,,,,,
RepaymentsOfLongTermDebt,,,2330000.000,,,12346000.000,,,,1349000.000
Revenues,420019000.000,459487000.000,444826000.000,436661000.000,470947000.000,484271000.000,464350000.000,486926000.000,512736000.000,474039000.000
SalesRevenueNet,420019000.000,459487000.000,444826000.000,436661000.000,470947000.000,484271000.000,464350000.000,486926000.000,512736000.000,474039000.000
SellingGeneralAndAdministrativeExpense,40504000.000,37095000.000,42680000.000,52036000.000,40438000.000,42528000.000,41348000.000,38436000.000,39024000.000,42451000.000
ShareBasedCompensation,,,524000.000,,,535000.000,,,,533000.000
WriteOffOfDeferredDebtIssuanceCost,,,0.000,,,,,,,
