,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29
AdjustmentsToAdditionalPaidInCapitalOther,,,214000.000,,,2617000.000,,,,2094000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,524000.000,,,535000.000,,,,533000.000
AmortizationOfDebtDiscountPremium,,,508000.000,,,538000.000,,,,489000.000
AmortizationOfFinancingCosts,,,1919000.000,,,2045000.000,,,,1922000.000
AmortizationOfIntangibleAssets,,,7700000.000,,,7700000.000,,,,7700000.000
BusinessCombinationAcquisitionRelatedCosts,0.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,11118000.000,,,-13410000.000,,,,-18388000.000
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,769000.000,,,,,,,11688000.000
CashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,,0.000,,,,
ComprehensiveIncomeNetOfTax,,,,,,14487000.000,11680000.000,9357000.000,15932000.000,3466000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,9984000.000,-139000.000,7482000.000,,,,,
CostOfGoodsSold,361937000.000,393467000.000,365425000.000,363096000.000,395589000.000,397803000.000,385806000.000,410840000.000,428575000.000,407113000.000
DeferredIncomeTaxExpenseBenefit,,,-6911000.000,,,-5421000.000,,,,-883000.000
Depreciation,,,16947000.000,,,15040000.000,,,,14943000.000
DepreciationAndAmortization,,,,,,22740000.000,23474000.000,22616000.000,22705000.000,22643000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,-687000.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-10000.000,,,7000.000,,,,2000.000
ForeignCurrencyTransactionGainLossUnrealized,98000.000,-1433000.000,403000.000,-487000.000,780000.000,-377000.000,-530000.000,290000.000,-539000.000,-541000.000
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,,,,,,,0.000,,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,,0.000,0.000,0.000,,,,,
GrossProfit,58082000.000,66020000.000,79401000.000,73565000.000,75358000.000,86468000.000,78544000.000,76086000.000,84161000.000,66926000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7875000.000,1642000.000,14355000.000,-1914000.000,13274000.000,21740000.000,15244000.000,16294000.000,23068000.000,2741000.000
IncomeLossFromEquityMethodInvestments,-74000.000,-96000.000,-193000.000,173000.000,202000.000,-510000.000,-278000.000,0.000,14000.000,-7000.000
IncomeTaxExpenseBenefit,-2783000.000,976000.000,4810000.000,381000.000,-4332000.000,6987000.000,5318000.000,5723000.000,7180000.000,1040000.000
IncreaseDecreaseInAccountsPayable,,,-18458000.000,,,-11009000.000,,,,-10013000.000
IncreaseDecreaseInAccountsReceivable,,,2969000.000,,,6407000.000,,,,-1387000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,3813000.000,,,-992000.000,,,,-7280000.000
IncreaseDecreaseInInventories,,,-5314000.000,,,11669000.000,,,,2818000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1163000.000,,,554000.000,,,,2205000.000
InterestExpense,25551000.000,25850000.000,22769000.000,22956000.000,22426000.000,21823000.000,21422000.000,21646000.000,21530000.000,21193000.000
NetCashProvidedByUsedInFinancingActivities,,,-3137000.000,,,-12395000.000,,,,-13080000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3137000.000,,,-12395000.000,,,,-13080000.000
NetCashProvidedByUsedInInvestingActivities,,,-4637000.000,,,-5071000.000,,,,-10779000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4637000.000,,,-5071000.000,,,,-10779000.000
NetCashProvidedByUsedInOperatingActivities,,,18902000.000,,,4049000.000,,,,5469000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,18902000.000,,,4049000.000,,,,5469000.000
NetIncomeLoss,-5166000.000,570000.000,9352000.000,-1706000.000,8740000.000,14243000.000,9648000.000,10571000.000,15902000.000,1694000.000
OperatingIncomeLoss,17578000.000,28925000.000,36721000.000,21529000.000,34920000.000,43940000.000,37196000.000,37650000.000,45137000.000,24475000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,410000.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,222000.000,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,,,,,,3001000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,1678000.000,-1395000.000,284000.000,2078000.000,-1325000.000,40000.000,1900000.000
