,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetRetirementObligationAccretionExpense,19644.000,29274.000,30171.000,31068.000,32580.000,34024.000
AssetRetirementObligationLiabilitiesIncurred,584675.000,16169.000,86.000,4491.000,4984.000,2432.000
AssetRetirementObligationLiabilitiesSettled,,-9130.000,10376.000,10475.000,13853.000,965.000
CapitalLeaseObligationsIncurred,,,,12477.000,524.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-48020146.000,-3088311.000,,,,
CashPeriodIncreaseDecrease,,,9926.000,-6677.000,18195.000,-14178.000
CostsAndExpenses,15098079.000,20441184.000,11452216.000,7227347.000,19785024.000,3406558.000
CostsIncurredDevelopmentCosts,,1189076.000,700311.000,77429.000,,
DepreciationDepletionAndAmortization,11076036.000,6533859.000,3370228.000,2236771.000,1364329.000,507847.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,615.610,451.770,,
GeneralAndAdministrativeExpense,413115.000,563792.000,451891.000,400366.000,199380.000,159405.000
IncreaseDecreaseInDueFromAffiliatesCurrent,5959639.000,-4487295.000,-657553.000,-706577.000,-477500.000,85248.000
IncreaseDecreaseInDueToAffiliatesCurrent,300358.000,-18576.000,-90033.000,-81942.000,-51689.000,-11919.000
IncreaseDecreaseInPrepaidTaxes,,7500.000,,37760.000,-8933.000,-31209.000
InterestIncomeOperating,,,,1038.000,,
InvestmentIncomeInterest,17217.000,365.000,1131.000,,,
LeaseOperatingExpense,1419160.000,1742708.000,1445341.000,1117976.000,1005721.000,959705.000
NaturalGasProductionRevenue,11965990.000,5621438.000,4111372.000,3264223.000,1124192.000,976464.000
NetCashProvidedByUsedInFinancingActivities,-25000000.000,-22090001.000,-8987884.000,-6595893.000,-1858917.000,-914448.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-25000000.000,-22090001.000,-8987884.000,-6595893.000,-1858917.000,-914448.000
NetCashProvidedByUsedInInvestingActivities,-51066015.000,-1189076.000,-700311.000,-77429.000,-46631.000,-15798.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-51066015.000,-1189076.000,-700311.000,-77429.000,-46631.000,-15798.000
NetCashProvidedByUsedInOperatingActivities,28045869.000,20190766.000,9698121.000,6666645.000,1923743.000,916068.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,28045869.000,20190766.000,9698121.000,6666645.000,1923743.000,916068.000
NetIncomeLoss,22609470.000,-1736923.000,-157822.000,714056.000,-16934778.000,-1177416.000
NetIncomeLossAllocatedToGeneralPartners,-21005127.000,,,,,
NetIncomeLossAllocatedToLimitedPartners,1604343.000,-1736923.000,,,,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,1548.590,-118.970,-10.810,48.910,,
OilAndCondensateRevenue,25724342.000,13082458.000,7181891.000,4676142.000,1726054.000,1252678.000
PartnersCapitalAccountDistributions,25000000.000,22090001.000,8987884.000,6595893.000,1858917.000,914448.000
PaymentsOfCapitalDistribution,25000000.000,22090001.000,8987884.000,6595893.000,1858917.000,914448.000
PaymentsToExploreAndDevelopOilAndGasProperties,51066015.000,1189076.000,700311.000,77429.000,118644.000,17062.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,72013.000,1264.000
ProductionTaxExpense,2170124.000,668214.000,266561.000,335910.000,140619.000,128006.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,,29274.000,30171.000,31068.000,32580.000,34024.000
Revenues,37707549.000,18704261.000,11294394.000,7941403.000,2850246.000,2229142.000
SalesRevenueNet,37707549.000,18704261.000,11294394.000,7941403.000,2850246.000,2229142.000
UnamortizedCostsCapitalizedLessRelatedDeferredIncomeTaxesExceedCeilingLimitationExpense,,10903337.000,5888024.000,3105256.000,17042395.000,1617571.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,14600.000,14600.000,14600.000,14600.000,,
