,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2494000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-8565000.000
ComprehensiveIncomeNetOfTax,-12641000.000
CostOfGoodsAndServicesSold,2706000.000
DeferredIncomeTaxExpenseBenefit,-2000.000
Depreciation,271000.000
EarningsPerShareBasicAndDiluted,-0.430
EffectOfExchangeRateOnCashAndCashEquivalents,44000.000
FairValueAdjustmentOfWarrants,153000.000
ForeignCurrencyTransactionGainLossBeforeTax,-448000.000
ForeignCurrencyTransactionLossBeforeTax,547000.000
GainLossOnSaleOfPropertyPlantEquipment,-1000.000
GrossProfit,-1499000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-12615000.000
IncomeTaxExpenseBenefit,73000.000
IncomeTaxesPaidNet,-31000.000
IncreaseDecreaseInAccountsAndOtherReceivables,-211000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1724000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,44000.000
IncreaseDecreaseInDerivativeLiabilities,153000.000
IncreaseDecreaseInInterestPayableNet,703000.000
IncreaseDecreaseInInventories,-437000.000
IncreaseDecreaseInPrepaidExpense,-2123000.000
InterestExpense,703000.000
InvestmentIncomeInterest,7000.000
NetCashProvidedByUsedInFinancingActivities,3000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3000.000
NetCashProvidedByUsedInInvestingActivities,-989000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-989000.000
NetCashProvidedByUsedInOperatingActivities,-7623000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7623000.000
NetIncomeLoss,-12688000.000
OperatingIncomeLoss,-11219000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,47000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,47000.000
OtherNonoperatingExpense,700000.000
PaymentsToAcquirePropertyPlantAndEquipment,989000.000
ProceedsFromIssuanceOfCommonStock,3000.000
ProceedsFromIssuanceOfLongTermDebt,1236000.000
ResearchAndDevelopmentExpense,1317000.000
Revenues,1207000.000
SalariesWagesAndOfficersCompensation,568000.000
SalesRevenueNet,1207000.000
SellingGeneralAndAdministrativeExpense,8402000.000
ShareBasedCompensation,2494000.000
StockIssuedDuringPeriodValueNewIssues,4000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,29758894.000
