,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CostOfGoodsAndServicesSold,61300000.000,65500000.000,62800000.000,31100000.000,39600000.000,46900000.000,46600000.000,55600000.000,44300000.000,45200000.000,64600000.000,57400000.000,52600000.000,63000000.000,54000000.000,43400000.000,69500000.000,61100000.000,57700000.000,17100000.000,50200000.000,38600000.000,65400000.000
DepreciationDepletionAndAmortization,,,4500000.000,,,,4100000.000,,,,7600000.000,,,,5300000.000,,,,10000000.000,,,,10700000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,,,,,,,,,,,,76100000.000,,,,90100000.000,,,,28600000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,,,,,,,,,,,,76100000.000,,,,90100000.000,,,,208500000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,,,118000000.000,,,,,,,,,,,,,,,,
GainLossOnSaleOfDerivatives,,,-11300000.000,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,-1000000.000,-200000.000,-500000.000,-300000.000,-100000.000,-100000.000,-100000.000,200000.000,0.000
GrossProfit,132800000.000,132900000.000,129200000.000,158800000.000,136000000.000,153800000.000,171900000.000,153700000.000,76800000.000,117400000.000,107500000.000,104200000.000,76100000.000,98900000.000,65000000.000,103700000.000,74100000.000,83000000.000,43100000.000,102700000.000,32800000.000,48200000.000,46600000.000
IncomeLossAttributableToParent,,128400000.000,124200000.000,154800000.000,131800000.000,150000000.000,166800000.000,149300000.000,72700000.000,113600000.000,102900000.000,100100000.000,72000000.000,95000000.000,59000000.000,99300000.000,69400000.000,79200000.000,37700000.000,98700000.000,28800000.000,44100000.000,42200000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-3800000.000,,,,-2600000.000,,,,3700000.000,,,,-400000.000,,,,-2400000.000,,,,-5400000.000
IncreaseDecreaseInAccountsReceivable,,,100000.000,,,,100000.000,,,,-400000.000,,,,-100000.000,,,,1600000.000,,,,-200000.000
IncreaseDecreaseInInventories,,,800000.000,,,,-700000.000,,,,-500000.000,,,,-3600000.000,,,,-6800000.000,,,,-3600000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,100000.000,,,,-1300000.000,,,,400000.000,,,,-1200000.000,,,,900000.000,,,,-800000.000
InterestIncomeOther,,,,,,,,,,,,,,,,,,,,100000.000,0.000,,
NetCashProvidedByUsedInContinuingOperations,,,-11100000.000,,,,141200000.000,,,,27000000.000,,,,-53000000.000,,,,-58200000.000,,,,1700000.000
