,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,2176000.000,4618000.000,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,107000.000,,,,326000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,6154625.000,,,,12584358.000,,4989524.000,,15141953.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,1000000.000,4214000.000,,,,190000.000,,,,390000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-35256000.000,,,,21332000.000,,,,-23000.000
ComprehensiveIncomeNetOfTax,-8032000.000,-40848000.000,-58682000.000,-71287000.000,-52319000.000,-65436000.000,-70042000.000,83901000.000,-75989000.000,-74955000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-42000.000,-114000.000,-224000.000,-151000.000,-189000.000,-150000.000,-183000.000,-95000.000,-23000.000,-44000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-8074000.000,-40962000.000,-58906000.000,-71438000.000,-52508000.000,-65586000.000,-70225000.000,83806000.000,-76012000.000,-74999000.000
DepreciationAndAmortization,,,,636000.000,,717000.000,729000.000,753000.000,797000.000,865000.000
DepreciationDepletionAndAmortization,192000.000,232000.000,400000.000,,,,,,,
EarningsPerShareBasic,,,,,,,,1.930,,
EarningsPerShareBasicAndDiluted,-1.790,-1.220,-1.560,-1.860,-1.370,-1.670,-1.720,,,-1.540
EarningsPerShareDiluted,,,,,,,,1.670,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-152000.000,,,,-47000.000,,,,-165000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,,,,,,0.000,,,,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,,,,,,0.000,,,,0.000
ForeignCurrencyTransactionGainBeforeTax,,,,246000.000,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,91000.000,-129000.000,,,,-92000.000,-45000.000,,171000.000
ForeignCurrencyTransactionLossBeforeTax,,,,123000.000,,264000.000,,,,
GeneralAndAdministrativeExpense,3979000.000,6091000.000,8817000.000,10166000.000,10972000.000,11398000.000,11260000.000,13645000.000,15294000.000,18803000.000
IncreaseDecreaseInAccountsPayable,,3027000.000,,,,-6797000.000,,,,-7265000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,1703000.000,,,,-54000.000,,,,1232000.000
IncreaseDecreaseInAccountsReceivable,,-402000.000,,,,-365000.000,,,,-1833000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,1944000.000,,,,-4735000.000,,,,-4831000.000
IncreaseDecreaseInDeferredRevenue,,-5512000.000,,,,-12365000.000,,,,-168000.000
IncreaseDecreaseInOtherCurrentAssets,,-389000.000,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,1000.000,,,,-86000.000,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,-13000.000,,,,-58000.000,,,,101000.000
IncreaseDecreaseInOtherOperatingAssets,,768000.000,,,,668000.000,,,,-118000.000
IncreaseDecreaseInPrepaidExpense,,,,,,-8776000.000,,,,-1153000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,4473871.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,3637441.000,,
InterestExpense,1000.000,,,33000.000,,837000.000,2354000.000,2420000.000,2369000.000,2376000.000
InterestExpenseDebt,0.000,,,,,,,,,
InterestExpenseRelatedParty,0.000,0.000,0.000,,,209000.000,588000.000,590000.000,593000.000,593000.000
InterestOnConvertibleDebtNetOfTax,,,,,,,,2361000.000,,
LicenseAndServicesRevenue,16052000.000,5810000.000,6866000.000,7167000.000,10198000.000,12359000.000,14068000.000,162835000.000,214000.000,161000.000
LitigationSettlementAmount,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-729000.000,,,,99843000.000,,,,124997000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-729000.000,,,,99843000.000,,,,124997000.000
NetCashProvidedByUsedInInvestingActivities,,-1313000.000,,,,-2148000.000,,,,-51578000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1313000.000,,,,-2148000.000,,,,-51578000.000
NetCashProvidedByUsedInOperatingActivities,,-33062000.000,,,,-76316000.000,,,,-73277000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-33062000.000,,,,-76316000.000,,,,-73277000.000
NetIncomeLoss,-7872000.000,-40725000.000,-58810000.000,-71334000.000,-52391000.000,-65388000.000,-69967000.000,83939000.000,-75921000.000,-74778000.000
NetIncomeLossAttributableToNoncontrollingInterest,-42000.000,-114000.000,-224000.000,-151000.000,-189000.000,-150000.000,-183000.000,-95000.000,-23000.000,-44000.000
NetIncomeLossAttributableToParentDiluted,,,,,,,,83939000.000,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,86300000.000,,
OperatingExpenses,22475000.000,42558000.000,65761000.000,78384000.000,62405000.000,76711000.000,76804000.000,78218000.000,74304000.000,72578000.000
OperatingIncomeLoss,-6423000.000,-36748000.000,-58895000.000,-71217000.000,-52207000.000,-64352000.000,-62736000.000,84617000.000,-73460000.000,-72417000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-160000.000,-123000.000,128000.000,47000.000,72000.000,-48000.000,-75000.000,-38000.000,-68000.000,-168000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,,,,-9000.000
OtherNoncashIncomeExpense,,-22000.000,,,,,,,,
OtherNonoperatingIncomeExpense,-1490000.000,-4091000.000,-139000.000,-235000.000,-373000.000,-349000.000,-5060000.000,1647000.000,-115000.000,-29000.000
PaymentsOfDebtIssuanceCosts,,,,,,455000.000,,,,
PaymentsToAcquireMarketableSecurities,,,,,,,,,,49887000.000
PaymentsToAcquirePropertyPlantAndEquipment,,1313000.000,,,,2148000.000,,,,1691000.000
ProceedsFromConvertibleDebt,,,,,,75000000.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,25000000.000,,,,
ProceedsFromStockOptionsExercised,,168000.000,,,,298000.000,,,,265000.000
ProfitLoss,-7914000.000,-40839000.000,-59034000.000,-71485000.000,-52580000.000,-65538000.000,-70150000.000,83844000.000,-75944000.000,-74822000.000
ProvisionForDoubtfulAccounts,,,,,,-1300000.000,,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,362000.000,66000.000,277000.000,168000.000,48000.000,0.000,50000.000,30000.000,98000.000,65000.000
ResearchAndDevelopmentExpense,18496000.000,36467000.000,56944000.000,68218000.000,51433000.000,65313000.000,65544000.000,64573000.000,59010000.000,53775000.000
Revenues,,,,,,12359000.000,14068000.000,,,161000.000
SalesRevenueNet,,,,,,12359000.000,14068000.000,,,161000.000
ShareBasedCompensation,,2182000.000,,,,5318000.000,,,,7810000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,51581298.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4409703.000,33377298.000,37672748.000,38426734.000,-72354772.000,39095975.000,40698309.000,,,48711958.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,214734.000,13632.000,992.000,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,4624437.000,33390930.000,37673740.000,38426734.000,-72365787.000,39095975.000,40698309.000,43469986.000,,
