,2011-09-30
ComprehensiveIncomeNetOfTax,564924.000
CostOfRevenue,1253551.000
Depreciation,75147.000
EarningsPerShareBasicAndDiluted,0.020
GeneralAndAdministrativeExpense,551056.000
GrossProfit,1718446.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,565942.000
IncomeTaxExpenseBenefit,72490.000
InvestmentIncomeInterest,30743.000
NetIncomeLoss,493452.000
OperatingExpenses,1193013.000
OperatingIncomeLoss,525433.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,71472.000
OtherNonoperatingExpense,71734.000
OtherNonoperatingIncome,81500.000
Revenues,2971997.000
SalesRevenueNet,2971997.000
SellingAndMarketingExpense,566810.000
