,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AssetManagementCosts,8348.000,3172.000,2544.000,2221.000,2075.000,1965.000,2163.000,2196.000,2549.000
EarningsPerShareBasicAndDiluted,,,,-4.210,0.430,,1.440,0.590,0.400
ExchangeFees,4502.000,3408.000,2805.000,2760.000,2794.000,4641.000,2676.000,2762.000,4392.000
FloorBrokerage,1555.000,988.000,318.000,286.000,248.000,213.000,267.000,247.000,262.000
GainLossOnInvestments,-553548.000,-1132208.000,404872.000,-317752.000,110769.000,-20821.000,235317.000,174259.000,137928.000
GeneralInsuranceExpense,3940.000,5738.000,4372.000,3935.000,4405.000,3829.000,4780.000,5130.000,5041.000
IncreaseDecreaseInAccruedLiabilities,,,-30845.000,,,,322.000,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,4496.000,,
IncreaseDecreaseInDueToRelatedParties,,,6916.000,,,,6764.000,,
IncreaseDecreaseInOtherAccountsPayable,,,-26765.000,,,,13662.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,60500.000,,
IncreaseDecreaseInPrepaidExpense,,,9752.000,,,,8570.000,,
IncreaseDecreaseInReceivables,,,120087.000,,,,-628.000,,
InterestIncomeOperating,527.000,,,,2.000,,,,
InvestmentIncomeNet,-21286.000,-59799.000,-80193.000,-103214.000,-67572.000,-80195.000,-91799.000,-115086.000,-97429.000
LegalFees,2396.000,1514.000,19235.000,7978.000,2350.000,4031.000,3129.000,19019.000,6902.000
NetIncomeLoss,-574834.000,-1192007.000,324679.000,-420966.000,43197.000,-101016.000,143518.000,59173.000,40499.000
NoninterestExpenseTransferAgentAndCustodianFees,,,1037.000,,,,1079.000,1101.000,1113.000
OperatingExpenses,72476.000,82849.000,80193.000,103214.000,67574.000,80195.000,91799.000,115086.000,97429.000
OtherCostAndExpenseOperating,1050.000,5714.000,2652.000,6963.000,1978.000,-6535.000,1109.000,1369.000,1198.000
PaymentsForProceedsFromInvestments,,,-113557.000,,,,-31676.000,,
ProfessionalFees,,,,,8750.000,,8420.000,9034.000,8724.000
RealizedInvestmentGainsLosses,-575619.000,-798486.000,258020.000,-217669.000,198430.000,-86713.000,249607.000,154276.000,235632.000
Revenues,977.000,,,,2.000,,,,
RevenuesExcludingInterestAndDividends,450.000,,,,,,,,
SalesRevenueNet,576146.000,,,,-198428.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,0.000,0.000,0.000,0.000,,,
StockRedeemedOrCalledDuringPeriodShares,,,,0.000,0.000,,,,
SuppliesAndPostageExpense,4794.000,5285.000,3731.000,13811.000,6069.000,4771.000,4179.000,7014.000,2511.000
TrusteeFees,,,,620.000,633.000,,625.000,625.000,625.000
UnrealizedGainLossOnInvestments,22071.000,-333722.000,146852.000,-100083.000,-87661.000,65892.000,-14290.000,19983.000,-97704.000
