,2011-01-30,2011-05-01,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2013-10-27,2014-01-26,2014-04-27,2014-07-27,2014-10-26,2015-01-25,2015-04-26,2015-07-26,2015-10-25,2016-01-24,2016-04-24,2016-07-24,2016-10-30,2017-01-29,2017-04-30
AccountsPayableCurrent,267814000.000,277116000.000,301578000.000,390171000.000,308721000.000,318432000.000,289212000.000,385877000.000,324367000.000,315040000.000,369887000.000,387284000.000,354832000.000,339354000.000,358016000.000,484042000.000,407419000.000,385855000.000,393795000.000,495317000.000,411031000.000,389418000.000,414691000.000,481826000.000,387711000.000,372361000.000
AccountsReceivableNetCurrent,406677000.000,405792000.000,427927000.000,461110000.000,422505000.000,439348000.000,474425000.000,507041000.000,466536000.000,462239000.000,514398000.000,551500000.000,505024000.000,515161000.000,536505000.000,609526000.000,578238000.000,578726000.000,549056000.000,605689000.000,554738000.000,548497000.000,564922000.000,591310000.000,530851000.000,525322000.000
AccruedLiabilitiesCurrent,52661000.000,45559000.000,42787000.000,40539000.000,69177000.000,53729000.000,43701000.000,49792000.000,58027000.000,42871000.000,32467000.000,20965000.000,45757000.000,43385000.000,45211000.000,76836000.000,96453000.000,63619000.000,64212000.000,71777000.000,84262000.000,71013000.000,87838000.000,82145000.000,65306000.000,57137000.000
AccruedMarketingCostsCurrent,,,,,,86327000.000,84739000.000,78712000.000,98334000.000,99535000.000,113002000.000,91332000.000,117563000.000,109061000.000,99598000.000,89561000.000,117992000.000,132562000.000,125146000.000,119153000.000,153248000.000,156574000.000,141089000.000,119583000.000,128703000.000,106613000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1282127000.000,1306264000.000,1326718000.000,1341740000.000,1361272000.000,1384136000.000,1404652000.000,1417538000.000,1439955000.000,1465290000.000,1485578000.000,1505529000.000,1528011000.000,1550563000.000,1559858000.000,1580465000.000,1592603000.000,1614451000.000,1626957000.000,1634160000.000,1659462000.000,1682791000.000,1642537000.000,1661866000.000,1522572000.000,1545435000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,27662000.000,,5717000.000,335000.000,15569000.000,9481000.000,2669000.000,-3902000.000,-7060000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,193980000.000,,201302000.000,198614000.000,196076000.000,345465000.000,339911000.000,334429000.000,327945000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,11764000.000,,10249000.000,10750000.000,11611000.000,12415000.000,12784000.000,13159000.000,9440000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-161794000.000,-149099000.000,-154554000.000,-175483000.000,-185336000.000,-187529000.000,-168896000.000,-323569000.000,-324458000.000,-325172000.000,-325565000.000,-149214000.000,-150986000.000,-142318000.000,-151771000.000,-207700000.000,-200037000.000,-199757000.000,-191843000.000,-225668000.000,-227739000.000,-225666000.000,-224361000.000,-296303000.000,-302140000.000,-299151000.000
AdditionalPaidInCapital,17996000.000,19963000.000,,,,,,,23494000.000,26671000.000,,,7794000.000,37000.000,,,7550000.000,6879000.000,10318000.000,,5676000.000,11287000.000,,,,
