,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,600000.000,,,,,,,,,,,,100000.000,,,,0.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,300000.000,,,,,,,,200000.000,,,,1600000.000,,,,2200000.000,,,,1700000.000
AmortizationOfDebtDiscountPremium,,,500000.000,,,,400000.000,,,,300000.000,,,,300000.000,,,,400000.000,,,,300000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,1700000.000,,2200000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,5900000.000,6100000.000,6200000.000,9300000.000,11900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,3588.000,121.000,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,5900000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-14200000.000,,,,4500000.000,,,,-47800000.000,,,,-67100000.000,,,,-144700000.000,,,,-65300000.000
ComprehensiveIncomeNetOfTax,,,13500000.000,14000000.000,-15100000.000,31400000.000,-5800000.000,22700000.000,12600000.000,23100000.000,7300000.000,16900000.000,-2000000.000,-74700000.000,-14500000.000,28500000.000,4900000.000,35100000.000,14600000.000,13100000.000,600000.000,-56600000.000,-27500000.000
CostOfGoodsSold,121900000.000,123100000.000,115700000.000,124400000.000,127000000.000,139400000.000,116900000.000,124800000.000,123800000.000,179600000.000,163500000.000,167200000.000,164600000.000,173000000.000,142300000.000,161300000.000,167800000.000,196400000.000,153900000.000,171500000.000,243400000.000,348300000.000,265100000.000
