,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,7390.000,9617.000,-2417.000,-3830.000
Depreciation,35396.000,35396.000,35396.000,35396.000
DistributionsPerLimitedPartnershipUnitOutstanding,,16.070,16.680,17.830
GeneralAndAdministrativeExpense,92656.000,82406.000,85455.000,111738.000
IncreaseDecreaseInAccountsPayable,12724.000,-7514.000,-9228.000,12418.000
IncreaseDecreaseInAccountsPayableRelatedParties,5528.000,3990.000,2900.000,3520.000
IncreaseDecreaseInDepositsOutstanding,-457.000,,175.000,231.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-2669.000,-922.000,4835.000,1721.000
InvestmentIncomeInterest,186.000,190.000,210.000,228.000
NetCashProvidedByUsedInFinancingActivities,,,,-486396.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-486396.000
NetCashProvidedByUsedInOperatingActivities,466170.000,448019.000,452565.000,482566.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,466170.000,448019.000,452565.000,482566.000
NetIncomeLoss,409396.000,415225.000,428507.000,433184.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,15.010,,,
OperatingExpenses,128052.000,117802.000,120851.000,147134.000
OperatingIncomeLoss,406760.000,412820.000,426147.000,426606.000
OperatingLeasesIncomeStatementLeaseRevenue,534812.000,530622.000,546998.000,573740.000
OperatingLeasesRentExpenseMinimumRentals,,3500.000,3500.000,3500.000
OtherNonoperatingIncome,2450.000,2215.000,2150.000,6350.000
PartnersCapitalAccountDistributions,458780.000,438402.000,454982.000,486396.000
PaymentsOfDividends,-458780.000,438402.000,454982.000,486396.000
RealEstateAccumulatedDepreciationOtherAdditions,,35396.000,35396.000,35396.000
RealEstateAccumulatedDepreciationOtherDeductions,,,,0.000
RealEstateOtherAdditions,,,,0.000
RealEstateOtherDeductions,,,,0.000
SalesRevenueGoodsGross,,4421845.000,4558320.000,4781167.000
WeightedAverageLimitedPartnershipUnitsOutstanding,27006.000,27006.000,27006.000,27006.000
