,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,19000000.000,,,,,,,,,,,,,,,,,,,,,,,
AmountOfIneffectivenessOnNetInvestmentHedges,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,,0.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,14500000.000,18500000.000,13900000.000,-31400000.000,12000000.000,5800000.000,600000.000,4400000.000,100000.000,2400000.000,-4600000.000,5300000.000,5100000.000,2300000.000,-9400000.000,0.000,0.000,0.000,0.000,0.000,200000.000,200000.000,-300000.000,3000000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,39000000.000,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-288000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,558000000.000,,,,-10000000.000,,,,168000000.000
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,10000000.000,,10000000.000,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,19000000.000,,,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,834000000.000,,,,-6000000.000,,,,48000000.000
CommonStockDividendsPerShareDeclared,0.250,0.300,0.300,0.300,0.300,0.360,0.360,0.360,0.430,1.220,-0.360,0.430,,,,0.520,,,,0.560,0.600,0.600,0.600,0.600
ComprehensiveIncomeNetOfTax,,,,,737000000.000,693000000.000,663000000.000,509000000.000,523000000.000,341000000.000,283000000.000,487000000.000,264000000.000,221000000.000,-2316000000.000,744000000.000,761000000.000,561000000.000,1267000000.000,644000000.000,685000000.000,614000000.000,785000000.000,693000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,700000000.000,,,,,,,,,,,,,,,,,,,,,,,
CostOfGoodsAndServicesSold,10838000000.000,10872000000.000,11165000000.000,14985000000.000,11541000000.000,11297000000.000,11569000000.000,11563000000.000,11745000000.000,12133000000.000,15719000000.000,12067000000.000,12165000000.000,12555000000.000,14491000000.000,11911000000.000,12051000000.000,12440000000.000,15595000000.000,11185000000.000,11102000000.000,11471000000.000,15114000000.000,11134000000.000
DeferredIncomeTaxExpenseBenefit,100000000.000,,,,7000000.000,,,-66000000.000,,,,-120000000.000,,,,18000000.000,,,,12000000.000,,,,3000000.000
DepreciationDepletionAndAmortization,512000000.000,509000000.000,546000000.000,564000000.000,529000000.000,531000000.000,542000000.000,536000000.000,542000000.000,569000000.000,576000000.000,579000000.000,606000000.000,606000000.000,338000000.000,540000000.000,551000000.000,561000000.000,561000000.000,546000000.000,570000000.000,570000000.000,612000000.000,573000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,10000000.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,,,,,-0.030,-0.030,0.120,0.010,0.030,0.090,0.000,0.000,0.010
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,,,,,,-0.030,-0.030,0.110,0.020,0.030,0.090,0.000,0.000,0.010
Dividends,172000000.000,,,,199000000.000,,,,,,,,,,,,,,,,,,,
DividendsCommonStock,,,,,,,,231000000.000,,,,274000000.000,,,,335000000.000,,,,335000000.000,,,,333000000.000
