,2014-12-31,2015-12-31,2016-12-31
RealEstateAccumulatedDepreciationRealEstateSold,18635000.000,0.000,
RealEstateCostOfRealEstateSold,41016000.000,787000.000,
RealEstateOtherAcquisitions,58511000.000,152280000.000,
RealEstateOtherDeductions,3000.000,0.000,
RealEstateRevenueNet,118133000.000,128001000.000,429496000.000
RepaymentsOfConvertibleDebt,,,672000.000
RepaymentsOfLongTermDebt,9000000.000,28626000.000,109973000.000
RepaymentsOfRelatedPartyDebt,,8250000.000,
RepaymentsOfSecuredDebt,,,26796000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,21837000.000,23523000.000,128384000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,2856000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,0.000
StockIssuedDuringPeriodSharesNewIssues,,,577823.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,,1084835.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,12027000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,-1101000.000
StockRepurchasedDuringPeriodValue,,,8973000.000
StraightLineRent,34146000.000,35962000.000,37445000.000
TenantReimbursements,8678000.000,10154000.000,31431000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,237679031.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,68758733.000,72615795.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,233633058.000
