,2014-01-31,2015-07-31
AmortizationOfDebtDiscountPremium,,215833.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2.000,-5635.000
CostOfRevenue,,-10865.000
DebtInstrumentConvertibleBeneficialConversionFeature,,231957.000
DebtInstrumentDecreaseForgiveness,,0.000
DepreciationDepletionAndAmortization,,13666.000
EarningsPerShareBasicAndDiluted,,0.000
GainsLossesOnExtinguishmentOfDebt,,0.000
GeneralAndAdministrativeExpense,,84374.000
GrossProfit,,9226.000
IncomeLossFromContinuingOperations,-8050.000,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,0.000,
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxesPaid,,0.000
IncomeTaxesPaidNet,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,62499.000
IncreaseDecreaseInAccruedLiabilities,8048.000,
IncreaseDecreaseInInventories,,8391.000
IncreaseDecreaseInPrepaidExpensesOther,,0.000
InterestExpense,,-289981.000
InterestIncomeExpenseNet,1048.000,
InterestPaid,,0.000
InterestPaidNet,0.000,
NetCashProvidedByUsedInFinancingActivities,0.000,380500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,380500.000
NetCashProvidedByUsedInInvestingActivities,,1157.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,1157.000
NetCashProvidedByUsedInOperatingActivities,-2.000,-378292.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2.000,-378292.000
NetIncomeLoss,-8050.000,-687681.000
NonoperatingIncomeExpense,,-289981.000
OperatingExpenses,8050.000,406926.000
OperatingIncomeLoss,,-397700.000
ProceedsFromNotesPayable,0.000,
ProceedsFromOtherDebt,,380500.000
ProceedsFromPreviousAcquisition,,1157.000
ProceedsFromRelatedPartyDebt,0.000,0.000
ProceedsFromSaleOfPropertyHeldForSale,,0.000
ProfessionalFees,7002.000,156718.000
ProfitLoss,-8050.000,-687681.000
Revenues,0.000,20091.000
SalariesAndWages,0.000,165834.000
SalesRevenueNet,0.000,20091.000
StockIssuedDuringPeriodSharesAcquisitions,,40157.000
StockIssuedDuringPeriodValueShareBasedCompensation,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10200000.000,284290411.000
