,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation,,,,,,,-100000.000,,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesPayments,,,,,,,800000.000,,,,800000.000,,,,500000.000,,,,500000.000,,,,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,,,,,,,,,,,,,,,,,,900000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,,,,,1200000.000,,,,300000.000,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,800000.000,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,6100000.000,,,,4400000.000,,,,4500000.000,,,,1800000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,-48100000.000,,,,-41400000.000,,,,49200000.000
CommonStockDividendsPerShareCashPaid,0.125,0.125,0.125,0.050,0.050,-0.033,0.050,0.050,0.050,0.050,0.050,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
ComprehensiveIncomeNetOfTax,,,99000000.000,6800000.000,60400000.000,-25100000.000,-59700000.000,-33500000.000,-14500000.000,43700000.000,-800000.000,13500000.000,-7300000.000,-92200000.000,-38600000.000,-88000000.000,-21700000.000,-33700000.000,-10900000.000,-10300000.000,10500000.000,-30100000.000,20300000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,29400000.000,-3000000.000,19100000.000,-4700000.000,-7700000.000,-11200000.000,10700000.000,-1600000.000,-12700000.000,3100000.000,-1600000.000,-24500000.000,-9800000.000,-34000000.000,-11000000.000,-8700000.000,500000.000,900000.000,10300000.000,-4800000.000,11800000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,128400000.000,3800000.000,79500000.000,-29800000.000,-67400000.000,-44700000.000,-3800000.000,42100000.000,-13500000.000,16600000.000,-8900000.000,-116700000.000,-48400000.000,-122000000.000,-32700000.000,-42400000.000,-10400000.000,-9400000.000,20800000.000,-34900000.000,32100000.000
CostOfGoodsSold,372400000.000,371400000.000,334000000.000,418300000.000,423200000.000,336600000.000,486300000.000,498800000.000,399600000.000,344700000.000,376600000.000,387500000.000,360700000.000,335000000.000,326800000.000,352500000.000,333400000.000,297300000.000,311500000.000,336400000.000,321500000.000,305300000.000,308000000.000
CostsAndExpenses,467400000.000,456700000.000,428100000.000,510200000.000,503000000.000,415200000.000,578000000.000,596200000.000,516700000.000,478600000.000,459100000.000,476700000.000,441900000.000,414900000.000,406600000.000,445000000.000,411900000.000,375200000.000,395500000.000,416800000.000,401400000.000,389500000.000,394700000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,,,,,,,,,900000.000
DeferredIncomeTaxExpenseBenefit,,,25200000.000,,,,-34900000.000,,,,3400000.000,,,,-1000000.000,,,,-9400000.000,,,,
DepreciationAndAmortization,,,,,,,,,,,19500000.000,,,,18300000.000,,,,17000000.000,,,,16600000.000
DepreciationDepletionAndAmortization,,,15700000.000,,,,18600000.000,,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,18800000.000,,,,21700000.000,,,,25500000.000,,,,10300000.000,,,,10300000.000,,,,10300000.000
EarningsPerShareBasicAndDiluted,0.460,0.630,0.780,0.130,0.070,-0.510,-0.120,-0.120,-0.100,0.050,,0.050,0.080,,0.040,-0.300,-0.030,-0.100,-0.060,-0.020,0.010,0.020,0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,,400000.000,,,,-2000000.000,,,,-100000.000,,,,-8200000.000,,,,1300000.000,,,,1200000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,0.350,0.350,-0.700,,,,,0.350,,,,0.350,0.350,0.350,-0.700,0.350
EquityMethodInvestmentDividendsOrDistributions,,,-18800000.000,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,1700000.000,,,,-2700000.000,,,,1600000.000,,,,2300000.000,,,,-200000.000
GainLossOnSaleOfSecuritiesNet,,,,,,,100000.000,,,,100000.000,,,,100000.000,,,,100000.000,,,,
GainLossRelatedToLitigationSettlement,,,,14700000.000,,,,,,,,,,,,,,,,,,,
GainOnBusinessInterruptionInsuranceRecovery,,,,,,,,,,,,,,,,,,,2000000.000,,,,
GainsLossesOnExtinguishmentOfDebt,,100000.000,,-7200000.000,,,-6600000.000,,-2300000.000,,,,0.000,,,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,11500000.000,8600000.000,9100000.000,13900000.000,12400000.000
GrossProfit,,,,165500000.000,101300000.000,,12900000.000,17200000.000,48600000.000,55500000.000,85800000.000,104200000.000,115800000.000,97000000.000,89300000.000,56300000.000,49800000.000,27500000.000,42000000.000,62200000.000,85300000.000,102600000.000,118900000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,,,,,,5100000.000,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,1100000.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,-39800000.000,-39700000.000,-34200000.000,15700000.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,-28800000.000,-22800000.000,,-30600000.000,-7500000.000,11600000.000,29500000.000,39800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,114500000.000,148500000.000,179100000.000,96200000.000,29700000.000,-3600000.000,-70000000.000,-75900000.000,-59800000.000,-12200000.000,8400000.000,25200000.000,53300000.000,25100000.000,21600000.000,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-48200000.000,-48600000.000,-40900000.000,10800000.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,-0.120,-0.120,-0.100,0.050,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,-100000.000,-100000.000,,-300000.000,-500000.000,,,-100000.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,41600000.000,55400000.000,59600000.000,34600000.000,-2100000.000,12700000.000,-21800000.000,-27300000.000,-18900000.000,-23000000.000,3800000.000,1500000.000,15800000.000,11400000.000,4300000.000,110600000.000,-9500000.000,-8100000.000,-8600000.000,200000.000,2600000.000,11800000.000,18000000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,-21800000.000,-27300000.000,,,,,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,150300000.000,2300000.000,,,2900000.000,-800000.000,,-5000000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,,,,,,,,,,,,,,,300000.000,500000.000,-200000.000,1500000.000,600000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,,,-400000.000,2900000.000,800000.000,1000000.000,-700000.000,-1000000.000,-1300000.000,-1100000.000,-1100000.000,500000.000,,,200000.000,-600000.000,-1000000.000,-2900000.000,-2400000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,-24500000.000,-26500000.000,-21000000.000,-4300000.000,2900000.000,8900000.000,18600000.000,8800000.000,7600000.000,-10100000.000,-8000000.000,-15300000.000,-10700000.000,-2600000.000,4000000.000,10400000.000,13900000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,,,2500000.000,100000.000,500000.000,-200000.000,300000.000,900000.000,900000.000,700000.000,500000.000,-600000.000,1300000.000,1800000.000,100000.000,-500000.000,700000.000,1900000.000,500000.000
IncomeTaxReconciliationOtherAdjustments,,,,,,,,,,,1100000.000,-300000.000,500000.000,-4000000.000,300000.000,-500000.000,-1000000.000,-200000.000,-500000.000,-200000.000,-400000.000,500000.000,-100000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,,,,,,,1000000.000,,-2000000.000,,,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,,,-200000.000,-1100000.000,,,,,,,,,,,,,,
IncomeTaxReconciliationTaxContingencies,,,,,,,2000000.000,-300000.000,600000.000,-200000.000,300000.000,-5900000.000,500000.000,1400000.000,-2700000.000,-200000.000,500000.000,3200000.000,200000.000,400000.000,500000.000,6100000.000,500000.000
IncomeTaxReconciliationTaxCredits,,,,,,,,,,,,,,,,200000.000,,,,,,,
IncomeTaxReconciliationTaxCreditsOther,,,,,,,,,,,,,,,800000.000,,,,,,,,
IncomeTaxesPaidNet,,,23900000.000,,,,-1600000.000,,,,5700000.000,,,,9100000.000,,,,3700000.000,,,,4500000.000
IncreaseDecreaseDueFromAffiliates,,,-29000000.000,,,,45400000.000,,,,-11800000.000,,,,-13500000.000,,,,15600000.000,,,,-4700000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,163400000.000,,,,89400000.000,,,,61600000.000,,,,50500000.000,,,,17500000.000,,,,27700000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-8000000.000,,,,29200000.000,,,,11400000.000,,,,-30800000.000,,,,-10600000.000,,,,16100000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,11600000.000,,,,16400000.000,,,,1100000.000,,,,-1800000.000,,,,-3500000.000,,,,4700000.000
IncreaseDecreaseInInventories,,,126100000.000,,,,-92400000.000,,,,6600000.000,,,,-8800000.000,,,,-20100000.000,,,,12400000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-1300000.000,,,,-6900000.000,,,,-2200000.000,,,,2100000.000,,,,-4900000.000,,,,-10200000.000
IncreaseDecreaseInRestrictedCash,,,2300000.000,,,,-800000.000,,,,2100000.000,,,,200000.000,,,,900000.000,,,,
InsuranceRecoveries,,,,300000.000,1200000.000,,600000.000,1000000.000,2200000.000,5600000.000,800000.000,400000.000,8800000.000,400000.000,3100000.000,300000.000,100000.000,200000.000,100000.000,200000.000,100000.000,0.000,100000.000
InterestAndDividendIncomeSecurities,,,,,,,6500000.000,,,,6700000.000,,,,6600000.000,,,,6700000.000,,,,7000000.000
InterestExpense,15900000.000,15200000.000,13500000.000,14400000.000,14600000.000,13800000.000,15400000.000,14700000.000,13700000.000,12300000.000,13700000.000,14600000.000,13800000.000,14600000.000,14600000.000,14500000.000,14400000.000,15500000.000,15700000.000,15800000.000,15900000.000,15800000.000,15600000.000
InterestPaidNet,,,7400000.000,,,,14900000.000,,,,12700000.000,,,,14200000.000,,,,14900000.000,,,,14700000.000
InvestmentIncomeNet,,,,,,,6600000.000,6700000.000,6600000.000,6700000.000,6800000.000,6600000.000,6900000.000,6600000.000,,,,,,,,,
LitigationSettlementExpense,,,,,,,,,35000000.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,87600000.000,,,,-134600000.000,,,,144300000.000,,,,-6300000.000,,,,9300000.000,,,,24800000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,87600000.000,,,,-134600000.000,,,,144300000.000,,,,-6300000.000,,,,9300000.000,,,,24800000.000
NetCashProvidedByUsedInInvestingActivities,,,-12300000.000,,,,-16300000.000,,,,-25000000.000,,,,-11600000.000,,,,-17300000.000,,,,-12100000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-12300000.000,,,,-16300000.000,,,,-25000000.000,,,,-11600000.000,,,,-17300000.000,,,,-12100000.000
NetCashProvidedByUsedInOperatingActivities,,,-114400000.000,,,,-34300000.000,,,,-5800000.000,,,,-30200000.000,,,,-33400000.000,,,,36500000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-114400000.000,,,,-34300000.000,,,,-5800000.000,,,,-30200000.000,,,,-33400000.000,,,,36500000.000
NetIncomeLoss,52400000.000,71500000.000,88900000.000,44400000.000,22900000.000,3600000.000,-39800000.000,-39700000.000,-34200000.000,15700000.000,800000.000,15500000.000,28700000.000,8800000.000,11900000.000,-103900000.000,-11700000.000,-29900000.000,-19500000.000,-8500000.000,3000000.000,9100000.000,12700000.000
