,2011-06-25,2011-09-24,2012-03-31,2012-06-30,2012-09-29
AmortizationOfFinancingCostsAndDiscounts,,,8000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,620125.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9429000.000,,
ComprehensiveIncomeNetOfTax,,-221000.000,514000.000,-1056000.000,1127000.000
CostOfGoodsSold,21560000.000,21728000.000,25008000.000,21736000.000,22942000.000
DepreciationDepletionAndAmortization,,,1134000.000,,
GrossProfit,11004000.000,11750000.000,12251000.000,9064000.000,11426000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-501000.000,-256000.000,482000.000,-1194000.000,1009000.000
IncomeTaxExpenseBenefit,54000.000,22000.000,12000.000,13000.000,-74000.000
IncomeTaxesPaidNet,,,13000.000,,
IncreaseDecreaseInAccountsReceivable,,,-1279000.000,,
IncreaseDecreaseInInventories,,,757000.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,-2397000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-35000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,95000.000
InterestIncomeExpenseNet,-265000.000,-240000.000,-257000.000,-358000.000,-331000.000
InterestPaid,,,268000.000,,
NetCashProvidedByUsedInFinancingActivities,,,9969000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,9969000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-713000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-713000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-18685000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-18685000.000,,
NetIncomeLoss,-555000.000,-278000.000,470000.000,-1207000.000,1083000.000
OperatingIncomeLoss,-236000.000,-16000.000,739000.000,-836000.000,1340000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,-7000.000,87000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,0.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,50000.000,-43000.000,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,117000.000,101000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,34000.000,-57000.000
PaymentsOfFinancingCosts,,,151000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,713000.000,,
ProceedsFromLinesOfCredit,,,10378000.000,,
ProceedsFromShortTermDebt,,,8122000.000,,
ProvisionForDoubtfulAccounts,,,38000.000,,
RepaymentsOfLinesOfCredit,,,8000000.000,,
RepaymentsOfShortTermDebt,,,380000.000,,
Revenues,32564000.000,33478000.000,37259000.000,30800000.000,34368000.000
SalesRevenueNet,32564000.000,33478000.000,37259000.000,30800000.000,34368000.000
ShareBasedCompensation,,,13000.000,14000.000,15000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,1000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,,,1.170,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,,,7.370,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,17128000.000,17236000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,17128000.000,17141000.000
