,2011-09-30
AmortizationOfDebtDiscountPremium,9856.000
AmortizationOfIntangibleAssets,24562.000
EarningsPerShareBasicAndDiluted,0.000
GainLossOnDispositionOfAssets,10000.000
GeneralAndAdministrativeExpense,13818.000
IncomeLossFromContinuingOperations,-69964.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-69964.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-34148.000
InterestExpense,11256.000
NetIncomeLoss,-104112.000
NonoperatingIncomeExpense,-1256.000
OperatingExpenses,68708.000
OperatingIncomeLoss,-68708.000
ProfessionalAndContractServicesExpense,6307.000
ProfessionalFees,14165.000
WeightedAverageNumberOfSharesOutstandingBasic,183717672.000
