,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,4958936.000,5124255.000,4997109.000,4388478.000,6329876.000,5474479.000,5300010.000,4678568.000,5494461.000,4961555.000,4591665.000,5031492.000,4933495.000,4322275.000,5220009.000,5255158.000,4012473.000,3489815.000,3380071.000,3239562.000,3157039.000,864870.000,2453499.000
AccountsReceivableGrossCurrent,,,,,13118222.000,12670680.000,12076311.000,12371554.000,14284951.000,16065074.000,14502949.000,14487175.000,15196951.000,21637365.000,19401142.000,19814425.000,18429512.000,19042451.000,19432281.000,18208847.000,17135173.000,15719847.000,17208274.000
AccountsReceivableNetCurrent,6768512.000,8153522.000,7087958.000,6493952.000,10533490.000,10078623.000,9470017.000,10041350.000,11545834.000,15234863.000,13679677.000,13663007.000,14399885.000,20316037.000,18073455.000,18488553.000,17158938.000,15823859.000,16192325.000,15064235.000,15716179.000,13922371.000,15397185.000
AccruedIncomeTaxesCurrent,748471.000,651310.000,592202.000,278700.000,884003.000,822082.000,633748.000,774878.000,1069434.000,1623603.000,1318069.000,460467.000,639406.000,531120.000,171361.000,56990.000,,259987.000,206050.000,115557.000,77643.000,79467.000,78325.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,546021.000,496008.000,556354.000,6361079.000,5814769.000,5638453.000,295121.000,,
AccruedLiabilitiesCurrent,980089.000,599634.000,771597.000,544836.000,725423.000,986824.000,478956.000,590757.000,552758.000,899816.000,469834.000,513698.000,679609.000,1059579.000,546021.000,496008.000,556354.000,6361079.000,5814769.000,203941.000,295121.000,368395.000,273802.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,5562365.000,5599287.000,5434512.000,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,110921.000,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,46385.000,11802.000,54080.000,171433.000,36517.000,32336.000,15330.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,19385303.000,18643002.000,20315999.000,22280578.000,24080717.000,25843609.000,27578120.000,29562448.000,31565694.000,33697500.000,35943243.000,38133408.000,38535034.000,39655653.000,41617392.000,42041431.000,26737042.000,23732035.000,24879267.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,6520254.000,7175467.000,7578749.000,8030451.000,7920764.000,8122164.000,8550604.000,9767631.000,10283875.000,10874006.000,10092218.000,10198531.000,10228179.000,10465620.000,10938600.000,11267921.000,7049988.000,5696611.000,6222559.000,3854140.000,3538959.000,876989.000,1373114.000
AdditionalPaidInCapital,27431873.000,27451299.000,27489600.000,27837431.000,28089776.000,28987128.000,28987128.000,30754245.000,31532308.000,31532308.000,31532308.000,33517857.000,33517857.000,33517857.000,33792177.000,33792177.000,33803333.000,33803333.000,34405473.000,34900501.000,35268521.000,35549542.000,35549542.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,-1825180.000,,,,521928.000,,,,1759000.000,,,,,
