,2011-12-31,2012-12-31
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,10826061.000,8899384.000
CostOfRealEstateRevenue,13652623.000,12527981.000
CostsAndExpenses,41735797.000,21247353.000
DebtInstrumentPeriodicPayment,,56816.000
Depreciation,,2060000.000
DepreciationDepletionAndAmortization,3133821.000,2292537.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,796743.000
EnvironmentalRemediationExpense,,100000.000
EquityMethodInvestmentDividendsOrDistributions,155000.000,154000.000
FeesAndCommissionsOther,,0.000
GainsLossesOnSalesOfOtherRealEstate,,3306912.000
ImpairmentOfRealEstate,15022659.000,4873266.000
IncomeLossFromEquityMethodInvestments,153065.000,155741.000
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,721220.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,24417897.000
IncomeTaxReconciliationNondeductibleExpenseOther,,139485.000
IncomeTaxReconciliationOtherAdjustments,,-167942.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2156637.000,898149.000
IncreaseDecreaseInDueToRelatedParties,-353229.000,-30653.000
IncreaseDecreaseInOtherOperatingAssets,367883.000,567796.000
IncreaseDecreaseInRestrictedCash,,2295110.000
InterestExpense,530063.000,523579.000
InterestIncomeOperating,5340638.000,2567583.000
InterestPaid,530722.000,524267.000
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,,37000.000
LongTermPurchaseCommitmentAmount,,958000.000
ManagementFeeAmountPaid,,147000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,-19212.000,-21347.000
MinorityInterestDecreaseFromRedemptions,,7200000.000
MinorityInterestIncreaseFromStockIssuance,135944.000,
MortgageLoanRelatedToPropertySales1,,1320000.000
MortgageLoansOnRealEstateCollectionsOfPrincipal,,5979614.000
MortgageLoansOnRealEstateForeclosures,,2000000.000
MortgageLoansOnRealEstateNewMortgageLoans,,8820000.000
MortgageLoansOnRealEstateOtherAdditions,,78241876.000
NetCashProvidedByUsedInFinancingActivities,-13317922.000,-8175619.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-13317922.000,-8175619.000
NetCashProvidedByUsedInInvestingActivities,25204212.000,16026900.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,25204212.000,16026900.000
NetCashProvidedByUsedInOperatingActivities,-1060229.000,1048103.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1060229.000,1048103.000
NetIncomeLoss,-24744255.000,-1679820.000
NetIncomeLossAllocatedToGeneralPartners,274408.000,17120.000
NetIncomeLossAllocatedToLimitedPartners,-24469847.000,-1662700.000
NetIncomeLossAttributableToNoncontrollingInterest,1129202.000,510586.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.090,
NoncontrollingInterestIncreaseFromBusinessCombination,16257427.000,
NumberOfOperatingSegments,,1.000
OperatingLeasesIncomeStatementLeaseRevenue,12575756.000,13237664.000
OtherExpenses,90043.000,90354.000
OtherGeneralAndAdministrativeExpense,208965.000,320420.000
OtherIncome,25002.000,5290.000
PartnersCapitalAccountContributions,,1496000.000
PartnersCapitalAccountDistributions,,1978858.000
PaymentsForEnvironmentalLiabilities,,460000.000
PaymentsForFees,,50000.000
PaymentsToAcquirePropertyPlantAndEquipment,27028.000,24656.000
PaymentsToAcquireRestrictedCertificatesOfDeposit,1998211.000,996000.000
PaymentsToMinorityShareholders,,7200000.000
ProceedsFromCollectionOfLoansReceivable,26530507.000,
ProceedsFromCollectionOfNotesReceivable,,5979614.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,2008099.000,2990055.000
ProceedsFromSaleOfOtherRealEstate,,330000.000
ProfessionalFees,580500.000,1010558.000
ProfitLoss,-23615053.000,-1169234.000
ProvisionForDoubtfulAccounts,3774.000,1500.000
ProvisionForLoanAndLeaseLosses,,-124000.000
ProvisionForLoanLossesExpensed,9074121.000,-124000.000
RealEstateAccumulatedDepreciationDepreciationExpense,,2060483.000
RealEstateAcquisitionsThroughForeclosures,,1662889.000
RealEstateCostOfRealEstateSold,,23746204.000
RealEstateImprovements,,11198753.000
RealEstateOtherAdditions,,158453302.000
RelatedPartyTransactionAmountsOfTransaction,,664000.000
RepaymentsOfNotesPayable,151074.000,157529.000
Revenues,18120744.000,20078119.000
SalesOfRealEstate,,1650000.000
SalesRevenueNet,18095742.000,20072829.000
WeightedAverageLimitedPartnershipUnitsOutstanding,213782000.000,278606000.000
