,2011-08-31,2012-08-31
AmortizationOfAcquiredIntangibleAssets,,1127377.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,15320462.000
ComprehensiveIncomeNetOfTax,,9897952.000
CostOfServices,,23839738.000
Depreciation,,3359844.000
EarningsPerShareBasic,,0.320
EarningsPerShareDiluted,,0.320
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,83738.000
GeneralAndAdministrativeExpense,,3140188.000
GrossProfit,,18360616.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,9645628.000
IncreaseDecreaseInAccountsPayable,,116679.000
IncreaseDecreaseInAccruedLiabilities,,103663.000
IncreaseDecreaseInCustomerDeposits,,-666277.000
IncreaseDecreaseInDeferredRevenue,,6168811.000
IncreaseDecreaseInInventories,,3511.000
IncreaseDecreaseInOtherCurrentAssets,,5588956.000
IncreaseDecreaseInOtherOperatingLiabilities,,616545.000
InterestExpense,,5631405.000
InterestPaid,,2211530.000
InvestmentIncomeNet,,56605.000
NetCashProvidedByUsedInFinancingActivities,,-10004901.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-10004901.000
NetCashProvidedByUsedInInvestingActivities,,-963997.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-963997.000
NetCashProvidedByUsedInOperatingActivities,,26205622.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,26205622.000
NetIncomeLoss,,9645628.000
OperatingExpenses,,3140188.000
OperatingIncomeLoss,,15220428.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,252324.000
PaymentsToAcquirePropertyPlantAndEquipment,,963997.000
ProceedsFromOtherShortTermDebt,,11050596.000
RepaymentsOfDebt,,15786566.000
RepaymentsOfRelatedPartyDebt,,3340423.000
SalesRevenueServicesNet,,42200354.000
ShareBasedCompensation,,105361.000
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,,-96023.000
WeightedAverageNumberOfDilutedSharesOutstanding,,30094205.000
WeightedAverageNumberOfSharesOutstandingBasic,,30094205.000
