,2011-06-30,2011-09-30
AmortizationOfFinancingCostsAndDiscounts,0.000,0.000
ContractsRevenue,73000.000,73000.000
EarningsPerShareBasicAndDiluted,-0.020,-0.020
GainLossOnDispositionOfAssets,8000.000,-7000.000
GeneralAndAdministrativeExpense,546000.000,485000.000
InterestExpense,0.000,0.000
InvestmentIncomeInterest,2000.000,0.000
NetIncomeLoss,-776000.000,-802000.000
OperatingExpenses,859000.000,868000.000
OtherNonoperatingIncomeExpense,10000.000,-7000.000
ResearchAndDevelopmentExpense,313000.000,383000.000
SalesRevenueGoodsNet,73000.000,73000.000
WeightedAverageNumberOfDilutedSharesOutstanding,35466000.000,35466000.000
