,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllocatedShareBasedCompensationExpense,,8000000.000,9000000.000,,11000000.000,11000000.000,14000000.000,13000000.000,10000000.000,12000000.000,12000000.000,7000000.000,10000000.000,9000000.000,7000000.000,5000000.000,9000000.000,11000000.000,12000000.000,10000000.000,13000000.000,16000000.000,16000000.000,16000000.000,19000000.000,22000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,5000000.000,7000000.000,,8000000.000,7000000.000,10000000.000,10000000.000,7000000.000,8000000.000,8000000.000,5000000.000,6000000.000,7000000.000,5000000.000,3000000.000,6000000.000,8000000.000,8000000.000,7000000.000,9000000.000,12000000.000,10000000.000,12000000.000,13000000.000,16000000.000
AmortizationOfIntangibleAssets,,,,,,,,,14000000.000,18000000.000,17000000.000,17000000.000,30000000.000,30000000.000,30000000.000,30000000.000,32000000.000,31000000.000,31000000.000,31000000.000,32000000.000,32000000.000,31000000.000,28000000.000,29000000.000,28000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,800000.000,,0.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,35000000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,1463000000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,24000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-16000000.000,,,,16000000.000,,,,-586000000.000,,,,-13000000.000,,,,-49000000.000,,,,5000000.000,,,,-97000000.000,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,-1000000.000,,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-1000000.000,,,,-9000000.000,,,,1000000.000,,,,-16000000.000,,,,-4000000.000,,,,-12000000.000,,,,-3000000.000,
ComprehensiveIncomeNetOfTax,,,,,46000000.000,89000000.000,18000000.000,238000000.000,66000000.000,57000000.000,87000000.000,232000000.000,58000000.000,109000000.000,-31000000.000,-43000000.000,18000000.000,-323000000.000,60000000.000,53000000.000,24000000.000,58000000.000,109000000.000,24000000.000,75000000.000,99000000.000
