,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,,,,,250000.000
AmortizationOfIntangibleAssets,,,,17000.000,19000.000,,23000.000,23000.000,26000.000,,23000.000,23000.000,11000.000,5000.000,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,254000.000,378000.000,,96000.000,261000.000,96000.000,-359000.000,104000.000,3000.000,,,77000.000,3000.000,20000.000,-24000.000,139000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,2000000.000,,
CapitalizedComputerSoftwareAdditions,,,,,,,,,,,,108000.000,74000.000,,72000.000,215000.000,240000.000,,272000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,-387000.000,,,,3781000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,-261000.000,,,,21000.000,,,,,,,,
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,,,,,,,47551000.000,,65532000.000,65587000.000,66487000.000,66388000.000,68327000.000,66343000.000,69471000.000,77701000.000,82232000.000,83692000.000,86074000.000,83474000.000,106268000.000
DeferredIncomeTaxExpenseBenefit,,,310000.000,,,,90000.000,,,,-362000.000,,,,1032000.000,,,,2166000.000,,,,1458000.000
DepreciationDepletionAndAmortization,,,622000.000,,,,635000.000,,,,1102000.000,,,,918000.000,,,,1050000.000,,,,1533000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,169000.000,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,-230000.000,-110000.000,,-70000.000,-64000.000,-38000.000,0.000,5000.000,-13000.000,-2000.000,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,41000.000,26000.000,,-3000.000,9000.000,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,49000.000,-72000.000,,-48000.000,,,,,,-1000.000,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,,973000.000,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.530,0.520,0.530,0.490,0.440,0.400,0.350,0.270,0.230,0.040,0.130,0.420,0.410,0.510,0.470,0.530,0.810,0.300,0.390,0.470,0.530,0.350,0.290
EarningsPerShareDiluted,0.530,0.520,0.530,0.490,0.440,0.390,0.350,0.270,0.230,0.030,0.130,0.420,0.400,0.500,0.460,0.520,0.790,0.280,0.380,0.460,0.520,0.350,0.280
EffectiveIncomeTaxRateContinuingOperations,,,,0.395,0.395,,0.369,0.417,0.395,-0.762,0.415,0.392,0.424,-0.821,0.405,0.403,0.210,-0.667,0.405,,,,0.176
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,-54000.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,33778000.000,34825000.000,36185000.000,34003000.000,33818000.000,35150000.000,35374000.000,36023000.000,37553000.000,43051000.000,52182000.000,52342000.000,49891000.000,52778000.000,52701000.000,52443000.000,51126000.000,61999000.000,63730000.000,62806000.000,63376000.000,63225000.000,87980000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,2543000.000,,,,38299000.000,,,,122392000.000
GoodwillAndIntangibleAssetImpairment,,,,,,,0.000,,,,,,,,,,,,,,,,
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,633000.000,,,,,,,,,,,,
GrossProfit,42106000.000,42862000.000,44183000.000,41554000.000,40610000.000,41353000.000,40538000.000,40470000.000,41267000.000,44269000.000,54500000.000,59350000.000,57255000.000,60730000.000,60072000.000,61023000.000,61761000.000,67516000.000,71466000.000,72304000.000,74347000.000,69952000.000,95044000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,5167000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8284000.000,7996000.000,7960000.000,7519000.000,6775000.000,6186000.000,5146000.000,4436000.000,3701000.000,1091000.000,1971000.000,6679000.000,6968000.000,7589000.000,7011000.000,8188000.000,10141000.000,4757000.000,6404000.000,7894000.000,9572000.000,5286000.000,4407000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,2584000.000,2239000.000,,1154000.000,4061000.000,4158000.000,4323000.000,4024000.000,4795000.000,8063000.000,2659000.000,3727000.000,4644000.000,6378000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,0.280,0.240,,0.140,0.430,0.410,0.510,0.470,0.530,0.810,0.300,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,0.280,0.240,,0.140,0.430,0.400,0.500,0.460,0.520,0.790,0.280,,,,,
