,2011-09-30,2011-12-31
AccountsPayableTradeCurrent,14352000.000,16175000.000
AccountsReceivableNetCurrent,23199000.000,25728000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,1058000.000,884000.000
AccruedIncomeTaxesCurrent,420000.000,443000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8227000.000,7837000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4516000.000,4207000.000
AdditionalPaidInCapitalCommonStock,48894000.000,49176000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1358000.000,2621000.000
Assets,108637000.000,102391000.000
AssetsCurrent,65377000.000,64838000.000
CapitalLeasedAssetsGross,107000.000,102000.000
CashAndCashEquivalentsAtCarryingValue,14148000.000,12845000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,14148000.000,12845000.000
CustomerDepositsCurrent,1771000.000,1753000.000
DeferredTaxAssetsNetCurrent,764000.000,382000.000
DeferredTaxAssetsNetNoncurrent,4497000.000,739000.000
DeferredTaxLiabilitiesCurrent,93000.000,49000.000
DeferredTaxLiabilitiesNoncurrent,627000.000,718000.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,0.000,0.000
EmployeeRelatedLiabilitiesCurrent,4504000.000,4391000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,12297000.000,12642000.000
FiniteLivedIntangibleAssetsNet,10045000.000,9506000.000
FurnitureAndFixturesGross,4745000.000,4635000.000
Goodwill,19424000.000,19274000.000
InventoryNet,20457000.000,19132000.000
Liabilities,70379000.000,72089000.000
LiabilitiesAndStockholdersEquity,108637000.000,102391000.000
LiabilitiesCurrent,56012000.000,57623000.000
LiabilitiesNoncurrent,14367000.000,14466000.000
LongTermDebtCurrent,16468000.000,16482000.000
LongTermDebtNoncurrent,3969000.000,3764000.000
MachineryAndEquipmentGross,6186000.000,6922000.000
MarketableSecuritiesNoncurrent,544000.000,495000.000
OtherAccountsPayableAndAccruedLiabilities,9810000.000,9966000.000
OtherAssetsNoncurrent,4863000.000,3717000.000
OtherLiabilitiesNoncurrent,9771000.000,9984000.000
PrepaidExpenseAndOtherAssets,4729000.000,4953000.000
PropertyPlantAndEquipmentGross,12114000.000,11659000.000
PropertyPlantAndEquipmentNet,3887000.000,3822000.000
RetainedEarningsAccumulatedDeficit,-15309000.000,-23241000.000
StockholdersEquity,38258000.000,30302000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,38258000.000,30302000.000
