,2011-03-27,2011-06-26,2011-09-25,2011-12-25,2012-07-01,2012-09-30,2013-03-31,2013-06-30,2013-09-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26
FiniteLivedIntangibleAssetsAmortizationExpense,5600000.000,4700000.000,4700000.000,4700000.000,,,,,,,,,,,,,,,
GainLossOnInvestments,,,,,,,-3000000.000,,,,,,,,,,,,
GainLossOnSaleOfEquityInvestments,,,,,,,,,,,1400000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-400000.000,,,,,,,,,-100000.000,,,,500000.000,,,,100000.000,
GainLossOnSaleOfSecuritiesNet,,,,,,12900000.000,,,,,,,,,,,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,,,,,,,,,,,,,,,,300000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,40900000.000,,,,,,,,,
GoodwillAllocationAdjustment,,,-100000.000,,,,,,,,,,,,,,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,,600000.000,,,,,
GoodwillTranslationAdjustments,,,,,,,,,,,,,,-4000000.000,,,,800000.000,
GrossProfit,152000000.000,160700000.000,144800000.000,101700000.000,117700000.000,120100000.000,92400000.000,103700000.000,114900000.000,104200000.000,124200000.000,132800000.000,104400000.000,108000000.000,109800000.000,115000000.000,105000000.000,100100000.000,103100000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,-4300000.000,,18800000.000,9600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,50800000.000,51600000.000,42400000.000,12900000.000,13800000.000,25200000.000,1200000.000,-3400000.000,11300000.000,-8200000.000,16700000.000,2100000.000,2000000.000,5000000.000,1800000.000,,,,
IncomeTaxExpenseBenefit,7300000.000,6700000.000,6600000.000,-8400000.000,1900000.000,500000.000,1700000.000,4100000.000,-800000.000,1100000.000,-1100000.000,3100000.000,44700000.000,3900000.000,2700000.000,3900000.000,5500000.000,4000000.000,2700000.000
IncomeTaxesPaidNet,,,,,,,4600000.000,,,3000000.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,3700000.000,,,,-16900000.000,
IncreaseDecreaseInAccountsReceivable,-3800000.000,,,,,,28200000.000,,,30100000.000,,,,37900000.000,,,,19500000.000,
IncreaseDecreaseInAssetsHeldForSale,,,,,,,,,,,,,,,,,,2900000.000,2900000.000
IncreaseDecreaseInInventories,8800000.000,,,,,,-10400000.000,,,-7300000.000,,,,1000000.000,,,,-20500000.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,,,,,,,-20900000.000,,,,-32300000.000,
IncreaseDecreaseInOtherOperatingAssets,-3800000.000,,,,,,,,,-5600000.000,,,,4900000.000,,,,-10300000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,2600000.000,,,,,,6800000.000,,,3600000.000,,,,-1600000.000,,,,-1600000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-30300000.000,,,,,,-13100000.000,,,-13600000.000,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,3800000.000,3000000.000,,1800000.000,2000000.000,,0.000,1100000.000,,1200000.000,,,,,,,2700000.000,1700000.000
InterestExpense,,,1900000.000,,1900000.000,1700000.000,1700000.000,1600000.000,1500000.000,1300000.000,2100000.000,1500000.000,1400000.000,1300000.000,1500000.000,1500000.000,1400000.000,1500000.000,1300000.000
InterestPaid,,,,,,,1600000.000,,,1000000.000,,,,,,,,,
InvestmentIncomeNonoperating,,,700000.000,,-500000.000,600000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000,100000.000,200000.000,100000.000,200000.000,100000.000,200000.000,200000.000
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,,,,,,,-12600000.000,,,4400000.000,,,,,,,,,500000.000
LossContingencyLossInPeriod,,,,,1300000.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,15700000.000,,,,,,-10700000.000,,,-36600000.000,,,,-47400000.000,,,,-11100000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15700000.000,,,,,,-10700000.000,,,-36600000.000,,,,-47400000.000,,,,-11100000.000,
NetCashProvidedByUsedInInvestingActivities,-51500000.000,,,,,,-20200000.000,,,-74000000.000,,,,-13200000.000,,,,2800000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-51500000.000,,,,,,-20200000.000,,,-74000000.000,,,,-13200000.000,,,,2800000.000,
NetCashProvidedByUsedInOperatingActivities,56700000.000,,,,,,-4000000.000,,,8600000.000,,,,-14600000.000,,,,900000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,56700000.000,,,,,,-4000000.000,,,8600000.000,,,,-14600000.000,,,,900000.000,
NetIncomeLoss,43500000.000,44900000.000,35800000.000,21300000.000,11900000.000,24700000.000,-500000.000,-7500000.000,12100000.000,-9300000.000,17800000.000,-1000000.000,-42700000.000,1100000.000,-900000.000,-8200000.000,-7100000.000,14800000.000,6900000.000
NonoperatingIncomeExpense,,,,,,-1200000.000,-4600000.000,-1600000.000,-1400000.000,-1100000.000,-2600000.000,-1500000.000,-1300000.000,-1200000.000,-1600000.000,-1400000.000,-1200000.000,-1600000.000,-1200000.000
OperatingExpenses,100100000.000,105800000.000,101000000.000,87400000.000,102400000.000,93700000.000,86600000.000,105500000.000,102200000.000,111300000.000,104900000.000,129200000.000,101100000.000,101800000.000,106400000.000,117900000.000,105400000.000,79700000.000,92300000.000
OperatingIncomeLoss,51900000.000,54900000.000,43800000.000,14300000.000,15300000.000,26400000.000,5800000.000,-1800000.000,12700000.000,-7100000.000,19300000.000,3600000.000,3300000.000,6200000.000,3400000.000,-2900000.000,-400000.000,20400000.000,10800000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,-100000.000,-100000.000,100000.000,,,,,,,,,100000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,6200000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,-300000.000,-3200000.000,,-5300000.000,1000000.000,,,1200000.000,700000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,-2100000.000,,-2800000.000,-500000.000,-5600000.000,3700000.000,3200000.000,2200000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,-100000.000,,,-100000.000,,,-100000.000,,,,,-100000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,500000.000,900000.000,1700000.000,3300000.000,1700000.000,-300000.000,-100000.000,700000.000,-3200000.000,-1000000.000,-2400000.000,-1300000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,-100000.000,-400000.000,-1500000.000,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,400000.000,1100000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,1800000.000,2800000.000,,2300000.000,-800000.000,-8800000.000,2800000.000,-400000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,,,,,,,,,800000.000,-800000.000,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,600000.000,500000.000,-200000.000,700000.000,-1100000.000,-400000.000,,,,,,,,,,,,,
OtherNoncashIncome,100000.000,,,,,,,,,,,,,,,,,,
OtherNonoperatingExpense,,,200000.000,,100000.000,1200000.000,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,-1100000.000,-3300000.000,-1400000.000,-1400000.000,-1500000.000,-100000.000,-3100000.000,-100000.000,-100000.000,,-700000.000,-100000.000,,-100000.000,-200000.000,-100000.000,100000.000,-300000.000,-100000.000
OtherRestructuringCosts,,,,,,,,,,1900000.000,1900000.000,2200000.000,2700000.000,-3000000.000,-2300000.000,2700000.000,16100000.000,1000000.000,500000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,3700000.000,,,30600000.000,,,,39200000.000,,,,,
PaymentsForRestructuring,,,,,,,,2900000.000,3400000.000,6400000.000,6000000.000,3700000.000,4100000.000,4600000.000,7200000.000,32800000.000,21400000.000,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,7400000.000,,,6200000.000,,,,9100000.000,,,,11400000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,16500000.000,,,,,,,,,59800000.000,,,,,,,,,
PaymentsToAcquireOtherProductiveAssets,800000.000,,,,,,400000.000,,,500000.000,,,,200000.000,,,,,
PaymentsToAcquireProductiveAssets,,,,,,,,,,,,,,,,,,300000.000,
PaymentsToAcquirePropertyPlantAndEquipment,34300000.000,,,,,,19900000.000,,,13700000.000,,,,14400000.000,,,,12500000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,100000.000,,,,,,100000.000,,,,,,,100000.000,,,,200000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,300000.000,300000.000,,,,,,,,,,,,,
ProceedsFromSaleOfEquityMethodInvestments,,,,,,,,,,,2100000.000,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,,,,15400000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,,,,1300000.000,,,,,
ProceedsFromStockOptionsExercised,25900000.000,,,,,,400000.000,,,200000.000,,,,900000.000,,,,300000.000,
RepaymentsOfLongTermDebt,900000.000,,,,,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,36900000.000,39900000.000,37800000.000,38800000.000,41100000.000,37800000.000,42600000.000,46000000.000,42800000.000,41100000.000,43000000.000,41600000.000,40100000.000,41700000.000,42300000.000,40400000.000,38200000.000,40100000.000,41600000.000
RestructuringCharges,,2900000.000,4100000.000,,600000.000,3400000.000,1200000.000,3500000.000,3700000.000,4700000.000,2900000.000,29800000.000,4400000.000,-1900000.000,-2400000.000,25200000.000,14200000.000,-11500000.000,
RestructuringCostsAndAssetImpairmentCharges,,,,,,,,3400000.000,,600000.000,,,,,,,,,
RestructuringReserveAccrualAdjustment,,100000.000,,,-100000.000,,0.000,-100000.000,-200000.000,-500000.000,-100000.000,-300000.000,-1200000.000,-200000.000,-500000.000,-200000.000,-100000.000,-400000.000,
RestructuringReserveAccrualAdjustment1,,,,,,,,,,,,,,,,,,,-100000.000
RestructuringReservePeriodExpense,,3000000.000,4100000.000,,,,,,,,,,,,,,,,
RestructuringReservePeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,8000000.000,
RestructuringReserveSettledWithCash,,1500000.000,2600000.000,,1900000.000,1900000.000,2800000.000,,,,,,,,,,,,
RestructuringReserveSettledWithoutCash,,,,,,,0.000,,,,,,,,,,,,
RestructuringReserveTranslationAdjustment,,,,,,,,,,,,,,,,-700000.000,,,
RestructuringSettlementAndImpairmentProvisions,2500000.000,2900000.000,4100000.000,-6700000.000,500000.000,3400000.000,1200000.000,3400000.000,3500000.000,6100000.000,4700000.000,31700000.000,7300000.000,4700000.000,4200000.000,27700000.000,11000000.000,-10900000.000,600000.000
Revenues,413000000.000,433200000.000,403200000.000,339400000.000,361500000.000,358800000.000,343200000.000,356500000.000,364600000.000,344100000.000,371600000.000,381100000.000,336600000.000,355700000.000,355200000.000,342100000.000,317200000.000,327000000.000,350000000.000
SalesRevenueNet,413000000.000,433200000.000,403200000.000,339400000.000,361500000.000,358800000.000,343200000.000,356500000.000,364600000.000,344100000.000,371600000.000,381100000.000,336600000.000,355700000.000,355200000.000,342100000.000,317200000.000,327000000.000,350000000.000
SellingGeneralAndAdministrativeExpense,55100000.000,58300000.000,54400000.000,50600000.000,55100000.000,48000000.000,51600000.000,52200000.000,52000000.000,55500000.000,55000000.000,53800000.000,51600000.000,52700000.000,57800000.000,47900000.000,47400000.000,48600000.000,47700000.000
ShareBasedCompensation,5000000.000,,,,,,6300000.000,,,7800000.000,,,,6800000.000,,,,7500000.000,
StockRepurchasedDuringPeriodShares,,,,,,,,,,,,1547500.000,,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,,,,,,,25100000.000,,,,,,,
TreasuryStockAcquiredAverageCostPerShare,,,,,,,,,,,,,,,,14.480,,,
TreasuryStockSharesAcquired,,,,,,,,,,,,,,,,2430477.000,,,
TreasuryStockValueAcquiredCostMethod,,,,,,,,,,,,,,,,35200000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,130900000.000,131700000.000,129900000.000,-262200000.000,128700000.000,128800000.000,127200000.000,127600000.000,128400000.000,125400000.000,123900000.000,119500000.000,-247400000.000,120000000.000,116100000.000,114600000.000,-235300000.000,116500000.000,116400000.000
WeightedAverageNumberOfSharesOutstandingBasic,126100000.000,127900000.000,126900000.000,-254200000.000,126900000.000,126800000.000,127200000.000,127600000.000,127300000.000,125400000.000,122700000.000,119500000.000,-246200000.000,117300000.000,116100000.000,114600000.000,-232600000.000,113800000.000,114700000.000
