,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,12000000.000,9000000.000,,9000000.000,8000000.000,7000000.000,4000000.000,11000000.000,8000000.000,8000000.000,13000000.000,9000000.000,8000000.000,6000000.000,5000000.000,11000000.000,10000000.000,9000000.000,6000000.000,13000000.000,7000000.000,7000000.000,9000000.000,14000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,8000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,,7000000.000,5000000.000,5000000.000,,5000000.000,5000000.000,4000000.000,,7000000.000,6000000.000,5000000.000,,8000000.000,4000000.000,5000000.000,,9000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,161800.000,,0.000,0.000,537750.000,-947.000,125019.000,317879.000,125019.000,,210143.000,210143.000,210143.000,-358286.000,784890.000,619418.000,773643.000,-1409817.000,1081423.000,1056961.000,1437767.000,-2503683.000,1008667.000
AssetImpairmentCharges,,,,,,,9000000.000,,,,,,8000000.000,,,,89000000.000,,,,0.000,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,14700000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,4000000.000,,,,,,,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,2000000.000,,,,,,,,,,,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,124000000.000,,,,-8000000.000,,,,-71000000.000,,,,-52000000.000,,,,-18000000.000,,,,-91000000.000,,,,16000000.000
CommonStockDividendsPerShareDeclared,,0.470,0.260,,0.260,0.260,0.260,0.300,0.300,0.300,0.300,0.350,0.350,0.350,0.350,0.400,0.400,0.400,0.400,0.460,0.460,0.460,0.460,0.510,0.510
ComprehensiveIncomeNetOfTax,235000000.000,205000000.000,141000000.000,9000000.000,173000000.000,116000000.000,173000000.000,-40000000.000,209000000.000,269000000.000,365000000.000,370000000.000,230000000.000,297000000.000,115000000.000,-339000000.000,7000000.000,375000000.000,173000000.000,180000000.000,336000000.000,249000000.000,195000000.000,183000000.000,253000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,210000000.000,271000000.000,366000000.000,373000000.000,231000000.000,299000000.000,117000000.000,-338000000.000,8000000.000,377000000.000,175000000.000,181000000.000,336000000.000,251000000.000,196000000.000,185000000.000,254000000.000
CostOfGoodsSold,1325000000.000,1422000000.000,1392000000.000,1399000000.000,1390000000.000,1372000000.000,1734000000.000,1844000000.000,1691000000.000,1763000000.000,1649000000.000,1471000000.000,1710000000.000,1803000000.000,1777000000.000,2016000000.000,1787000000.000,1813000000.000,1752000000.000,1716000000.000,1602000000.000,1692000000.000,1666000000.000,1698000000.000,1678000000.000
DeferredIncomeTaxExpenseBenefit,-52000000.000,,,,13000000.000,,,,26000000.000,,,,32000000.000,,,,16000000.000,,,,9000000.000,,,,31000000.000
DepreciationAndAmortization,68000000.000,,,,69000000.000,,,,110000000.000,,,,107000000.000,,,,145000000.000,,,,147000000.000,,,,145000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,1000000.000,-2000000.000,,8000000.000,-10000000.000,11000000.000,2000000.000,-4000000.000,-4000000.000,1000000.000,5000000.000,5000000.000,9000000.000,1000000.000,-15000000.000,5000000.000,-41000000.000,-54000000.000,-44000000.000,-7000000.000,-52000000.000,-32000000.000,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,44000000.000,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,-1000000.000,3000000.000,,-1000000.000,2000000.000,2000000.000,2000000.000,-1000000.000,,3000000.000,,,-2000000.000,1000000.000,,-11000000.000,-1000000.000,-11000000.000,-5000000.000,9000000.000,-23000000.000,0.000,,
DerivativeNetHedgeIneffectivenessGainLoss,,,,,,-2000000.000,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,30000000.000,1000000.000,0.000,0.000,-1000000.000,2000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,2000000.000,0.000,,,0.000,0.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,-34000000.000,-33000000.000,-36000000.000,242000000.000,-36000000.000,37000000.000,39000000.000,119000000.000,46000000.000,47000000.000,46000000.000,52000000.000,54000000.000,52000000.000,53000000.000,59000000.000,60000000.000,60000000.000,59000000.000,68000000.000,67000000.000,68000000.000,69000000.000,75000000.000,74000000.000
EarningsPerShareBasic,3.110,2.980,1.190,-2.300,1.150,1.300,1.010,-0.460,1.600,1.710,2.000,2.260,1.540,1.960,1.410,0.120,1.150,2.000,1.730,0.830,1.700,1.730,1.570,0.800,1.900
EarningsPerShareDiluted,3.040,2.910,1.160,-2.250,1.120,1.270,0.990,-0.450,1.570,1.690,1.970,2.210,1.520,1.930,1.390,0.130,1.140,1.980,1.710,0.830,1.690,1.710,1.560,0.790,1.890
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,0.000,,,,-3000000.000,,,,-1000000.000,,,,-4000000.000,,,,0.000,,,,-2000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,,,,,,0.210,0.200,,0.180
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.310,0.310,,0.350,0.340,0.290,,0.280,0.300,0.290,,0.270,0.270,0.290,,0.330,0.260,0.270,,0.220,,,,
GainLossOnFairValueHedgesRecognizedInEarnings,,,,,,,,,,,,,,1000000.000,2000000.000,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-52000000.000,,,,0.000,,,,,,,,,,,,,,,,,,0.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,,,-9000000.000,0.000,,
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,,,,,,,,,0.000,,
GoodwillTransfers,,,,,,,,,,,,,,,,,,,,,0.000,,,,
GoodwillTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,9000000.000,,,,
GrossProfit,433000000.000,463000000.000,420000000.000,324000000.000,431000000.000,481000000.000,525000000.000,325000000.000,616000000.000,677000000.000,689000000.000,794000000.000,595000000.000,657000000.000,636000000.000,333000000.000,656000000.000,720000000.000,695000000.000,509000000.000,634000000.000,605000000.000,621000000.000,490000000.000,625000000.000
ImpairmentOfRealEstate,,,,,,,6000000.000,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,247000000.000,264000000.000,308000000.000,346000000.000,,290000000.000,210000000.000,,,297000000.000,256000000.000,,251000000.000,255000000.000,232000000.000,116000000.000,278000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,306000000.000,238000000.000,,244000000.000,268000000.000,218000000.000,-81000000.000,345000000.000,382000000.000,434000000.000,518000000.000,322000000.000,399000000.000,298000000.000,-29000000.000,256000000.000,403000000.000,353000000.000,117000000.000,323000000.000,324000000.000,289000000.000,113000000.000,341000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,271000000.000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,182000000.000,210000000.000,165000000.000,100000000.000,159000000.000,177000000.000,154000000.000,-47000000.000,248000000.000,266000000.000,309000000.000,349000000.000,,292000000.000,212000000.000,,,299000000.000,258000000.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,2.570,2.970,1.190,-2.030,1.150,1.280,1.010,-0.450,,1.710,2.000,,,1.940,1.410,,,2.000,1.730,,1.700,1.730,1.570,0.800,1.900
IncomeLossFromContinuingOperationsPerDilutedShare,2.520,2.900,1.160,-1.990,1.130,1.260,0.990,-0.460,1.570,1.690,1.970,2.210,,1.920,1.390,,,1.980,1.710,,1.690,1.710,1.560,0.790,1.890
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,-8000000.000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,0.000,0.000,0.000,0.000,,2000000.000,0.000,,,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.540,0.010,0.000,-0.270,0.000,0.020,0.000,-0.010,,0.000,0.000,,,0.020,0.000,,,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.520,0.010,0.000,,,,,,0.000,0.000,0.000,,,0.010,0.000,,,0.000,0.000,,,,,,
IncomeTaxExpenseBenefit,89000000.000,96000000.000,73000000.000,49000000.000,85000000.000,91000000.000,64000000.000,-34000000.000,97000000.000,116000000.000,125000000.000,169000000.000,88000000.000,107000000.000,86000000.000,-46000000.000,84000000.000,104000000.000,95000000.000,-8000000.000,72000000.000,67000000.000,56000000.000,-5000000.000,62000000.000
IncomeTaxReconciliationDeductionsOther,,,,,,,,,,,,,,,,,,,,,,16000000.000,,,
IncomeTaxReconciliationOtherAdjustments,,,,,,,-5000000.000,,,,,,,,,,,,,,,,,,
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,,,,,,,,,,,,,,,,,9000000.000,,,,
IncomeTaxReconciliationTaxCredits,,,,,,,,,10000000.000,,14000000.000,,,,,,,,,,,,,,
IncomeTaxReconciliationTaxSettlements,,,,,,,-8000000.000,,,,,,,,,,,,,,,,,,
IncomeTaxReconciliationTaxSettlementsForeign,,,,,,,,,,,,,,,,,,6000000.000,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,8000000.000,,,,-20000000.000,,,,-27000000.000,,,,-21000000.000,,,,-108000000.000,,,,-62000000.000,,,,-26000000.000
IncreaseDecreaseInAccountsReceivable,-229000000.000,,,,103000000.000,,,,155000000.000,,,,118000000.000,,,,91000000.000,,,,144000000.000,,,,149000000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-184000000.000,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,-49000000.000,,,,-14000000.000,,,,53000000.000,,,,116000000.000,,,,-21000000.000,,,,2000000.000,,,,82000000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,-2000000.000,,,,-15000000.000,,,,-13000000.000,,,,-15000000.000,,,,0.000,,,,-5000000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,,-3000000.000,,,,-3000000.000,,,,-41000000.000,,,,-17000000.000,,,,24000000.000,,,,-36000000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,,,,,,,-5000000.000,,,,-38000000.000,,,,-9000000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,-12000000.000,,,,23000000.000,,,,-6000000.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,124000000.000,,,,,,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,-19000000.000,-18000000.000,-20000000.000,-19000000.000,-19000000.000,-28000000.000,-48000000.000,-48000000.000,-47000000.000,-46000000.000,-44000000.000,-43000000.000,-42000000.000,-45000000.000,-45000000.000,-55000000.000,-66000000.000,-66000000.000,-66000000.000,-65000000.000,-64000000.000,-63000000.000,-64000000.000,-64000000.000,-60000000.000
LossOnCashFlowHedgeIneffectiveness,,,,,,,,,,,,,,,,,,,,,2000000.000,,1000000.000,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,3000000.000,,,,,,,,2000000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-37000000.000,,,,-17000000.000,,,,10000000.000,,,,98000000.000,,,,17000000.000,,,,-12000000.000,,,,102000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-37000000.000,,,,-17000000.000,,,,10000000.000,,,,98000000.000,,,,17000000.000,,,,-12000000.000,,,,102000000.000
NetCashProvidedByUsedInInvestingActivities,307000000.000,,,,-10000000.000,,,,-83000000.000,,,,-119000000.000,,,,-122000000.000,,,,-126000000.000,,,,-136000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,307000000.000,,,,-10000000.000,,,,-83000000.000,,,,-119000000.000,,,,-122000000.000,,,,-126000000.000,,,,-136000000.000
NetCashProvidedByUsedInOperatingActivities,-146000000.000,,,,19000000.000,,,,5000000.000,,,,-30000000.000,,,,91000000.000,,,,47000000.000,,,,52000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-146000000.000,,,,19000000.000,,,,5000000.000,,,,-30000000.000,,,,91000000.000,,,,47000000.000,,,,52000000.000
NetIncomeLoss,220000000.000,211000000.000,165000000.000,100000000.000,158000000.000,179000000.000,154000000.000,-54000000.000,247000000.000,264000000.000,308000000.000,346000000.000,233000000.000,292000000.000,210000000.000,16000000.000,171000000.000,297000000.000,256000000.000,124000000.000,251000000.000,255000000.000,232000000.000,116000000.000,278000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,1000000.000,2000000.000,1000000.000,3000000.000,1000000.000,2000000.000,2000000.000,1000000.000,1000000.000,2000000.000,2000000.000,1000000.000,0.000,2000000.000,1000000.000,2000000.000,1000000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,,,,,,,-676000000.000,,,,,,,,,,,,,,,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,,,,,,,,,,,,,,,,,,,,,31000000.000,,,,
NumberOfOperatingSegments,,,,,,,,,5.000,,,,5.000,,,,5.000,,,,,,,,
OperatingIncomeLoss,284000000.000,318000000.000,256000000.000,163000000.000,264000000.000,317000000.000,263000000.000,-44000000.000,393000000.000,428000000.000,479000000.000,562000000.000,361000000.000,436000000.000,338000000.000,27000000.000,311000000.000,469000000.000,432000000.000,172000000.000,399000000.000,376000000.000,356000000.000,252000000.000,397000000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,,,,,,-5000000.000,,6000000.000,6000000.000,-40000000.000,75000000.000,7000000.000,,0.000,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,,,,-5000000.000,-3000000.000,-4000000.000,-1000000.000,4000000.000,3000000.000,-25000000.000,-11000000.000,4000000.000,,0.000,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,2000000.000,7000000.000,,-5000000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,,,,,,,1000000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,,,5000000.000,-36000000.000,-7000000.000,-5000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,,,30000000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,25000000.000,11000000.000,-36000000.000,-15000000.000,15000000.000,-24000000.000,30000000.000,20000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,,,,,,0.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,,,,,-7000000.000,7000000.000,,7000000.000,10000000.000,7000000.000,6000000.000,11000000.000,-11000000.000,-12000000.000,-36000000.000,-11000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,,,,,,,,,,,,,-4000000.000,-4000000.000,,-4000000.000,-7000000.000,-4000000.000,-4000000.000,-7000000.000,-7000000.000,-7000000.000,-9000000.000,-7000000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,,,,-30000000.000,-2000000.000,62000000.000,32000000.000,-9000000.000,2000000.000,-76000000.000,-517000000.000,-135000000.000,80000000.000,-106000000.000,111000000.000,72000000.000,34000000.000,-35000000.000,164000000.000,-44000000.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,,,,,13000000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,,,,,,,,,,0.000,58000000.000,,84000000.000,14000000.000,-52000000.000,10000000.000,-23000000.000,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,16000000.000,-7000000.000,-13000000.000,11000000.000,-3000000.000,0.000,36000000.000,-263000000.000,52000000.000,9000000.000,-32000000.000,6000000.000,-14000000.000,71000000.000,12000000.000,103000000.000,-25000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,,,-50000000.000,15000000.000,43000000.000,21000000.000,3000000.000,9000000.000,-127000000.000,-86000000.000,-212000000.000,76000000.000,-47000000.000,-33000000.000,106000000.000,-70000000.000,-42000000.000,-91000000.000,7000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,-50000000.000,15000000.000,45000000.000,18000000.000,4000000.000,9000000.000,-127000000.000,-87000000.000,-212000000.000,76000000.000,-47000000.000,-33000000.000,106000000.000,-70000000.000,-42000000.000,-91000000.000,7000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-38000000.000,5000000.000,57000000.000,24000000.000,-3000000.000,5000000.000,-95000000.000,-355000000.000,-164000000.000,78000000.000,-83000000.000,56000000.000,85000000.000,-6000000.000,-37000000.000,67000000.000,-25000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,15000000.000,-6000000.000,-24000000.000,-91000000.000,15000000.000,-63000000.000,19000000.000,14000000.000,,,,,,,,,,,,,,,,,
